7519,6190,7519
7519,7107,5810
7519,7107,5810
7519,8170,5810
7519,6282,5810
7519,7100,7519
7519,6200,5810
7519,9744,7519
7608,10876,6149
7608,1817,7608
7608,1915,5745
7608,15923,5745
7608,1817,7608
7608,17105,6149
7608,15923,6149
7608,7292,7608
7608,1817,7608
7608,1915,5745
7871,6885,3296
7871,4961,7874
7871,6885,3296
7871,3678,3296
7871,12399,3296
7871,4961,1761
7871,3678,7874
7871,3678,3124
7871,616,7871
7871,1439,7874
7874,6885,7874
7874,2123,3296
7874,10887,3296
7874,5525,3296
7874,15946,7871
7874,3678,7874
7874,6885,3296
7874,3678,3124
7874,12399,7874
7874,6885,3296
8201,14742,8201
8201,14742,8201
8201,3408,8201
8201,14742,8201
8201,14742,8201
8201,14742,8201
8201,14742,8201
8201,14742,8201
8201,14742,8201
8201,14742,8201
8473,10484,8473
8473,10484,8473
8473,10484,8473
8473,10484,8473
8473,10484,8473
8473,10484,8473
8473,10484,8473
8473,10484,8473
8473,10484,8473
8473,10484,8473
9050,16347,9050
9050,16347,9050
9050,16347,9050
9050,16347,9050
9050,16347,9050
9050,16347,9050
9050,16347,9050
9050,16347,9050
9050,16347,9050
9050,16347,9050
9096,18310,9096
9096,951,9096
9096,951,9096
9096,18310,9096
9096,18310,9096
9096,951,9096
9096,951,9096
9096,18310,9096
9096,18310,9096
9096,951,9096
9328,19257,1943
9328,1416,9328
9328,17414,9328
9328,14608,9328
9328,10449,1943
9328,6712,9328
9328,11058,1943
9328,15338,9328
9328,14341,9328
9328,19701,9328
10402,8834,10402
10402,1407,10402
10402,1407,10402
10402,8834,10402
10402,8834,10402
10402,8834,10402
10402,8834,10402
10402,1407,10402
10402,8834,10402
10402,1407,10402
10568,18762,10568
10568,9523,10568
10568,3043,10568
10568,5531,10568
10568,18762,10568
10568,9001,10568
10568,9713,10568
10568,19351,10568
10568,10862,10568
10568,6205,10568
11291,16633,11291
11291,16633,11291
11291,11637,11291
11291,16633,11291
11291,16633,11291
11291,16633,11291
11291,16633,11291
11291,16633,11291
11291,16633,11291
11291,11637,11291
11299,5283,11299
11299,2431,11299
11299,5283,11299
11299,16398,11299
11299,7278,11299
11299,6395,11299
11299,11161,11299
11299,6395,11299
11299,2431,11299
11299,8890,156
11697,1107,11697
11697,1107,11697
11697,1107,11697
11697,1107,11697
11697,1107,11697
11697,1107,11697
11697,1107,11697
11697,1107,11697
11697,1107,11697
11697,1107,11697
11733,1416,11733
11733,19510,11733
11733,9025,11733
11733,10759,937
11733,15335,11733
11733,8336,937
11733,9025,11733
11733,4897,937
11733,7814,11733
11733,15293,11733
11948,18966,11948
11948,18966,11948
11948,18966,11948
11948,18966,11948
11948,18966,11948
11948,18966,11948
11948,18966,11948
11948,18966,11948
11948,18966,11948
11948,18966,11948
13024,11044,13024
13024,101,13024
13024,11044,13024
13024,11044,13024
13024,14796,13024
13024,14796,13024
13024,11044,13024
13024,11044,13024
13024,11044,13024
13024,11044,13024
13218,7603,14039
13218,5387,14039
13218,5387,14039
13218,18229,13218
13218,16245,14039
13218,5387,14039
13218,18229,13218
13218,18229,13218
13218,337,13218
13218,633,14039
13543,10592,296
13543,17972,238
13543,10592,238
13543,18658,238
13543,2660,296
13543,3506,13543
13543,125,296
13543,10592,296
13543,10592,296
13543,4465,296
14039,14393,14039
14039,337,14039
14039,16245,13218
14039,337,14039
14039,633,14039
14039,16245,13218
14039,1359,14039
14039,4785,13218
14039,16964,14039
14039,4785,14039
15016,7496,15016
15016,7496,15016
15016,7496,15016
15016,7496,15016
15016,7496,15016
15016,7496,15016
15016,7496,15016
15016,7496,15016
15016,7496,15016
15016,7496,15016
15596,10015,15596
15596,10266,15596
15596,13145,15596
15596,18598,15596
15596,13333,15596
15596,17078,15596
15596,10015,15596
15596,2471,15596
15596,17098,15596
15596,2714,15596
16309,12875,16309
16309,12875,16309
16309,12875,16309
16309,12875,16309
16309,12875,16309
16309,12875,16309
16309,12875,16309
16309,12875,16309
16309,12875,16309
16309,12875,16309
16349,8572,16349
16349,2756,16349
16349,2756,16349
16349,2756,16349
16349,8572,16349
16349,8572,16349
16349,8572,16349
16349,2756,16349
16349,2756,16349
16349,8572,16349
16499,5478,16499
16499,12619,16499
16499,18642,16499
16499,13818,4238
16499,6389,16499
16499,158,18970
16499,6389,4238
16499,158,16499
16499,158,18970
16499,2723,16499
16786,11957,16786
16786,11957,16786
16786,11957,16786
16786,11957,16786
16786,11957,16786
16786,11957,16786
16786,11957,16786
16786,11957,16786
16786,11957,16786
16786,11957,16786
16792,16379,16792
16792,16379,16792
16792,16379,16792
16792,16379,16792
16792,16379,16792
16792,16379,16792
16792,16379,16792
16792,16379,16792
16792,16379,16792
16792,16379,16792
18643,18865,18643
18643,18865,18643
18643,5920,18643
18643,18865,18643
18643,18865,18643
18643,18865,18643
18643,5920,18643
18643,5920,18643
18643,18865,18643
18643,18865,18643
18745,12972,18745
18745,3207,18745
18745,284,3124
18745,8280,18745
18745,16468,18745
18745,1886,18745
18745,8817,18745
18745,2623,18745
18745,8817,18745
18745,16869,18745
18970,9813,18970
18970,8893,18970
18970,18642,16499
18970,8893,18970
18970,1423,16499
18970,15045,18970
18970,8893,18970
18970,7018,18970
18970,1423,4238
18970,17858,18970
