0,1,2
4194,6302,18744
4194,6302,12349
4194,6302,13800
4212,963,2584
4212,963,11823
4212,963,12903
4238,13818,12619
4238,2723,15045
4238,13818,6389
4282,11058,7632
4282,11058,12377
4282,11058,11015
4388,651,13458
4388,651,17796
4388,651,17684
4422,16342,18812
4422,16342,13143
4422,16342,10739
4431,11099,16403
4431,11099,10063
4431,11099,9657
4442,2046,9978
4442,2046,9894
4442,2046,5715
4445,963,3279
4445,963,12903
4445,963,12903
4455,17423,17539
4455,17423,15568
4455,17423,4616
4514,16342,9673
4514,16342,1037
4514,16342,14930
4521,9813,4521
4521,9813,14525
4521,9813,14525
4538,7814,15293
4538,7814,15335
4538,7814,4897
4546,8659,4546
4546,8659,4546
4546,8659,5921
4559,651,10551
4559,651,771
4559,651,771
4596,2046,4596
4596,2046,14514
4596,2046,10511
4616,17423,9519
4616,17423,9742
4616,17423,13620
4644,16342,8862
4644,16342,4422
4644,16342,4644
4647,2278,11751
4647,2278,8998
4647,2278,14742
4703,2123,6885
4703,2123,3124
4703,2123,1229
4705,963,9057
4705,963,17466
4705,963,6140
4737,11058,13599
4737,11058,15338
4737,11058,10449
4785,14393,8052
4785,14393,6572
4785,14393,16245
4897,7814,10759
4897,7814,858
4897,7814,5379
4913,5745,7183
4913,5745,15923
4913,5745,7608
4929,19170,4929
4929,19170,10857
4929,19170,4929
4961,2123,9317
4961,2123,4703
4961,2123,1229
5123,961,3312
5123,961,2411
5123,961,3312
5126,7814,11733
5126,7814,4897
5126,7814,8336
5243,5886,5243
5243,5886,5243
5243,5886,5243
5261,13440,5261
5261,13440,10486
5261,13440,9739
5302,14962,16445
5302,14962,17460
5302,4551,6716
5306,8102,17187
5306,8102,10282
5306,8102,10282
5340,7485,236
5340,7485,2553
5340,7485,13576
5349,1247,7802
5349,9813,19623
5349,5956,2518
5379,7814,5126
5379,7814,8950
5379,7814,15335
5387,14393,5387
5387,14393,14039
5387,14393,633
5458,4551,12349
5458,14962,10424
5458,14962,10830
5478,13818,12619
5478,2723,4238
5478,2723,15045
5515,12183,5515
5515,12183,6282
5515,12183,19000
5518,961,5874
5518,961,18624
5518,961,18624
5525,2123,7874
5525,2123,7871
5525,2123,4703
5715,2046,19049
5715,2046,979
5715,2046,9894
5723,963,13919
5723,963,2217
5723,963,9389
5810,9744,6282
5810,12183,6282
5810,12183,13353
5849,9744,8170
5849,9744,6282
5849,9744,5849
5874,961,2283
5874,961,3312
5874,961,2283
5880,11099,18901
5880,11099,11762
5880,11099,9073
5883,11252,5883
5883,11252,5883
5883,11252,2708
5908,1924,5908
5908,1924,16747
5908,1924,5908
5921,8659,5921
5921,8659,5921
5921,8659,4546
5958,16342,9527
5958,16342,354
5958,16342,11895
5968,963,17205
5968,963,11469
5968,963,4445
6095,8102,10282
6095,8102,5306
6095,8102,5306
6140,963,3920
6140,963,3920
6140,963,3345
6149,11388,2051
6149,5745,8045
6149,5745,15923
6174,961,16999
6174,961,10033
6174,961,13541
6200,12183,5515
6200,9744,8734
6200,9744,2534
6201,7814,858
6201,7814,10759
6201,7814,11733
6273,2723,6389
6273,2723,158
6273,2723,6986
6282,9744,11907
6282,12183,6282
6282,9744,8170
6344,19154,6719
6344,19154,10807
6344,19154,7401
6389,13818,5478
6389,2723,6986
6389,2723,2661
6454,16327,12650
6454,16327,6454
6454,16327,7280
6456,16327,7280
6456,16327,10913
6456,16327,17553
6503,2046,127
6503,2046,14514
6503,2046,15670
6572,14393,16245
6572,14393,1359
6572,14393,5387
6684,12748,6684
6684,12748,6684
6684,12748,6684
6686,16342,9527
6686,16342,9527
6686,16342,2983
6702,16342,17059
6702,16342,10441
6702,16342,10441
6712,11058,1943
6712,11058,4737
6712,11058,9328
6716,4551,10830
6716,4551,6716
6716,14962,6716
6718,19154,6719
6718,19154,17877
6718,19154,17877
6719,19154,6906
6719,19154,6906
6719,19154,10807
6789,14430,12960
6789,14430,15669
6789,14430,17586
6794,5956,5349
6794,5956,14057
6794,5956,18572
6796,13440,2782
6796,4767,17327
6796,13440,1563
6857,2442,945
6857,2442,88
6857,5956,19086
6885,2123,3124
6885,2123,3124
6885,2123,15117
6899,7485,2553
6899,7485,15356
6899,7485,236
6902,2046,127
6902,2046,127
6902,2046,6902
6906,19154,6906
6906,19154,6344
6906,19154,6718
6971,9813,1528
6971,9813,1832
6971,9813,9335
6986,2723,1423
6986,13818,15045
6986,13818,1423
7056,2123,5525
7056,2123,1229
7056,2123,3737
7090,14393,4785
7090,14393,16245
7090,14393,7603
7100,12183,8170
7100,12183,5849
7100,12183,30
7107,12183,5849
7107,9744,30
7107,12183,19000
7183,5745,2051
7183,5745,7608
7183,5745,7608
7199,2278,10769
7199,2278,17815
7199,2278,10769
7280,16327,1358
7280,16327,17553
7280,16327,7280
7292,5745,15923
7292,5745,4913
7292,13457,18932
7394,4767,1470
7394,4767,14688
7394,4767,6796
7401,19154,10807
7401,19154,10807
7401,19154,7401
7519,9744,11907
7519,12183,13353
7519,12183,13353
7559,2123,7871
7559,2123,3737
7559,2123,5525
7576,11099,17723
7576,11099,11762
7576,11099,7576
7603,14393,337
7603,14393,5387
7603,14393,13218
7608,11388,10876
7608,11388,2891
7608,11388,18833
7632,11058,6712
7632,11058,19257
7632,11058,17414
7721,9813,826
7721,9813,10152
7721,9813,5349
7736,17423,4173
7736,17423,3154
7736,17423,9989
7802,2442,19623
7802,5956,6857
7802,1247,19086
7836,13457,15923
7836,13457,8045
7836,13457,7608
7842,1924,1394
7842,1924,7842
7842,1924,7842
7848,9813,19623
7848,9813,17614
7848,9813,983
7871,2123,15946
7871,2123,7874
7871,2123,3678
7874,2123,18769
7874,2123,15117
7874,2123,3737
7899,13457,1915
7899,13457,6149
7899,13457,18833
8045,13457,18932
8045,5745,18932
8045,11388,8045
8052,14393,409
8052,14393,4785
8052,14393,409
8076,13440,54
8076,13440,8076
8076,4767,251
8120,17423,9989
8120,17423,3154
8120,17423,8120
8170,9744,7100
8170,12183,19000
8170,12183,5810
8336,7814,9038
8336,7814,19510
8336,7814,15335
8378,19154,17023
8378,19154,17023
8378,19154,6719
8390,9744,14834
8390,9744,9416
8390,9744,6200
8537,11099,17723
8537,11099,11024
8537,11099,2600
8565,8150,8565
8565,8150,8565
8565,8150,8565
8572,16349,2756
8572,16349,2756
8572,16349,2756
8668,7485,15045
8668,7485,8668
8668,7485,13576
8734,9744,7100
8734,9744,9416
8734,9744,2534
8768,7814,9025
8768,7814,8768
8768,7814,858
8862,16342,5958
8862,16342,2256
8862,16342,10739
8923,963,12903
8923,963,17599
8923,963,3930
8950,7814,834
8950,7814,10759
8950,7814,6201
8958,14962,5302
8958,14962,6716
8958,14962,17767
8998,2278,4647
8998,963,681
8998,963,3920
9025,7814,4538
9025,7814,834
9025,7814,15335
9038,7814,4897
9038,7814,9038
9038,7814,15293
9057,963,17466
9057,963,6140
9057,963,17590
9061,6302,11902
9061,6302,13800
9061,6302,2216
9073,11099,2600
9073,11099,820
9073,11099,9657
9110,8102,6095
9110,8102,10282
9110,8102,6095
9317,2123,4961
9317,2123,5525
9317,2123,7871
9321,13440,1563
9321,4767,1563
9321,13440,2782
9328,11058,6712
9328,11058,13599
9328,11058,10449
9335,9813,10178
9335,9813,9335
9335,9813,1528
9389,963,17590
9389,963,12903
9389,963,17205
9406,9813,12415
9406,9813,18970
9406,9813,2931
9416,9744,8170
9416,9744,7107
9416,9744,6200
9519,17423,3079
9519,17423,15568
9519,17423,18144
9527,16342,5958
9527,16342,1467
9527,16342,18812
9568,12912,15096
9568,12912,9568
9568,12912,16958
9627,15164,16866
9627,15164,9627
9627,15164,9627
9646,14962,9646
9646,4551,12349
9646,4551,17767
9657,11099,10063
9657,11099,5880
9657,11099,16007
9673,16342,1053
9673,16342,12879
9673,16342,8862
9739,13440,9739
9739,13440,5261
9739,4767,8076
9742,17423,8120
9742,17423,4455
9742,17423,9519
9749,651,18598
9749,651,10551
9749,651,17078
9797,7485,236
9797,7485,15045
9797,7485,13963
9894,2046,4596
9894,2046,4442
9894,2046,4442
9910,963,11823
9910,963,11823
9910,963,13004
9978,2046,6902
9978,2046,15670
9978,2046,6902
9989,17423,9519
9989,17423,18144
9989,17423,9989
9993,13257,9993
9993,13257,9993
9993,13257,9993
10033,961,13541
10033,961,5123
10033,961,10389
10063,11099,11024
10063,11099,8537
10063,11099,1539
10152,9813,1832
10152,9813,18970
10152,9813,6857
10178,5956,12415
10178,9813,945
10178,1247,19086
10185,7485,10185
10185,7485,5340
10185,7485,5340
10198,1924,5908
10198,1924,7842
10198,1924,10198
10265,6302,10265
10265,6302,18719
10265,6302,15468
10282,8102,17187
10282,8102,17187
10282,8102,9110
10377,16342,10785
10377,16342,6686
10377,16342,354
10389,961,5518
10389,961,5874
10389,961,10033
10424,4551,17460
10424,14962,10830
10424,14962,8958
10441,16342,6702
10441,16342,10785
10441,16342,13143
10449,11058,15338
10449,11058,7632
10449,11058,11015
10457,9744,10627
10457,9744,13554
10457,9744,9416
10486,13440,9321
10486,13440,251
10486,13440,54
10511,2046,3366
10511,2046,4442
10511,2046,9978
10551,651,856
10551,651,14017
10551,651,9749
10627,9744,6200
10627,9744,9416
10627,9744,5849
10662,16342,18831
10662,16342,15189
10662,16342,4422
10739,16342,4514
10739,16342,5958
10739,16342,18831
10759,7814,8768
10759,7814,10759
10759,7814,937
10769,2278,7199
10769,2278,17815
10769,2278,15993
10785,16342,18812
10785,16342,1037
10785,16342,4514
10807,19154,6718
10807,19154,17023
10807,19154,6719
10830,14962,12349
10830,14962,10830
10830,14962,353
10857,19170,4929
10857,19170,10857
10857,19170,4929
10876,11388,6149
10876,11388,6149
10876,13457,951
10887,2123,7874
10887,2123,3296
10887,2123,12399
10900,963,9389
10900,963,3920
10900,963,12903
10913,16327,7280
10913,16327,1327
10913,16327,1358
11015,11058,7632
11015,11058,19257
11015,11058,10449
11024,11099,12632
11024,11099,7576
11024,11099,8537
11131,14393,7090
11131,14393,6572
11131,14393,14039
11274,651,771
11274,651,11404
11274,651,12963
11275,6302,13800
11275,6302,18744
11275,6302,11902
11288,14962,17460
11288,14962,9646
11288,14962,12349
11313,13440,1470
11313,4767,11313
11313,13440,7394
11324,2046,19049
11324,2046,979
11324,2046,10511
11404,651,856
11404,651,11274
11404,651,14211
11469,963,15317
11469,963,2217
11469,963,4445
11637,11291,11637
11637,11291,16633
11637,11291,16633
11714,16342,10377
11714,16342,5958
11714,16342,12876
11731,9822,11731
11731,9822,11731
11731,9822,11731
11733,7814,8336
11733,7814,9025
11733,7814,15293
11751,2278,2703
11751,2278,8998
11751,2278,4647
11762,11099,12632
11762,11099,16007
11762,11099,7576
11823,963,11469
11823,963,8923
11823,963,339
11878,14962,17767
11878,4551,16445
11878,4551,12349
11895,16342,17760
11895,16342,4514
11895,16342,1467
11902,6302,2216
11902,6302,18719
11902,6302,4194
11907,9744,10457
11907,9744,7519
11907,9744,2534
11957,16786,11957
11957,16786,11957
11957,16786,11957
12092,2278,2098
12092,2278,13529
12092,2278,15993
12349,14962,9646
12349,14962,5302
12349,4551,10830
12377,11058,15338
12377,11058,14341
12377,11058,13599
12399,2123,6885
12399,2123,18769
12399,2123,7871
12415,5956,7802
12415,9813,5349
12415,5956,6794
12437,1247,945
12437,1247,19086
12437,1247,10178
12561,963,12561
12561,963,9057
12561,963,6140
12619,2723,6986
12619,2723,1423
12619,2723,16499
12632,11099,3535
12632,11099,16771
12632,11099,1539
12650,16327,6454
12650,16327,1327
12650,16327,1358
12876,16342,4514
12876,16342,1037
12876,16342,1321
12879,16342,2256
12879,16342,6686
12879,16342,12879
12903,963,17205
12903,963,12903
12903,963,12903
12960,14430,12960
12960,14430,17586
12960,14430,605
12963,651,17684
12963,651,10551
12963,651,771
13004,963,5723
13004,963,14347
13004,963,681
13011,651,4388
13011,651,15596
13011,651,18598
13045,17423,8120
13045,17423,7736
13045,17423,13045
13143,16342,17760
13143,16342,6702
13143,16342,14930
13218,14393,5387
13218,14393,5387
13218,14393,18229
13261,963,2217
13261,963,17590
13261,963,2196
13353,12183,13353
13353,12183,13353
13353,12183,1498
13458,651,15596
13458,651,14017
13458,651,17796
13527,420,1920
13527,420,13527
13527,420,13527
13529,2278,11751
13529,2278,7199
13529,2278,2703
13541,961,3312
13541,961,2781
13541,961,10033
13554,12183,7107
13554,9744,8390
13554,9744,30
13576,7485,5340
13576,7485,9797
13576,7485,13963
13597,6302,18719
13597,6302,13597
13597,6302,11902
13599,11058,7632
13599,11058,4737
13599,11058,4282
13620,17423,1761
13620,17423,15792
13620,17423,18745
13800,6302,15468
13800,6302,10265
13800,6302,13597
13919,963,18967
13919,963,4212
13919,963,4212
13963,7485,236
13963,7485,15356
13963,7485,8668
14017,651,17078
14017,651,13458
14017,651,18598
14039,14393,1359
14039,14393,409
14039,14393,18229
14057,5956,10178
14057,1247,12437
14057,2442,19086
14211,651,18598
14211,651,17684
14211,651,13011
14234,2723,16499
14234,2723,158
14234,13818,14234
14341,11058,1943
14341,11058,9328
14341,11058,7632
14347,963,12903
14347,963,339
14347,963,3279
14454,6302,2117
14454,6302,13800
14454,6302,14454
14514,2046,5715
14514,2046,4442
14514,2046,14514
14525,9813,5349
14525,9813,5349
14525,9813,14525
14622,15178,14622
14622,15178,14622
14622,15178,2295
14679,11099,9657
14679,11099,9073
14679,11099,16403
14688,4767,17327
14688,4767,1563
14688,4767,2782
14742,2278,2703
14742,2278,2098
14742,2278,17815
14834,9744,11907
14834,9744,8390
14834,9744,7100
14930,16342,4422
14930,16342,4422
14930,16342,10739
15045,2723,5478
15045,13818,158
15045,7485,2645
15096,12912,15096
15096,12912,15096
15096,12912,16958
15117,2123,10887
15117,2123,12399
15117,2123,12399
15118,15164,1587
15118,15164,9627
15118,15164,15118
15189,16342,9673
15189,16342,12879
15189,16342,4644
15293,7814,6201
15293,7814,11733
15293,7814,8950
15317,963,16720
15317,963,8923
15317,963,3279
15335,7814,15335
15335,7814,19510
15335,7814,4538
15338,11058,4282
15338,11058,4282
15338,11058,11015
15356,7485,236
15356,7485,236
15356,7485,15356
15468,6302,13800
15468,6302,9061
15468,6302,4194
15481,4551,17767
15481,4551,12349
15481,4551,10424
15568,17423,1761
15568,17423,13045
15568,17423,4616
15596,651,18598
15596,651,14211
15596,651,16247
15669,14430,12960
15669,14430,605
15669,14430,605
15670,2046,10511
15670,2046,9978
15670,2046,14514
15702,651,11404
15702,651,17078
15702,651,17796
15792,17423,18144
15792,17423,15568
15792,17423,8120
15823,13818,2661
15823,13818,6986
15823,13818,15823
15923,5745,1915
15923,5745,1920
15923,5745,17105
15937,1443,15937
15937,1443,15937
15937,1443,15937
15942,11099,8537
15942,11099,10063
15942,11099,820
15946,2123,3678
15946,2123,7559
15946,2123,9317
15993,2278,12092
15993,2278,7199
15993,2278,17815
16007,11099,18901
16007,11099,11024
16007,11099,10063
16200,15164,16200
16200,15164,16866
16200,15164,15118
16229,11099,16403
16229,11099,17723
16229,11099,8537
16245,14393,18229
16245,14393,11131
16245,14393,5387
16247,651,12963
16247,651,14017
16247,651,856
16346,651,4559
16346,651,13011
16346,651,11274
16370,18628,16370
16370,18628,16370
16370,18628,16370
16403,11099,18901
16403,11099,8537
16403,11099,5880
16445,4551,10424
16445,14962,11878
16445,14962,10424
16495,4891,152
16495,4891,16495
16495,4891,16495
16499,2723,5478
16499,13818,6389
16499,13818,4238
16633,11291,11637
16633,11291,16633
16633,11291,11637
16720,963,9057
16720,963,3345
16720,963,9910
16747,1924,7842
16747,1924,1394
16747,1924,16747
16771,11099,820
16771,11099,8537
16771,11099,12632
16866,15164,9627
16866,15164,16200
16866,15164,16200
16958,12912,16958
16958,12912,16958
16958,12912,16958
16989,4891,152
16989,4891,152
16989,4891,16495
16999,961,947
16999,961,3312
16999,961,2283
17023,19154,10807
17023,19154,6719
17023,19154,17877
17059,16342,4644
17059,16342,19394
17059,16342,19394
17078,651,17684
17078,651,15596
17078,651,17078
17105,11388,7292
17105,5745,6149
17105,13457,7183
17187,8102,10282
17187,8102,17187
17187,8102,6095
17205,963,2196
17205,963,16720
17205,963,15317
17327,4767,6796
17327,13440,8076
17327,4767,8076
17337,961,10389
17337,961,6174
17337,961,18809
17414,11058,6712
17414,11058,6712
17414,11058,6712
17460,14962,11878
17460,14962,353
17460,4551,10830
17466,963,12561
17466,963,5968
17466,963,13004
17539,17423,7736
17539,17423,15792
17539,17423,9519
17553,16327,1358
17553,16327,10913
17553,16327,10913
17586,14430,605
17586,14430,12960
17586,14430,12960
17590,963,4445
17590,963,339
17590,963,5968
17599,963,2584
17599,963,681
17599,963,6140
17614,9813,14057
17614,9813,4521
17614,9813,10152
17684,651,18598
17684,651,16247
17684,651,11274
17723,11099,11762
17723,11099,9657
17723,11099,11024
17760,16342,10441
17760,16342,10662
17760,16342,10739
17767,14962,5302
17767,14962,353
17767,14962,17767
17788,5654,17788
17788,5654,706
17788,5654,3425
17796,651,14017
17796,651,18598
17796,651,11404
17815,2278,8998
17815,2278,2703
17815,2278,8998
17835,17423,13045
17835,17423,3154
17835,17423,3320
17877,19154,6344
17877,19154,6906
17877,19154,6344
18035,2442,12415
18035,2442,19086
18035,2442,18035
18144,17423,9742
18144,17423,8120
18144,17423,1886
18229,14393,633
18229,14393,14039
18229,14393,633
18310,6875,18310
18310,6875,18310
18310,6875,18310
18453,15178,18791
18453,15178,18453
18453,15178,18453
18572,5956,18572
18572,5956,88
18572,5956,945
18598,651,10551
18598,651,11404
18598,651,15596
18624,961,17337
18624,961,5518
18624,961,13541
18642,13818,6389
18642,13818,158
18642,2723,1423
18719,6302,13800
18719,6302,13597
18719,6302,10265
18744,6302,13800
18744,6302,18744
18744,6302,14454
18745,17423,13620
18745,17423,17539
18745,17423,13045
18769,2123,3296
18769,2123,7559
18769,2123,10887
18791,15178,18453
18791,15178,18453
18791,15178,2295
18809,961,18809
18809,961,18624
18809,961,6174
18812,16342,4644
18812,16342,6702
18812,16342,8862
18831,16342,1037
18831,16342,1482
18831,16342,2256
18832,6302,2365
18832,6302,4194
18832,6302,14454
18833,5745,7183
18833,5745,8045
18833,11388,6149
18901,11099,16229
18901,11099,14679
18901,11099,5880
18932,11388,7608
18932,5745,18833
18932,5745,17105
18967,963,5723
18967,963,13261
18967,963,11823
18968,19154,7401
18968,19154,6344
18968,19154,6719
18970,2723,18970
18970,13818,15823
18970,2723,4238
19000,12183,30
19000,9744,13353
19000,12183,6200
19010,13440,3517
19010,13440,2782
19010,13440,17327
19049,2046,127
19049,2046,4596
19049,2046,6503
19086,9813,17614
19086,2442,19623
19086,1247,19623
19257,11058,10449
19257,11058,13599
19257,11058,10449
19394,16342,850
19394,16342,4422
19394,16342,18812
19510,7814,11733
19510,7814,15335
19510,7814,9038
19623,5956,88
19623,2442,19086
19623,1247,12415
