0,1,2,3,4
803,4455,17423,15792,17835
819,16495,4891,16495,4216
819,16495,4891,16495,16317
819,16495,4891,152,15554
831,2703,2278,11751,18600
834,4538,7814,11733,10759
862,18812,16342,19394,609
862,18812,16342,1467,2623
862,18812,16342,10662,1467
868,951,13457,7608,7292
868,951,13457,2051,7292
868,951,13457,7899,19697
876,1920,5745,17105,17487
876,1920,420,1920,9304
878,10457,9744,7107,19000
878,10457,9744,19000,6282
885,16958,12912,9568,14900
885,16958,12912,16958,15096
885,16958,12912,9568,8767
887,14742,2278,8998,8886
896,16229,11099,16007,17073
898,901,14226,901,15072
898,901,14226,901,7611
903,18745,17423,4455,1761
914,2534,9744,8390,14397
914,2534,9744,7100,14294
914,2534,9744,10457,8096
937,5379,7814,858,15975
937,9025,7814,9038,15293
945,10178,9813,4521,6107
945,983,9813,10178,7802
947,5518,961,16999,10389
947,2283,961,18624,17337
947,6174,961,13541,9938
974,6273,2723,5478,12619
975,7603,14393,14039,633
975,7603,14393,409,9067
983,6857,2442,6857,19086
983,19086,5956,19086,12415
1012,16989,4891,16989,19223
1012,16989,4891,16495,5795
1019,10457,9744,6282,7100
1019,10457,9744,7107,6282
1019,10457,9744,13353,6200
1022,10857,19170,4929,3860
1022,10857,19170,10857,5928
1022,10857,19170,4929,10082
1042,7056,2123,7056,15478
1042,7056,2123,7056,15946
1042,7056,2123,15117,12399
1049,1920,420,13527,2658
1049,1920,420,1920,364
1049,1920,5745,15923,7608
1053,5958,16342,17059,1467
1053,18812,16342,8862,1735
1053,2256,16342,6702,7317
1058,13527,420,13527,456
1065,6794,5956,357,3132
1068,11024,11099,11024,14420
1070,5515,12183,7100,6282
1070,5515,12183,6200,8170
1070,5515,12183,7519,5810
1116,1312,13533,1312,3484
1116,1312,13533,1312,5205
1116,1312,13533,1312,3110
1141,5908,1924,16747,6001
1142,4388,651,11404,18598
1143,8537,11099,15942,18901
1153,15189,16342,1482,609
1153,15189,16342,1467,850
1153,15189,16342,13143,10498
1162,9978,2046,4442,10511
1162,9978,2046,4442,4737
1162,9978,2046,11324,4442
1169,18769,2123,7871,1439
1172,17815,2278,15993,2069
1202,7394,4767,10486,251
1210,16370,18628,16370,8427
1210,16370,18628,16370,5161
1210,16370,18628,16370,13061
1212,6794,5956,19623,983
1212,6794,5956,2518,2061
1216,3992,7485,3992,7053
1216,3992,7485,236,11113
1222,10441,16342,10662,2823
1222,10441,16342,250,2176
1224,18809,961,2411,10033
1224,18809,961,18809,16739
1224,18809,961,2781,5123
1225,16989,4891,16495,15652
1225,16989,4891,16989,4817
1225,16989,4891,152,13251
1229,2891,11388,2891,18517
1233,6095,8102,9110,5307
1233,6095,8102,5306,11274
1242,11024,11099,8537,6082
1254,6794,5956,19086,5353
1254,6794,5956,19623,7802
1261,18744,6302,2216,6749
1265,11024,11099,9073,13045
1291,9519,17423,9519,14284
1291,9519,17423,18144,9742
1291,9519,17423,7736,13949
1294,357,5956,19086,88
1307,1394,1924,7842,3568
1307,1394,1924,7842,11335
1307,1394,1924,5908,12349
1322,6794,5956,2518,4112
1333,10857,19170,4929,10082
1333,10857,19170,4929,5407
1333,10857,19170,4929,11363
1338,6794,5956,6794,185
1346,6273,2723,6986,2661
1346,6273,2723,6273,17634
1346,6273,2723,1423,18970
1355,2708,11252,5883,17209
1355,2708,11252,2708,13364
1355,2708,13533,2708,3414
1359,8052,14393,7090,15589
1359,16245,14393,18229,16245
1369,17105,5745,7183,7292
1369,17105,13457,7836,3389
1369,17105,5745,4913,19124
1377,6095,8102,10282,4602
1377,6095,8102,17187,8321
1390,2534,9744,6200,5810
1392,6273,2723,158,1423
1392,6273,2723,6389,2661
1392,6273,2723,1423,15498
1409,18310,6875,18310,17356
1409,18310,6875,18310,9474
1409,18310,6875,18310,5381
1423,12619,13818,2661,16499
1423,5478,2723,2661,1423
1439,3678,2123,1229,2891
1439,3296,2123,7056,15478
1460,1920,420,1920,17969
1460,1920,420,1920,5875
1460,1920,5745,18932,1915
1465,1439,2123,3678,15946
1465,1439,2123,18769,1169
1467,4422,16342,850,4164
1467,2983,16342,13143,518
1467,17059,16342,14930,15420
1470,1563,13440,6796,10486
1470,9321,13440,9321,8076
1470,9739,13440,7394,1563
1477,1037,16342,4422,1037
1480,17105,5745,7292,18932
1480,17105,13457,7836,5060
1480,17105,13457,17105,759
1481,6794,5956,19086,10178
1481,6794,5956,6857,983
1481,6794,5956,7802,6857
1498,13554,9744,14834,3743
1498,13353,9744,2534,12671
1505,17767,4551,9646,17767
1520,2756,16349,2756,9760
1520,2756,16349,2756,14675
1520,2756,16349,2756,4673
1529,7842,1924,5908,19314
1531,11907,9744,8170,13353
1531,11907,9744,6282,5849
1531,11907,9744,5849,10358
1534,1920,420,1920,4547
1534,1920,420,13527,1058
1534,1920,420,1920,4913
1539,11762,11099,16771,11233
1553,4647,2278,17815,18771
1558,6684,12748,6684,10276
1563,9321,13440,2782,9321
1572,17684,651,4559,12125
1573,15189,16342,6686,15966
1574,17590,963,11469,6463
1581,10769,2278,2703,10826
1582,4538,7814,834,8950
1583,18745,17423,17835,1761
1583,18745,17423,9519,10185
1585,16229,11099,14679,14105
1585,16229,11099,1539,4221
1606,18809,961,947,16999
1606,18809,961,5518,17337
1607,17815,2278,17815,2605
1610,2365,6302,2216,2425
1610,2365,6302,2117,11816
1610,2365,6302,11902,13577
1617,11469,963,16720,8998
1628,18745,17423,17835,13118
1638,10759,7814,834,15022
1638,10759,7814,11733,9025
1638,10759,7814,4538,8950
1644,17105,5745,7608,15923
1644,17105,11388,6149,18932
1644,17105,13457,18833,15923
1649,5515,12183,6200,7107
1649,5515,12183,7519,6282
1649,5515,12183,5810,1498
1652,5515,12183,7519,5810
1652,5515,12183,8170,5849
1656,9568,12912,9568,16355
1672,15189,16342,1482,609
1672,15189,16342,11714,9527
1672,15189,16342,10377,17381
1678,7836,13457,18833,8434
1700,11895,16342,4644,12879
1701,3240,15640,3240,6923
1715,18809,961,5518,6174
1715,18809,961,10389,14666
1715,18809,961,10389,9586
1718,9993,13257,9993,19565
1718,9993,13257,9993,10043
1718,9993,13257,9993,19565
1726,17105,11388,8045,7292
1726,17105,11388,7608,8045
1726,17105,13457,951,10590
1729,3154,17423,9519,4537
1729,3154,17423,293,19133
1729,3154,17423,17835,13118
1735,8862,16342,1467,13143
1735,8862,16342,14930,15420
1740,5478,13818,1423,2661
1758,10857,19170,10857,2666
1758,10857,19170,10857,1333
1758,10857,19170,4929,11363
1761,18745,17423,15792,4455
1763,17767,4551,11878,8958
1775,14742,2278,15993,2069
1779,17767,4551,10830,11878
1779,17767,14962,5302,8958
1779,17767,14962,17460,5302
1783,16229,11099,11024,1416
1783,16229,11099,16229,1783
1785,13597,6302,2117,11986
1785,11902,6302,13800,2425
1832,16989,4891,16495,6504
1839,16989,4891,16495,15764
1846,4194,6302,10265,8947
1855,7056,2123,1439,7511
1855,7056,2123,15117,3441
1860,2590,17423,3320,18144
1860,2590,17423,17539,1761
1860,2590,17423,15568,3327
1866,1439,2123,4961,3124
1866,1439,2123,10887,5525
1866,1439,2123,3678,5525
1872,3517,13440,1470,17327
1872,18791,15178,18791,6949
1876,12561,963,15317,4705
1886,7736,17423,9519,3333
1886,17539,17423,15792,15568
1886,3320,17423,13620,2121
1891,8998,2278,4647,18929
1896,6794,5956,19086,6857
1915,18932,11388,15923,1915
1915,8045,11388,15923,7183
1923,2708,13533,2708,5909
1933,6572,14393,7603,16245
1933,6572,14393,7090,337
1933,6572,14393,13218,9752
1943,17414,11058,13599,12377
1943,15338,11058,11015,15352
1943,2552,11058,6712,13599
1949,5908,1924,16747,3074
1956,293,17423,15792,15568
1956,293,17423,8120,1886
1956,293,17423,3154,17493
1974,18745,17423,2590,594
1980,17767,4551,5302,5458
1980,17767,4551,16445,8958
1980,17767,14962,11288,16989
1995,9978,2046,9894,3366
1995,9978,2046,15670,19049
1995,9978,2046,6503,4596
2002,5306,8102,5306,9473
2002,5306,8102,10282,14850
2002,5306,8102,9110,5307
2007,9978,2046,5715,6503
2007,9978,2046,979,533
2007,9978,2046,9978,15413
2016,8572,16349,8572,15352
2016,8572,16349,2756,4673
2016,8572,16349,2756,10546
2020,18745,17423,8120,3320
2023,18310,6875,18310,5381
2023,18310,6875,18310,9474
2023,18310,6875,18310,9474
2032,15468,6302,2117,9306
2032,15468,6302,18832,18912
2041,18572,5956,18572,5324
2045,9978,2046,6902,4442
2045,9978,2046,9978,1995
2045,9978,2046,10511,6902
2051,18833,13457,7899,5636
2051,15923,13457,17105,4040
2061,6794,5956,5349,2098
2069,2703,2278,2098,6445
2078,18745,17423,9989,17337
2078,18745,17423,4455,17933
2097,6684,12748,6684,17026
2097,6684,12748,6684,2623
2097,6684,12748,6684,6411
2121,9519,17423,18745,1639
2121,13620,17423,13045,17141
2124,7199,2278,8998,1842
2124,7199,2278,11751,7040
2153,17105,11388,7608,18833
2153,17105,5745,7183,2051
2153,17105,13457,7183,7608
2163,3079,17423,13045,4215
2163,3079,17423,9742,4455
2175,15481,4551,17767,4129
2176,250,16342,250,4943
2176,250,16342,15189,332
2179,11895,16342,17059,1467
2179,11895,16342,15189,12944
2179,11895,16342,17760,14216
2194,11907,9744,5810,1498
2194,2534,9744,10627,17026
2194,11907,9744,8170,13353
2196,13004,963,16720,15722
2196,17466,963,8923,12145
2213,10785,16342,4514,8862
2213,10785,16342,9527,10785
2225,357,5956,357,2225
2225,357,5956,12415,3702
2225,357,5956,5349,10178
2237,2534,9744,11907,4758
2237,2534,9744,10457,11530
2237,2534,9744,10627,12263
2244,6273,2723,15045,2117
2254,4546,8659,5921,17701
2254,4546,8659,4546,14175
2256,9527,16342,9527,18831
2256,12879,16342,12879,2256
2263,1761,17423,4616,7399
2263,1761,17423,7736,4455
2272,12879,16342,1053,354
2272,2117,6302,2365,6147
2272,2117,6302,14454,12903
2282,5515,12183,13554,5849
2282,5515,12183,7100,7107
2282,5515,12183,5810,6200
2283,6174,961,10033,5874
2283,17337,961,6174,4149
2283,10033,961,6174,18624
2284,7401,19154,7401,5261
2284,7401,19154,6718,6245
2298,18035,2442,945,6857
2298,18035,2442,14057,18910
2307,9519,17423,3154,2306
2307,9519,17423,293,7071
2307,9519,17423,9742,13045
2339,10769,2278,2098,7266
2339,10769,2278,15993,9471
2341,16989,4891,16989,9928
2344,4559,651,4388,1142
2344,4559,651,17796,16247
2345,3154,17423,293,1956
2345,3154,17423,4173,8708
2345,3154,17423,3154,18803
2346,14742,2278,7199,1172
2346,14742,2278,15993,2769
2350,7836,13457,7836,13972
2350,7836,13457,8045,18833
2350,7836,13457,7608,15923
2361,9389,963,3345,6140
2393,8998,2278,4647,14862
2401,10441,16342,10377,6567
2411,2781,961,5518,2283
2411,5874,961,2411,5874
2411,10389,961,13541,18610
2451,11469,963,12561,317
2451,11469,963,9389,2361
2451,11469,963,14347,9588
2468,1920,5745,1920,11523
2468,1920,5745,7183,4273
2468,1920,5745,7608,18932
2471,15596,651,12963,16247
2471,15596,651,17796,16346
2472,14834,9744,6200,5810
2472,14834,9744,5849,17673
2472,14834,9744,1498,13526
2474,5340,7485,2645,13193
2501,12561,963,6140,13004
2526,18572,5956,983,19086
2543,18791,15178,14622,13815
2547,5968,963,3920,15317
2547,5968,963,17466,2196
2549,17105,13457,18932,2441
2552,12377,11058,10449,7632
2552,9328,11058,7632,17414
2552,10449,11058,4737,15338
2553,11275,6302,11902,1785
2556,2117,6302,18832,12251
2556,2117,6302,2117,12384
2556,2117,6302,14454,19251
2565,7056,2123,15117,6885
2565,7056,2123,7056,8101
2565,7056,2123,3678,4876
2577,16245,14393,337,16245
2577,16245,14393,5387,7090
2578,5515,12183,13554,6282
2578,5515,12183,30,9687
2578,5515,12183,6282,7107
2584,15468,6302,2216,10690
2584,15468,6302,10265,10248
2594,11024,11099,1539,4221
2599,1920,420,13527,8599
2615,6899,7485,9797,6081
2615,2645,7485,5340,10919
2642,901,14226,901,10639
2642,901,14226,901,11094
2644,6794,5956,6794,16686
2661,15045,2723,6273,19308
2661,16499,2723,5478,2661
2661,16499,2723,18642,1423
2685,18809,961,18624,947
2685,18809,961,2411,5874
2685,18809,961,18809,13192
2687,7056,2123,5525,7874
2687,7056,2123,3124,15946
2690,10457,9744,10457,2690
2690,10457,9744,6200,30
2697,15823,13818,18642,6985
2697,15823,13818,15045,6798
2697,15823,13818,6986,18970
2716,3296,2123,5525,3296
2718,8998,963,14347,9588
2722,12632,11099,16007,17073
2724,17105,11388,8045,2051
2730,18809,961,5874,2283
2730,18809,961,18809,10518
2753,2891,11388,2891,17454
2755,18310,6875,18310,4277
2755,951,13457,8045,18932
2769,15993,2278,4647,14862
2769,15993,2278,14742,12475
2781,5123,961,5874,3312
2781,10033,961,2411,3312
2782,6796,4767,1470,9321
2782,1470,13440,54,6796
2801,357,5956,12415,5349
2801,357,5956,983,5349
2801,6794,5956,88,16772
2803,11907,9744,7519,6200
2823,10662,16342,17760,11460
2823,10662,16342,15189,4732
2826,4546,8659,5921,12561
2842,17105,5745,7292,15923
2842,17105,13457,7183,7292
2852,18035,2442,19086,983
2852,18035,2442,7802,945
2852,18035,2442,7802,14057
2854,18745,17423,13620,13091
2855,3154,17423,293,4513
2855,3154,17423,9742,15792
2855,3154,17423,4616,14899
2858,10441,16342,10662,13143
2859,13529,2278,2098,5349
2859,13529,2278,10769,14534
2862,18791,15178,2295,19032
2869,16229,11099,9073,16165
2876,1920,420,1920,5875
2896,8950,7814,4538,5749
2896,8950,7814,4538,15770
2903,18035,2442,12415,10178
2903,18035,2442,19623,88
2903,18035,2442,945,5349
2906,5515,12183,19000,6200
2906,5515,12183,30,19000
2906,5515,12183,13353,6200
2914,5306,8102,10282,13767
2914,17684,651,16247,14211
2918,6572,14393,13218,633
2918,6572,14393,4785,13218
2918,6572,14393,633,14039
2931,1439,2123,5525,7056
2941,2098,2278,2098,2941
2944,18901,11099,10063,8537
2944,18901,11099,3535,14893
2963,8998,963,10900,5723
2963,8998,2278,2098,10024
2963,8998,963,2196,681
2970,1439,2123,1439,15639
2970,1439,2123,18769,9953
2970,1439,2123,6885,15117
2975,6794,5956,10178,12415
2978,18791,15178,2295,9549
2978,18791,15178,14622,3026
2978,18791,15178,18453,6859
2979,2098,2278,7199,17824
2979,2098,2278,17815,7193
2979,2098,2278,11751,5534
2982,8998,2278,7199,9564
2983,13143,16342,1037,6686
2983,12876,16342,9527,12545
3008,5515,12183,30,7100
3008,5515,12183,8170,13554
3008,5515,12183,7519,13554
3023,1920,5745,1915,18833
3023,1920,420,1920,12224
3023,1920,5745,17105,11926
3026,14622,15178,2295,4674
3026,18453,15178,2295,63
3029,7199,2278,17815,17299
3029,17815,2278,15993,6149
3029,7199,2278,13529,18929
3055,11469,963,11469,15677
3073,12561,963,3555,3920
3074,16747,1924,5908,18719
3074,15823,13818,6389,4238
3076,13045,17423,18745,9678
3076,13045,17423,8120,18745
3076,13045,17423,3320,15568
3079,5340,7485,2553,4086
3081,16958,12912,9568,8823
3081,16958,12912,9568,14900
3081,16958,12912,9568,18701
3084,951,13457,7608,10876
3084,951,13457,18932,7292
3090,10389,961,17337,9989
3090,7056,2123,5525,15946
3090,7056,2123,1439,1465
3097,14622,15178,14622,17258
3117,4546,8659,5921,17701
3117,4546,8659,4546,18670
3117,4546,8659,5921,10675
3119,11762,11099,14679,14105
3119,11762,11099,8537,7237
3124,4961,2123,1439,8951
3132,357,5956,18572,13103
3135,8862,16342,13143,6702
3142,18769,2123,6885,822
3148,3079,17423,3320,13045
3176,4194,6302,13800,14280
3176,4194,6302,18719,5440
3176,4194,6302,10265,2128
3177,4514,16342,1321,14141
3185,16229,11099,8537,10307
3185,16229,11099,7576,10961
3185,16229,11099,16771,11233
3216,2645,7485,2553,14312
3226,6273,2723,4238,12628
3226,6273,2723,14234,5478
3229,5968,963,13919,5723
3242,771,651,15702,16748
3242,771,651,14017,4388
3243,1920,5745,17105,717
3243,1920,5745,18833,3576
3243,1920,5745,8045,18932
3246,2028,9934,2028,616
3246,2028,9934,2028,18484
3247,5515,12183,5849,17673
3247,5515,12183,13353,1498
3247,5515,12183,30,19000
3248,901,14226,901,6540
3248,901,14226,901,4826
3248,901,14226,901,3248
3249,10441,16342,6702,13143
3253,7056,2123,7871,10887
3257,18791,15178,18453,14622
3257,18791,15178,14622,13815
3257,18791,15178,18453,19560
3270,11469,963,3930,10600
3270,11469,963,3345,10900
3279,2217,963,17205,18294
3279,8998,963,2217,8998
3282,1920,420,1920,2876
3282,1920,5745,2051,8045
3282,1920,420,1920,14011
3296,1439,2123,7871,4961
3296,6885,2123,10887,15117
3298,951,13457,6149,2051
3312,947,961,16999,10389
3312,17337,961,17337,12000
3312,2411,961,3312,2283
3320,17835,17423,17835,18144
3320,9742,17423,2590,76
3320,1886,17423,15568,4455
3345,17590,963,13004,6140
3345,4705,963,13261,7774
3366,11324,2046,4596,3366
3366,4442,2046,4596,14514
3366,6902,2046,11324,127
3375,9568,12912,15096,5871
3375,9568,12912,16958,11894
3375,9568,12912,16958,15377
3382,7899,13457,10876,8045
3382,7899,13457,7899,5762
3382,7899,13457,7608,18833
3384,951,13457,17105,18932
3399,11762,11099,9073,13045
3403,18809,961,10389,13373
3403,13541,961,17337,18482
3403,13541,961,3312,2283
3420,9910,963,3920,2196
3425,706,5654,706,3425
3425,706,5654,17788,6652
3432,8572,16349,8572,5525
3432,8572,16349,2756,8553
3432,8572,16349,2756,5867
3477,15481,4551,6716,10601
3477,15481,4551,9646,17460
3477,15481,4551,5458,10424
3492,17337,961,5874,6174
3495,6273,2723,16499,12619
3495,6273,2723,12619,158
3505,13597,6302,2216,4464
3523,7842,1924,5908,1394
3534,293,17423,3320,13045
3534,293,17423,18144,7736
3534,293,17423,13620,16778
3535,8537,11099,15942,18901
3540,9989,17423,17539,17835
3544,5340,7485,236,110
3555,681,963,5968,18402
3555,13919,963,8923,11823
3555,4705,963,3930,2128
3568,7842,1924,16747,12092
3568,5908,1924,10198,5440
3568,7842,1924,16747,13816
3578,2365,6302,11902,10690
3578,2365,6302,2365,11007
3578,2365,6302,15468,15919
3625,11751,2278,13529,14995
3625,11751,2278,14742,1292
3625,11751,2278,17815,1172
3629,14742,2278,11751,14051
3629,14742,2278,17815,1172
3634,19010,13440,1563,54
3635,339,963,15317,15063
3635,12903,963,3555,4705
3660,4194,6302,9061,11816
3660,4194,6302,18719,11546
3666,11895,16342,12876,4833
3666,11895,16342,1482,609
3666,11895,16342,4514,2983
3675,10457,9744,19000,5849
3678,3124,2123,1439,7293
3678,15946,2123,15117,3296
3678,10887,2123,5525,6885
3690,12876,16342,4644,10377
3690,12876,16342,10739,609
3690,12876,16342,10785,11714
3693,10377,16342,11714,9673
3702,12415,2442,5349,7802
3710,15937,1443,15937,11457
3710,15937,1443,15937,11457
3710,15937,1443,15937,13326
3721,11024,11099,1539,11762
3730,4897,7814,19510,6201
3743,2534,9744,14834,8755
3767,357,5956,945,11955
3784,4929,19170,4929,3784
3784,4929,19170,10857,6782
3784,4929,19170,4929,3784
3785,15596,651,11404,18598
3820,6684,12748,6684,17025
3820,6684,12748,6684,13746
3820,6684,12748,6684,10216
3836,2365,6302,12349,3441
3836,2365,6302,2216,4464
3836,2365,6302,14454,2615
3856,6273,2723,18642,6389
3856,6273,2723,12619,5478
3856,6273,2723,12619,4238
3868,10857,19170,10857,7258
3868,10857,19170,10857,5470
3875,16229,11099,12632,5000
3888,6273,2723,15045,11816
3888,6273,2723,14234,12619
3898,1920,420,13527,456
3898,1920,5745,15923,7292
3898,4913,5745,1920,8240
3899,4455,17423,9519,14284
3899,4455,17423,9519,15925
3899,4455,17423,9989,11902
3904,3300,8452,3300,18866
3904,3300,8452,3300,163
3904,3300,8452,3300,3904
3905,10198,1924,7842,11595
3911,19010,13440,7394,10486
3913,2590,17423,2590,1365
3913,2590,17423,13045,7736
3913,2590,17423,4616,12728
3920,13004,963,3920,681
3920,13004,963,8923,11918
3931,13597,6302,11275,3931
3931,11902,6302,18744,4400
3942,9328,11058,4737,2552
3951,8862,16342,17760,10739
3951,8862,16342,8862,14423
3993,10282,8102,5306,12067
4003,7056,2123,1229,19160
4003,7056,2123,3124,10887
4026,11957,16786,11957,8827
4026,11957,16786,11957,8382
4026,11957,16786,11957,14397
4081,10759,7814,834,15238
4081,10759,7814,15293,10759
4102,1920,5745,15923,7183
4102,1920,5745,2051,1915
4104,11895,16342,4422,12876
4104,11895,16342,13143,11895
4112,2518,5956,19623,6857
4127,4644,16342,17059,1467
4127,4644,16342,17760,12876
4127,4644,16342,4644,17069
4129,17767,14962,12349,10690
4130,7842,1924,5908,5754
4130,7842,1924,5908,10198
4130,16747,1924,7842,8122
4140,11469,963,4212,5968
4140,11469,963,339,12098
4142,8668,7485,236,11113
4144,6174,961,16999,4421
4147,7401,19154,18968,18735
4149,6174,961,18624,5123
4155,9568,12912,9568,5395
4155,9568,12912,16958,4814
4163,337,14393,16245,1359
4163,337,14393,7090,337
4164,8862,16342,10441,18816
4164,10441,16342,17760,609
4164,10441,16342,9527,250
4172,1886,17423,2590,1860
4181,12349,14962,17460,5458
4195,8862,16342,6702,2673
4195,8862,16342,1053,9527
4197,11902,6302,18744,14357
4197,11275,6302,13800,2425
4200,357,5956,19086,88
4208,1761,17423,17835,18144
4208,1761,17423,7736,8120
4208,1761,17423,1761,129
4212,8998,963,12561,9275
4215,13045,17423,9742,18745
4221,5958,16342,17059,1467
4238,15045,7485,15356,7487
4238,1423,13818,14234,2661
4242,16495,4891,16495,9131
4242,16495,4891,16495,4728
4246,13458,651,13011,13395
4273,7183,5745,10876,15923
4274,1761,17423,4455,18745
4281,9568,12912,9568,16355
4281,9568,12912,16958,4814
4282,10449,11058,13599,1943
4282,13599,11058,12377,17414
4290,9978,2046,6503,9894
4290,9978,2046,3366,4442
4297,605,14430,6789,8445
4317,4194,6302,18719,10600
4317,4194,6302,2216,6740
4317,4194,6302,11275,3229
4321,12960,14430,17586,13280
4321,12960,14430,6789,16415
4332,858,7814,858,18455
4372,10389,961,13541,3403
4372,10389,961,947,2283
4376,856,651,12963,15596
4376,856,651,11404,17078
4382,2590,17423,1761,4455
4382,293,17423,15792,7736
4382,2590,17423,1761,18852
4384,4442,2046,6503,4442
4387,8862,16342,2256,9527
4387,8862,16342,13143,2983
4387,8862,16342,9527,10785
4388,15596,651,9749,10872
4388,12963,651,12963,14017
4408,2708,13533,2708,13512
4442,6503,2046,6902,14514
4449,18035,2442,19623,5349
4449,18035,2442,10178,5349
4449,18035,2442,7802,88
4454,337,14393,7603,337
4454,337,14393,633,11131
4456,11957,16786,11957,10308
4456,11957,16786,11957,4026
4456,11957,16786,11957,9070
4495,5515,12183,13353,13554
4495,5515,12183,8170,6282
4495,5515,12183,7100,19000
4510,5908,1924,7842,1529
4510,5908,1924,5908,1529
4510,5908,1924,16747,6001
4513,11469,963,3930,13597
4514,4422,16342,12879,2361
4514,8862,16342,1037,13876
4534,18035,2442,983,19623
4534,18035,2442,18035,2852
4534,18035,2442,18035,17547
4538,834,7814,858,15975
4541,18035,2442,19086,15110
4541,18035,2442,18035,17485
