0,1,2,3
1423,2723,158,4238
1423,2723,16499,12619
1439,2123,12399,5525
1439,2123,7056,15117
1439,2123,7871,12399
1467,16342,9527,4644
1467,16342,11714,12879
1467,16342,2983,4514
1470,13440,4147,470
1470,4767,10486,9739
1470,13440,9739,17327
1482,16342,2256,10785
1482,16342,13143,2983
1482,16342,18831,10785
1498,12183,7519,7100
1498,9744,9416,14397
1498,9744,9416,17542
1528,9813,983,19086
1528,9813,1832,5048
1528,9813,983,19086
1539,11099,9073,1085
1539,11099,18901,7718
1539,11099,16007,17073
1563,4767,54,18737
1563,13440,5261,17023
1563,4767,1563,251
1587,15164,16200,15615
1587,15164,15118,11641
1761,17423,15568,1886
1761,17423,15568,15792
1761,17423,1761,5236
1832,9813,12415,10178
1886,17423,17539,7736
1886,17423,9519,13837
1886,17423,17539,15792
1915,11388,2051,7183
1915,13457,10876,101
1915,11388,10876,101
1920,5745,8045,7183
1920,5745,4913,15013
1920,420,1920,7948
1943,11058,11015,2756
1943,11058,12377,19257
1943,11058,13599,6712
2028,9934,2028,18484
2028,9934,2028,3246
2028,9934,2028,19235
2051,13457,1915,4913
2051,13457,15923,8045
2051,13457,18932,2051
2098,2278,17815,831
2098,2278,11751,1521
2098,2278,7199,2339
2117,6302,15468,83
2117,6302,11275,13020
2117,6302,18719,9014
2196,963,4705,17590
2196,963,3279,8998
2196,963,3555,15317
2216,6302,13800,2425
2216,6302,2365,11007
2216,6302,12349,10540
2217,963,3930,11902
2217,963,5723,13004
2217,963,4705,15317
2256,16342,10739,17760
2256,16342,11714,10377
2256,16342,19394,609
2283,961,18624,947
2283,961,5123,2283
2283,961,10033,2283
2295,15178,18453,3026
2295,15178,18453,14622
2295,15178,18453,19560
2365,6302,13597,3505
2365,6302,4194,5440
2365,6302,18832,10367
2411,961,5518,18792
2411,961,3312,947
2411,961,16999,2283
2518,5956,357,18994
2518,5956,6794,4790
2518,5956,18572,18844
2534,9744,7100,18510
2534,9744,2534,15678
2534,9744,19000,7519
2551,16327,17553,7356
2551,16327,6454,17474
2552,11058,11015,10546
2552,11058,15338,6712
2552,11058,11015,2756
2553,7485,5340,110
2553,7485,8668,8708
2553,7485,10185,18294
2584,963,4705,2891
2584,963,17599,11823
2584,963,12903,9389
2590,17423,7736,17539
2590,17423,2590,3347
2590,17423,17835,1886
2600,11099,5880,17540
2600,11099,10063,8537
2645,7485,8668,16885
2645,7485,2645,48
2645,7485,2645,13464
2661,2723,14234,3190
2661,2723,16499,18970
2661,13818,158,16499
2703,2278,12092,7857
2703,2278,2098,8686
2703,2278,2703,18600
2708,11252,2708,18934
2708,11252,5883,14499
2708,11252,2708,8391
2756,16349,2756,6634
2756,16349,8572,5685
2756,16349,8572,3432
2781,961,2283,2411
2781,961,17337,7579
2781,961,5123,10389
2782,4767,11313,1563
2782,13440,4147,94
2782,13440,9739,8076
2891,11388,6149,17819
2891,11388,17105,4040
2891,11388,18932,7183
2931,9813,88,4058
2931,9813,14525,18270
2931,9813,14525,9424
2983,16342,250,354
2983,16342,10662,13143
2983,16342,10785,18877
3079,17423,7736,18745
3079,17423,9989,13597
3079,17423,13620,2114
3124,2123,1439,2931
3154,17423,13620,7296
3154,17423,1761,2263
3154,17423,4173,15794
3231,1247,3231,3683
3231,1247,10178,1724
3231,1247,6857,18362
3240,15640,3240,15711
3240,15640,3240,12369
3240,15640,3240,18558
3279,963,4445,4655
3279,963,2584,17701
3279,963,13004,17590
3296,2123,7874,12399
3296,2123,12399,3124
3300,8452,3300,17659
3300,8452,3300,3904
3300,8452,3300,17659
3312,961,2411,947
3312,961,10033,2781
3312,961,5123,947
3320,17423,293,17847
3320,17423,15568,1886
3320,17423,8120,15568
3345,963,6140,4705
3345,963,8998,9203
3345,963,12903,5595
3366,2046,5715,127
3366,2046,14514,10511
3366,2046,19049,6902
3425,5654,3425,706
3425,5654,3425,12468
3425,5654,3425,706
3517,13440,251,18787
3517,13440,19010,19502
3517,13440,3517,6051
3535,11099,1539,8537
3535,11099,17723,18087
3535,11099,5880,17540
3555,963,6140,16779
3555,963,2584,7756
3555,963,8998,13829
3678,2123,12399,3124
3678,2123,1229,173
3737,2123,15946,7871
3737,2123,7871,15946
3737,2123,3124,15946
3920,963,3555,2196
3920,963,3555,681
3920,963,339,2361
3930,963,8923,16754
3930,963,11469,8998
3930,963,17590,15317
3992,7485,3992,14373
3992,7485,15045,4445
3992,7485,2645,8104
4147,13440,17327,2782
4147,13440,10486,9739
4147,13440,2782,8076
4173,17423,293,17847
4173,17423,18745,1583
4173,17423,2590,76
4194,6302,13597,15925
4194,6302,2117,15677
4194,6302,18719,13940
4212,963,3279,17901
4212,963,17590,2196
4212,963,13004,17466
4238,13818,18970,158
4238,13818,12619,158
4238,13818,158,18642
4282,11058,12377,9328
4282,11058,4282,4737
4282,11058,10449,7632
4388,651,17684,12651
4388,651,12963,14211
4388,651,14211,14017
4422,16342,14930,15420
4422,16342,10785,250
4422,16342,10662,721
4431,11099,11024,17122
4431,11099,16771,11233
4431,11099,14679,17194
4442,2046,4596,4493
4442,2046,10511,6503
4442,2046,9978,438
4445,963,2217,6740
4445,963,2196,5723
4445,963,339,15044
4455,17423,293,4382
4455,17423,15792,4455
4455,17423,4173,15794
4514,16342,10785,250
4514,16342,9673,250
4514,16342,10377,6277
4521,9813,4521,6107
4521,9813,9406,8893
4521,9813,983,19623
4538,7814,9025,11733
4538,7814,6201,11733
4538,7814,4538,16283
4546,8659,4546,14317
4546,8659,4546,2501
4546,8659,4546,16747
4559,651,10551,5307
4559,651,856,11655
4559,651,9749,10872
4596,2046,5715,14514
4596,2046,4442,15670
4596,2046,15670,5715
4616,17423,13620,7296
4616,17423,4616,12077
4616,17423,4455,11644
4644,16342,9673,9527
4644,16342,6686,14970
4644,16342,850,14277
4647,2278,8998,16720
4647,2278,17815,18586
4647,2278,8998,13261
4703,2123,1439,19333
4703,2123,18769,8526
4703,2123,18769,8526
4705,963,6140,16779
4705,963,4705,5723
4705,963,17466,3345
4737,11058,10449,4737
4737,11058,10449,9328
4737,11058,19257,1943
4785,14393,337,4785
4785,14393,337,409
4785,14393,409,337
4897,7814,8768,19510
4897,7814,5379,8768
4897,7814,8336,15335
4913,5745,2051,7608
4913,5745,2051,10876
4913,5745,18833,7608
4929,19170,4929,3860
4929,19170,4929,17265
4929,19170,10857,4214
4961,2123,6885,15946
4961,2123,7871,15117
5123,961,18624,10389
5123,961,2411,947
5123,961,16999,5874
5126,7814,8768,4308
5126,7814,15335,17668
5126,7814,11733,5126
5243,5886,5243,1721
5243,5886,5243,18606
5243,5886,5243,2031
5261,13440,4147,7401
5261,13440,10486,251
5261,13440,8076,12638
5302,4551,9646,10830
5302,14962,17460,10424
5302,4551,10830,5193
5306,8102,17187,856
5306,8102,10282,14850
5306,8102,6095,15702
5340,7485,8668,11353
5340,7485,236,528
5340,7485,5340,12466
5349,9813,19086,10178
5349,1247,19086,6857
5349,1247,19623,7802
5379,7814,937,11733
5379,7814,9025,937
5379,7814,5379,10759
5387,14393,7090,14039
5387,14393,4785,8052
5387,14393,18229,7603
5458,14962,12349,15184
5458,4551,10424,17936
5458,4551,15481,2175
5478,13818,18970,8893
5478,2723,18970,12619
5478,13818,4238,5478
5515,12183,30,9687
5515,12183,1498,13554
5515,12183,1498,6813
5518,961,947,10389
5518,961,947,18624
5518,961,5123,5518
5525,2123,15946,3678
5525,2123,3678,12399
5525,2123,3678,10887
5715,2046,11324,9894
5715,2046,10511,11052
5715,2046,5715,127
5723,963,5723,10900
5723,963,4705,2891
5723,963,13261,14727
5810,9744,9416,9070
5810,9744,14834,16631
5810,12183,19000,3218
5849,9744,19000,7100
5849,9744,10627,15385
5849,12183,8170,7519
5874,961,18624,10033
5874,961,947,10033
5874,961,18624,10033
5880,11099,15942,14819
5880,11099,11762,19578
5880,11099,16007,17073
5883,11252,2708,8382
5883,11252,5883,14858
5883,11252,5883,9550
5908,1924,10198,13940
5908,1924,5908,12135
5908,1924,5908,3441
5921,8659,4546,14317
5921,8659,4546,19064
5921,8659,5921,12332
5958,16342,1037,5307
5958,16342,4514,16865
5958,16342,4644,11714
5968,963,17590,1574
5968,963,6140,17466
5968,963,681,6140
6095,8102,5306,12340
6095,8102,17187,19003
6095,8102,6095,7467
6140,963,3345,6140
6140,963,2196,13919
6140,963,6140,681
6149,11388,18932,10876
6149,5745,7608,1817
6149,5745,10876,6149
6174,961,947,17337
6174,961,5518,10033
6174,961,5874,2781
6200,9744,8390,5569
6200,9744,8170,5810
6200,12183,7519,13353
6201,7814,4897,9025
6201,7814,834,15973
6201,7814,4897,6201
6273,2723,1423,158
6273,2723,6273,7742
6273,2723,158,12619
6282,9744,7100,8170
6282,9744,10457,1019
6282,9744,6200,13353
6344,19154,6906,5261
6389,13818,18642,1423
6389,13818,15045,3110
6389,2723,18642,5478
6454,16327,2551,14819
6454,16327,17553,7356
6454,16327,6456,12204
6456,16327,6456,12204
6456,16327,12650,14893
6456,16327,10913,13725
6503,2046,15670,4596
6503,2046,9978,13011
6503,2046,19049,5639
6572,14393,14039,7090
6572,14393,16245,13218
6572,14393,337,16754
6684,12748,6684,12123
6684,12748,6684,17081
6684,12748,6684,2078
6686,16342,8862,10572
6686,16342,2983,14277
6686,16342,13143,6702
6702,16342,4514,4422
6702,16342,19394,609
6702,16342,19394,609
6712,11058,9328,13013
6712,11058,12377,18986
6712,11058,12377,7632
6716,4551,353,16445
6716,4551,12349,18347
6716,14962,17460,6716
6718,19154,6344,10744
6718,19154,8378,5261
6718,19154,6344,5261
6719,19154,7401,8502
6719,19154,7401,5261
6719,19154,17877,5261
6789,14430,605,19097
6789,14430,12960,4321
6794,5956,6857,19086
6794,5956,10178,5349
6794,5956,357,10227
6796,13440,10486,17327
6796,4767,9321,10486
6796,4767,10486,54
6857,9813,14525,9424
6857,9813,14057,6857
6857,1247,6857,10832
6885,2123,3296,6885
6885,2123,15117,15946
6885,2123,7874,7056
6899,7485,2553,8171
6899,7485,3992,1739
6899,7485,2553,8340
6902,2046,6902,10511
6902,2046,5715,6902
6902,2046,4596,11324
6906,19154,17877,5261
6906,19154,18968,10423
6906,19154,18968,5261
6971,9813,7802,19623
6971,9813,7721,16974
6971,9813,18970,6389
6986,13818,4238,18970
6986,13818,5478,14234
6986,2723,18970,1423
7056,2123,7874,15117
7056,2123,5525,6885
7090,14393,1359,633
7090,14393,5387,633
7090,14393,1359,18229
7100,9744,9416,14397
7100,9744,6200,30
7100,9744,1498,13554
7107,12183,8170,7100
7107,9744,10627,15385
7107,9744,10627,15385
7183,11388,18833,17105
7183,11388,10876,8045
7183,11388,7292,1915
7199,2278,8998,13261
7199,2278,2098,2941
7199,2278,2703,9588
7280,16327,2551,14819
7280,16327,6456,14893
7292,13457,7183,7608
7292,13457,18833,8434
7292,11388,2891,18780
7394,13440,251,1470
7394,4767,17327,11313
7394,4767,9321,1563
7401,19154,17877,5261
7401,19154,10807,10389
7401,19154,6344,4170
7519,9744,8390,5569
7519,12183,13353,5810
7519,9744,14834,10952
7559,2123,7056,2687
7559,2123,18769,3142
7559,2123,5525,3124
7576,11099,7576,10961
7576,11099,16229,19145
7576,11099,17723,4221
7603,14393,7603,11446
7603,14393,337,18229
7603,14393,337,7603
7608,11388,15923,8093
7608,11388,18833,7183
7608,5745,18932,7608
7632,11058,4282,10449
7632,11058,10449,15338
7632,11058,11015,10546
7721,9813,18970,12619
7721,9813,9335,7018
7721,9813,6857,14057
7736,17423,8120,4455
7736,17423,3154,13943
7736,17423,17539,15568
7802,2442,19623,88
7802,5956,983,7802
7802,2442,945,983
7836,13457,8045,10876
7836,13457,8045,7183
7836,13457,2051,7183
7842,1924,7842,1529
7842,1924,1394,17899
7842,1924,5908,12349
7848,9813,826,1276
7848,9813,19086,945
7848,9813,5349,12415
7871,2123,5525,7056
7871,2123,4961,12399
7874,2123,5525,3678
7874,2123,1229,173
7874,2123,3296,5525
7899,13457,18932,6149
7899,13457,7183,18932
7899,13457,18833,7292
8045,11388,8045,15923
8045,13457,6149,8384
8045,11388,1915,4913
8052,14393,7603,11131
8052,14393,8052,5387
8052,14393,5387,7603
8076,4767,17327,10486
8076,13440,19010,3911
8076,4767,8076,1470
8120,17423,9519,11816
8120,17423,9989,3931
8120,17423,2590,16255
8170,12183,19000,5849
8170,12183,5849,15183
8170,9744,8390,5569
8336,7814,10759,9025
8336,7814,858,18455
8336,7814,6201,8768
8378,19154,7401,2284
8378,19154,6344,5261
8378,19154,18968,17248
8390,9744,8170,7519
8390,9744,9416,3239
8390,9744,7519,7107
8537,11099,9073,13045
8537,11099,11024,5730
8537,11099,9657,806
8565,8150,8565,16502
8565,8150,8565,16502
8565,8150,8565,18564
8572,16349,2756,4673
8572,16349,8572,5685
8572,16349,8572,12764
8668,7485,2645,15356
8668,7485,8668,8197
8668,7485,2553,2385
8734,9744,6282,7107
8734,9744,10627,17026
8734,9744,6282,8170
8768,7814,10759,7182
8768,7814,4538,10229
8768,7814,15335,19510
8862,16342,1482,609
8862,16342,354,1053
8862,16342,18831,18670
8923,963,14347,8708
8923,963,12561,1876
8923,963,2217,6740
8950,7814,8768,10759
8950,7814,4538,5749
8950,7814,937,5126
8958,14962,10424,16445
8958,14962,16445,5458
8958,14962,5458,5302
8998,2278,17815,9564
8998,963,3345,17466
8998,963,13919,3345
9025,7814,937,5126
9025,7814,5126,5379
9025,7814,15335,4897
9038,7814,9038,6201
9038,7814,4538,8406
9038,7814,15335,4897
9057,963,3930,10600
9057,963,5968,12502
9057,963,2584,17649
9061,6302,13800,2425
9061,6302,13800,9788
9061,6302,14454,18335
9073,11099,5880,17540
9073,11099,10063,4221
9110,8102,10282,7791
9110,8102,6095,7043
9110,8102,17187,17830
9317,2123,4961,7874
9321,13440,6796,9739
9321,4767,54,6796
9321,13440,1470,9739
9328,11058,7632,2552
9328,11058,13599,2796
9328,11058,7632,17414
9335,9813,983,7802
9335,9813,983,19623
9335,9813,9335,7018
9389,963,17466,2196
9389,963,14347,9588
9389,963,3345,13919
9406,9813,7802,12415
9406,9813,14525,9424
9406,9813,5349,2098
9416,9744,1498,6200
9416,9744,10457,13303
9416,9744,19000,3218
9519,17423,8120,15568
9519,17423,18745,18144
9519,17423,15792,17835
9527,16342,14930,15420
9527,16342,6702,4245
9527,16342,15189,15768
9568,12912,16958,8372
9568,12912,9568,5633
9568,12912,16958,5871
9627,15164,16200,17876
9627,15164,16200,15615
9627,15164,1587,14618
9646,14962,17767,10830
9646,14962,17460,9646
9646,4551,10830,17869
9657,11099,11024,10575
9657,11099,17723,4221
9673,16342,14930,15420
9673,16342,1053,10377
9673,16342,1321,14141
9739,4767,1470,3337
9739,4767,8076,9739
9739,4767,10486,17327
9742,17423,4455,1886
9742,17423,13620,11188
9742,17423,13045,15568
9749,651,4559,13876
9749,651,13011,17796
9749,651,14211,15596
9797,7485,3992,14373
9797,7485,2553,9989
9797,7485,2553,14312
9894,2046,19049,5639
9894,2046,979,18804
9894,2046,3366,11324
9910,963,4212,14727
9910,963,11823,10809
9910,963,2217,8886
9978,2046,11324,1920
9978,2046,127,5422
9978,2046,14514,127
9989,17423,7736,1761
9989,17423,15568,9742
9989,17423,8120,15568
9993,13257,9993,19121
9993,13257,9993,19121
9993,13257,9993,5504
10033,961,10389,7661
10033,961,10033,2283
10033,961,947,2781
10063,11099,1539,18839
10063,11099,1539,11762
10063,11099,16229,5011
10152,9813,826,5618
10152,9813,9335,7018
10178,5956,14057,5349
10178,5956,18572,16397
10178,5956,12415,983
10185,7485,2553,9989
10185,7485,13963,9589
10185,7485,9797,6081
10198,1924,16747,7218
10198,1924,10198,15592
10198,1924,7842,1394
10265,6302,13597,3931
10265,6302,2365,1785
10265,6302,9061,12677
10282,8102,9110,11709
10282,8102,10282,7791
10282,8102,5306,12323
10377,16342,6686,17659
10377,16342,19394,609
10377,16342,18812,11749
10389,961,16999,10389
10389,961,17337,8701
10389,961,17337,16999
10424,4551,10424,12349
10424,4551,8958,4546
10424,14962,353,9646
10441,16342,1467,2983
10441,16342,6686,18558
10441,16342,10441,5667
10449,11058,14341,2552
10449,11058,12377,19257
10449,11058,9328,14987
10457,9744,5849,6200
10457,9744,2534,16392
10457,9744,9416,17542
10486,13440,1563,6796
10486,13440,8076,17327
10486,4767,1470,8076
10511,2046,6503,4596
10511,2046,15670,14388
10511,2046,4442,4737
10551,651,17684,19311
10551,651,15596,17461
10551,651,16346,16247
10627,9744,8390,8734
10627,9744,11907,11062
10627,9744,8170,1498
10662,16342,4644,2256
10662,16342,10441,6036
10662,16342,18812,2256
10739,16342,4514,453
10739,16342,10441,15461
10739,16342,10377,5958
10759,7814,5379,15335
10759,7814,4897,5379
10759,7814,4897,937
10769,2278,11751,2339
10769,2278,2098,14305
10769,2278,13529,6005
10785,16342,12876,13143
10785,16342,15189,16869
10785,16342,18831,18820
10807,19154,6718,14785
10807,19154,17877,5261
10807,19154,18968,17248
10830,14962,10424,6716
10830,14962,10424,16445
10830,4551,9646,16989
10857,19170,4929,1752
10857,19170,10857,9080
10857,19170,4929,10388
10876,5745,17105,17643
10876,5745,18932,12512
10876,11388,17105,15060
10887,2123,4961,14082
10887,2123,3296,10887
10900,963,339,12098
10900,963,14347,13392
10900,963,10900,3555
10913,16327,6454,2092
10913,16327,6454,2092
10913,16327,17553,7356
11015,11058,2552,19257
11015,11058,6712,4077
11015,11058,4282,10449
11024,11099,16229,19145
11024,11099,820,806
11024,11099,7576,10961
11131,14393,14039,5387
11131,14393,18229,14039
11131,14393,1359,337
11274,651,14017,18598
11274,651,16346,12963
11274,651,16247,18598
11275,6302,13800,699
11275,6302,13800,699
11275,6302,2365,13641
11288,14962,11288,10616
11288,14962,11288,15625
11288,14962,9646,3754
11313,4767,9739,8076
11313,13440,6796,9739
11313,4767,9739,251
11324,2046,9894,127
11324,2046,127,979
11324,2046,14514,15670
11404,651,17796,16081
11404,651,856,4989
11404,651,856,17187
11469,963,2217,8998
11469,963,2217,6740
11469,963,3345,2196
11637,11291,11637,6826
11637,11291,11637,5470
11637,11291,11637,14030
11714,16342,10739,609
11714,16342,1467,10662
11714,16342,11895,2179
11731,9822,11731,19055
11731,9822,11731,10184
11731,9822,11731,129
11733,7814,8336,5379
11733,7814,5126,10759
11733,7814,834,15544
11751,2278,11751,18586
11751,2278,8998,7852
11751,2278,17815,17824
11762,11099,8537,14718
11762,11099,10063,8537
11762,11099,12632,18283
11823,963,13004,681
11823,963,339,18910
11878,14962,9646,9830
11878,14962,17767,16661
11878,4551,10830,6716
11895,16342,354,11714
11895,16342,4644,5958
11895,16342,2983,1467
11902,6302,18719,16140
11902,6302,18832,11157
11902,6302,2117,9797
11907,9744,14834,10952
11907,9744,8170,1498
11907,9744,7100,6200
11957,16786,11957,8382
11957,16786,11957,8827
11957,16786,11957,4456
12092,2278,11751,14051
12092,2278,2703,11699
12092,2278,13529,3209
12349,14962,5302,1360
12349,6302,2365,7015
12349,6302,4194,15756
12377,11058,10449,4737
12377,11058,12377,7632
12377,11058,11015,15352
12399,2123,1229,19160
12399,2123,18769,2983
12399,2123,18769,3142
12415,2442,19086,6857
12415,1247,3231,3683
12437,1247,10178,945
12437,1247,14057,15467
12561,963,4445,15045
12561,963,8998,12386
12561,963,18967,18843
12619,13818,158,18642
12619,13818,5478,15361
12619,13818,2661,158
12632,11099,9073,1085
12650,16327,12650,10850
12876,16342,250,1053
12876,16342,2983,4164
12876,16342,2256,250
12879,16342,1053,4644
12879,16342,10662,2983
12879,16342,1321,19246
12903,963,5723,10900
12903,963,17599,4257
12903,963,6140,5723
12960,14430,605,19097
12960,14430,605,1756
12960,14430,6789,8445
12963,651,17684,12651
12963,651,9749,13256
12963,651,16247,17078
13004,963,9389,17193
13004,963,2217,12010
13004,963,17466,10900
13011,651,14017,771
13011,651,15596,18598
13011,651,15702,6095
13045,17423,4173,8197
13045,17423,3079,18990
13045,17423,3154,17493
13143,16342,13143,518
13143,16342,12876,4833
13143,16342,12876,6702
13218,14393,8052,14039
13218,14393,7603,633
13218,14393,6572,1474
13261,963,16720,15468
13261,963,2196,13486
13261,963,6140,3920
13353,12183,1498,8170
13353,9744,19000,6282
13353,9744,1498,7107
13458,651,13458,4388
13458,651,17078,11404
13458,651,15702,16748
13527,420,13527,1058
13527,420,13527,8599
13527,420,1920,14011
13529,2278,15993,772
13529,2278,13529,2859
13529,2278,10769,14783
13541,961,5874,947
13541,961,6174,5874
13541,961,18624,5874
13554,12183,8170,5849
13554,9744,10457,2690
13554,12183,7100,7519
13576,7485,5340,12903
13576,7485,9797,6697
13576,7485,2553,12000
13597,6302,18744,11816
13597,6302,2216,10690
13597,6302,18832,9232
13599,11058,11015,248
13599,11058,15338,10449
13599,11058,9328,1416
13620,17423,8120,1886
13620,17423,1886,3320
13620,17423,9519,18870
13800,6302,13597,11275
13800,6302,18719,9014
13800,6302,14454,1629
13919,963,5968,3279
13919,963,18967,17701
13919,963,2584,11084
13963,7485,3992,15136
13963,7485,2645,11816
13963,7485,10185,9519
14017,651,13011,14017
14017,651,15596,19051
14017,651,14017,14211
14039,14393,11131,7090
14039,14393,409,7090
14039,14393,6572,4513
14057,2442,12415,7802
14057,9813,18970,16989
14057,5956,6857,15224
14211,651,4559,5708
14211,651,13011,12963
14211,651,12963,17796
14234,13818,18642,4238
14234,2723,4238,18642
14234,2723,2661,14234
14341,11058,19257,7632
14341,11058,13599,4737
14341,11058,6712,17414
14347,963,12561,18949
14347,963,17466,3555
14347,963,3279,17901
14454,6302,9061,11181
14454,6302,2117,6569
14454,6302,18832,18912
14514,2046,4442,4737
14514,2046,3366,15670
14514,2046,4442,3366
14525,9813,19623,19086
14525,9813,826,17192
14622,15178,18453,604
14622,15178,18791,17248
14622,15178,18453,3634
14679,11099,8537,10307
14679,11099,9073,13045
14679,11099,1539,11762
14688,4767,7394,1563
14688,4767,54,9739
14688,4767,1470,9321
14742,2278,10769,1846
14742,2278,13529,2859
14742,2278,17815,3029
14834,9744,1498,7519
14834,9744,30,13353
14834,9744,7519,7100
14930,16342,250,10785
14930,16342,4514,16560
14930,16342,5958,18812
15045,7485,2553,4702
15045,7485,15045,1423
15045,13818,18970,12619
15096,12912,16958,11001
15096,12912,9568,18809
15096,12912,16958,9808
15117,2123,10887,3296
15117,2123,3124,7056
15117,2123,4961,3678
15118,15164,15118,12827
15118,15164,16866,15513
15189,16342,17059,1467
15189,16342,1037,17203
15189,16342,354,11714
15293,7814,15293,15335
15293,7814,5379,9038
15293,7814,937,15293
15317,963,13919,13004
15317,963,11823,8923
15317,963,17599,8079
15335,7814,9025,5379
15335,7814,4897,19510
15335,7814,4538,15544
15338,11058,11015,14787
15338,11058,15338,14341
15338,11058,11015,13501
15356,7485,2553,2425
15356,7485,8668,3590
15356,7485,15356,13963
15468,6302,15468,9471
15468,6302,11275,4197
15468,6302,13800,14280
15481,4551,6716,9646
15481,4551,12349,787
15481,4551,8958,9646
15568,17423,18745,9808
15568,17423,15568,9742
15568,17423,4616,12077
15596,651,771,6043
15596,651,17684,8376
15596,651,12963,11404
15669,14430,12960,4321
15669,14430,605,4297
15670,2046,6902,4596
15670,2046,127,4596
15670,2046,11324,127
15702,651,9749,4989
15702,651,12963,14017
15702,651,18598,15596
15792,17423,2590,3913
15792,17423,9989,17337
15792,17423,18745,10441
15823,13818,18642,18508
15823,13818,18642,12619
15823,13818,2661,18945
15923,5745,17105,16057
15923,11388,17105,18932
15923,5745,8045,1915
15937,1443,15937,13326
15937,1443,15937,11457
15937,1443,15937,13326
15942,11099,12632,6665
15942,11099,8537,6082
15942,11099,11762,1539
15946,2123,10887,15117
15946,2123,1439,2970
15946,2123,3124,284
15993,2278,2703,18586
15993,2278,2098,5349
15993,2278,15993,17819
16007,11099,5880,17540
16007,11099,3535,8537
16007,11099,15942,14819
16200,15164,15118,14618
16200,15164,16200,8392
16200,15164,16200,11641
16229,11099,10063,4221
16229,11099,14679,17194
16229,11099,9657,14105
16245,14393,14039,8052
16245,14393,5387,13218
16245,14393,13218,16245
16247,651,12963,13458
16247,651,14017,13458
16247,651,16247,14211
16346,651,13011,2007
16346,651,17684,6725
16346,651,9749,10872
16370,18628,16370,5234
16370,18628,16370,8427
16370,18628,16370,13488
16403,11099,820,806
16403,11099,16229,6118
16403,11099,9657,806
16445,14962,16445,13123
16445,14962,16445,17767
16445,14962,11878,6716
16495,4891,152,14878
16495,4891,16989,11628
16495,4891,152,16495
16499,13818,4238,8093
16499,13818,1423,158
16499,13818,14234,6986
16633,11291,11637,14507
16633,11291,11637,12834
16633,11291,11637,13820
16720,963,12903,4537
16720,963,17205,14626
16720,963,5968,4212
16747,1924,10198,15025
16747,1924,5908,3568
16747,1924,1394,8122
16771,11099,16771,11233
16771,11099,9657,806
16771,11099,15942,5427
16866,15164,16200,2331
16866,15164,1587,2019
16958,12912,15096,11555
16958,12912,16958,5863
16958,12912,15096,11555
16989,4891,152,14878
16989,4891,16495,6504
16989,4891,16495,16317
