2686,1405,395,1464
2754,124,192,1439
2754,338,103,273
2754,1008,114,253
2754,170,186,1464
2754,1038,121,317
2754,170,967,1246
2822,79,5010,253
2822,1465,131,115
2822,942,120,273
2822,255,188,273
2822,1460,767,115
2822,840,45,4991
2822,218,30,426
2822,297,295,1067
2822,79,557,273
2907,818,3723,4991
2907,966,476,833
2907,142,18,426
2907,128,154,426
2907,142,873,273
2907,818,387,273
3876,128,27,1067
3876,3982,312,115
3876,255,2624,317
3876,245,2234,426
3876,885,325,115
3876,5914,514,3876
3876,208,646,115
4127,35,280,1464
4127,512,968,115
4127,2373,260,6180
4127,35,1858,2177
4127,4490,16,1554
4127,5,457,273
4127,5,102,115
4127,1128,112,115
4143,1099,549,317
4143,424,108,6430
4143,3874,1304,4143
4143,3366,7,426
4143,22,127,426
4213,886,3035,4730
4213,88,98,115
4213,50,88,273
4213,7,824,1935
4235,130,346,4991
4235,506,1092,317
4235,3367,26,1716
4235,413,12,317
4235,217,1207,273
4235,66,327,2907
4286,372,8,317
4286,100,2439,4730
4286,421,280,2686
4286,392,82,115
4286,421,942,1464
4286,1241,813,115
4730,1755,151,1670
4730,1853,2439,4730
4730,89,4,6430
4730,8,565,823
4836,272,11,115
4836,2812,2176,2113
4836,292,24,833
4836,3402,1915,823
4836,292,438,115
4836,293,753,511
4836,3189,27,4730
4836,3141,512,511
4991,1277,67,253
4991,4,1276,273
4991,3939,0,1246
4991,3270,2452,273
4991,5115,53,317
4991,1978,1916,115
4991,2885,1297,2754
5214,7,1749,273
5214,121,158,823
5214,25,897,426
5214,16,607,253
5214,121,4,6180
5481,84,2229,833
5481,9,925,253
5481,1265,339,317
5481,1490,237,823
5481,1265,2431,1554
5481,147,1485,115
5481,118,482,1464
6048,6573,234,317
6048,7220,6196,7504
6048,534,933,4127
6048,302,543,1554
6048,6537,5449,6207
6048,6196,7220,7504
6048,1102,4111,2686
6121,107,255,3876
6121,667,43,3876
6121,42,901,253
6121,531,26,2822
6121,754,1004,1439
6121,346,57,273
6180,355,15,273
6180,355,28,317
6180,674,380,511
6180,207,105,4991
6180,1944,9,1439
6207,20,863,317
6207,685,538,2754
6207,685,3,1670
6207,4495,8,4730
6207,1300,2933,1716
6207,1300,2591,6207
6207,6537,5275,1067
6207,5924,108,253
6207,6537,312,1464
6430,107,1262,426
6430,11,539,1067
6430,107,1542,426
6504,572,276,1670
6504,1239,662,6504
6504,662,41,1246
6504,1398,704,1716
6983,5364,5765,426
6983,7103,6305,2907
6983,1472,2517,317
6983,3491,5488,426
6983,5364,5364,426
6983,3491,188,273
6983,882,542,2113
6993,1866,347,115
6993,767,310,426
6993,1793,119,6993
6993,119,1104,511
6993,767,5,1554
6993,1866,351,115
6993,119,2878,511
7014,2092,95,317
7014,2092,66,4235
7014,2092,129,4836
7014,2092,44,833
7014,36,700,317
7308,3941,4148,7308
7308,0,12,2907
7308,0,477,1554
7308,3941,33,5214
7308,4148,101,511
7308,4148,705,115
7334,14,16,1067
7334,26,14,7334
7334,16,689,2822
7334,16,885,3876
7334,26,57,273
7504,6037,1958,7504
7504,3590,182,273
7504,821,68,115
7504,3590,109,1439
7504,312,302,7504
7504,6037,6151,7504
7504,6573,3590,6048
7504,3590,93,273
