0,1,2
472,24,2928
473,395,473
473,225,4
473,225,55
474,42,1766
474,42,4427
474,373,17
475,46,793
475,46,2263
475,46,2053
476,204,1157
476,46,1134
476,286,1782
477,46,476
477,46,1622
477,46,3076
478,42,3514
478,330,36
478,362,777
479,174,481
479,174,2630
479,174,535
480,24,94
480,319,3335
480,319,598
481,363,427
481,362,5034
481,362,4753
482,355,1417
482,355,11
482,355,98
483,46,2670
483,68,1788
483,68,1279
484,444,294
484,444,294
484,102,1098
485,398,3483
485,183,987
485,183,561
487,24,224
487,42,406
487,24,159
489,355,633
489,355,977
489,204,1248
490,395,202
490,183,3271
490,183,2936
491,68,2671
491,225,540
491,225,1378
492,204,2173
492,204,1506
492,204,1730
493,204,848
493,204,2023
493,204,242
494,355,127
494,355,1256
494,363,881
495,315,1808
495,68,1186
495,68,3897
497,362,983
497,362,2141
497,416,3735
498,363,1121
498,24,417
498,363,494
499,292,1304
499,292,4313
499,373,3044
500,225,82
500,225,748
500,225,4381
501,68,833
501,46,872
501,68,1649
502,46,1674
502,204,746
502,204,3835
503,435,1231
503,24,239
503,435,992
505,42,1134
505,42,401
505,42,1134
506,42,1943
506,148,2502
506,148,200
507,42,136
507,363,841
507,363,475
508,416,1186
508,416,1124
508,204,1026
509,225,1066
509,225,427
509,225,186
511,225,2811
511,225,4012
511,225,1023
512,46,1946
512,46,1651
512,46,750
513,174,2716
513,174,710
513,174,1188
514,116,216
514,150,572
514,183,74
515,315,1593
515,286,1835
515,315,796
516,150,65
516,150,682
516,150,2680
517,42,1886
517,42,2453
517,42,159
518,24,267
518,24,1165
518,24,2140
519,363,589
519,362,3020
519,319,9
520,183,217
520,183,838
520,183,1892
521,395,389
521,373,314
521,102,2244
523,42,964
523,42,2004
523,42,5085
524,35,3433
524,35,61
524,42,392
525,24,4477
525,174,1108
525,24,601
526,360,633
526,330,3999
526,330,3902
527,42,708
527,42,12
527,42,3842
528,315,446
528,315,1755
528,315,1066
529,329,3650
529,329,294
529,360,258
530,398,745
530,398,2123
530,35,249
531,204,3
531,204,2337
531,46,161
532,46,1802
532,330,1576
532,46,539
533,319,2467
533,183,1258
533,319,2490
534,35,469
534,35,2826
534,35,583
535,24,899
535,24,4139
535,24,602
536,46,1885
536,148,58
536,148,1179
538,362,61
538,148,1565
538,362,2132
539,116,3052
539,46,352
539,46,2949
540,225,112
540,225,631
540,330,2768
542,329,417
542,360,1142
542,360,1153
543,183,126
543,150,2533
543,150,514
544,355,4204
544,355,3222
544,35,2300
545,187,816
545,330,124
545,187,2817
546,315,278
546,315,1642
546,315,3079
547,174,1221
547,24,2620
547,24,1059
549,35,2239
549,35,2040
549,362,3882
550,225,55
550,225,14
550,225,6
551,24,2441
551,24,1400
551,24,903
553,183,832
553,416,772
553,183,1258
554,292,716
554,292,1648
554,292,1704
555,102,242
555,102,1495
555,329,1079
556,360,2440
556,360,469
556,360,633
557,444,4164
557,444,1616
557,444,179
558,150,563
558,150,1813
558,150,338
559,444,1625
559,373,3673
559,373,25
560,46,814
560,204,673
560,174,601
561,150,19
561,24,2882
561,24,2363
562,35,2826
562,42,2453
562,42,1078
563,150,2097
563,150,41
563,355,1821
564,204,998
564,204,2366
564,204,1730
567,360,555
567,355,1402
567,360,567
568,68,1506
568,150,1807
568,150,1923
569,46,4197
569,183,1678
569,68,1062
570,329,1451
570,329,30
570,329,3570
572,68,2443
572,150,16
572,435,2813
573,42,524
573,360,524
573,363,1
574,286,3406
574,292,1940
574,292,3140
575,330,3237
575,330,1395
575,330,1520
577,187,4089
577,187,3719
577,187,3719
578,174,821
578,363,231
578,148,284
579,148,728
579,148,471
579,148,3171
580,355,201
580,355,1910
580,355,778
581,286,424
581,416,3541
581,286,1520
582,187,1834
582,187,3080
582,363,582
583,35,214
583,35,274
583,148,135
584,360,247
584,360,469
584,150,1807
585,319,1410
585,183,2936
585,319,4660
586,395,3399
586,35,1225
586,395,3657
587,42,1277
587,42,5085
587,42,1135
588,225,1792
588,225,339
588,225,631
589,225,2625
589,329,592
589,363,498
590,315,796
590,315,1730
590,315,3273
591,46,1749
591,24,271
591,24,2543
592,102,2552
592,362,847
592,102,1981
593,330,3269
593,395,1314
593,435,1570
594,116,3505
594,116,3052
594,116,1746
595,46,2209
595,46,1961
595,46,176
596,416,2384
596,416,1381
596,319,1058
597,24,472
597,398,3870
597,398,4121
598,355,739
598,363,157
598,363,615
599,35,53
599,35,601
599,148,2555
601,174,1635
601,24,4920
601,35,268
602,395,1299
602,330,532
602,183,4391
604,355,139
604,355,2784
604,355,4794
606,116,1038
606,116,2578
606,286,2064
607,35,601
607,35,434
607,319,1098
608,355,544
608,355,1256
608,355,298
609,148,2555
609,148,1688
609,148,4433
610,68,1628
610,68,4552
610,68,1186
611,42,1766
611,355,604
611,42,1292
613,435,2953
613,435,977
613,435,208
615,42,4108
615,150,16
615,150,59
617,355,1929
617,362,1842
617,355,188
618,225,71
618,225,890
618,225,1726
619,435,335
619,435,1597
619,435,342
620,46,791
620,46,750
620,204,4418
621,24,1292
621,42,334
621,292,2190
622,116,2085
622,102,1113
622,46,1982
623,68,1788
623,68,1317
623,68,2443
624,183,2184
624,183,1781
624,183,3165
625,355,1213
625,355,1098
625,355,997
626,362,740
626,355,3222
626,362,2141
627,148,4775
627,148,1777
627,148,2783
628,373,3047
628,183,2603
628,183,1507
629,35,2695
629,24,1630
629,35,354
630,102,682
630,46,954
630,46,2896
631,319,3674
631,319,1419
631,225,888
633,46,591
633,116,1828
633,355,2828
635,24,417
635,24,4477
635,24,525
636,24,1630
636,24,2808
636,24,2620
637,24,2089
637,148,896
637,24,325
638,102,3043
638,373,2075
638,373,1817
639,42,997
639,42,1277
639,362,359
641,355,1417
641,183,5032
641,183,217
642,444,4339
642,444,832
642,444,1909
645,398,485
645,398,745
645,398,1643
649,319,1194
649,319,5029
649,315,926
650,355,1645
650,355,1391
650,355,693
651,35,923
651,24,1199
651,24,1653
652,435,440
652,363,1165
652,435,3636
653,174,560
653,174,3526
653,24,2750
654,150,682
654,150,243
654,148,1351
655,24,3553
655,24,535
655,24,825
656,187,545
656,187,746
656,360,76
657,42,401
657,150,615
657,42,84
658,150,1736
658,150,763
658,355,334
659,204,483
659,68,1477
659,204,1447
660,362,262
660,148,1564
660,148,658
661,102,2792
661,102,1728
661,225,244
662,355,298
662,42,2914
662,355,1098
663,373,340
663,373,736
663,373,1057
664,24,2027
664,24,217
664,24,908
665,42,1124
665,148,1231
665,148,3461
666,24,2521
666,24,651
666,24,261
667,183,901
667,183,641
667,329,386
669,444,227
669,444,207
669,444,409
670,35,4068
670,150,657
670,35,3630
671,360,1177
671,398,2489
671,398,216
672,329,434
672,102,1060
672,46,4173
673,204,1186
673,116,797
673,204,4506
674,148,582
674,148,213
674,148,1516
675,42,1185
675,150,1813
675,42,3899
676,373,1164
676,373,366
676,373,72
677,46,1392
677,174,2343
677,46,1162
678,42,11
678,24,241
678,42,265
679,148,1724
679,315,3166
679,315,1332
680,315,1245
680,102,169
680,183,775
682,150,2
682,68,2598
682,150,314
683,319,312
683,319,305
683,319,2714
684,42,1916
684,42,2325
684,42,1124
685,68,4576
685,68,1026
685,46,793
687,42,3472
687,286,3582
687,286,2529
688,116,1410
688,46,1288
688,116,331
689,329,448
689,329,4586
689,329,3953
692,286,921
692,286,2730
692,35,179
693,102,269
693,102,4299
693,46,1077
694,183,4140
694,183,78
694,183,3240
695,187,2789
695,187,1727
695,187,1121
696,102,169
696,102,290
696,102,2090
698,35,1851
698,35,2567
698,416,53
699,292,253
699,292,1306
699,292,5125
700,148,3108
700,174,1000
700,148,1103
701,116,2075
701,355,677
701,355,625
702,68,1111
702,68,5063
702,68,4073
703,363,519
703,319,254
703,42,30
704,35,1040
704,35,2382
704,35,1925
705,363,1261
705,42,1943
705,363,2178
706,362,314
706,362,207
706,24,5004
707,373,5
707,373,448
707,373,86
708,42,3761
708,292,259
708,42,3802
709,362,775
709,24,1839
709,292,8
710,355,1162
710,355,567
710,355,2852
711,102,3043
711,68,162
711,68,2598
712,204,984
712,174,4077
712,435,2849
713,416,91
713,24,2273
713,24,966
714,42,1107
714,42,2914
714,150,354
715,363,519
715,24,390
715,363,475
716,292,720
716,102,2891
716,292,3642
717,204,161
717,204,2171
717,204,2980
718,68,2219
718,68,3618
718,68,2286
720,416,2116
720,416,285
720,416,1783
721,46,1850
721,286,721
721,46,1126
723,286,2958
723,286,802
723,362,1415
725,435,1632
725,416,351
725,362,519
726,35,934
726,35,312
726,35,726
727,395,1081
727,395,586
727,395,3352
728,148,434
728,183,1128
728,148,2274
730,68,569
730,68,730
730,398,1703
731,319,2422
731,319,3172
731,319,598
732,363,956
732,363,143
732,363,3653
733,360,2290
733,360,160
733,360,1794
735,150,615
735,150,2921
735,150,1127
736,35,1735
736,35,3540
736,360,2701
737,363,481
737,363,160
737,435,405
738,416,1018
738,416,26
738,416,1115
739,24,2362
739,355,2784
739,355,236
740,362,2132
740,362,783
740,362,723
741,286,858
741,150,945
741,286,890
742,204,15
742,204,1506
742,102,334
743,46,1746
743,46,2354
743,46,578
744,24,1378
744,24,2993
744,24,3404
745,174,397
745,42,1080
745,174,1424
746,187,1856
746,435,572
746,204,2171
747,148,627
747,148,284
747,148,1231
748,225,888
748,225,1066
748,225,54
749,150,798
749,150,922
749,150,861
750,102,3294
750,102,2885
750,148,4637
751,373,257
751,315,1593
751,315,451
753,286,3045
753,150,226
753,286,1661
754,329,3218
754,444,370
754,444,456
757,24,1690
757,35,2921
757,24,2538
758,360,3003
758,360,238
758,360,1153
759,292,2190
759,148,213
759,148,2242
760,362,1185
760,363,2124
760,35,4252
761,330,3015
761,102,2844
761,102,445
763,150,1100
763,150,1217
763,355,238
769,46,350
769,46,954
769,46,1616
770,116,2822
770,116,1335
770,116,427
771,360,3032
771,360,556
771,46,2088
772,373,1689
772,416,1269
772,416,53
774,319,3802
774,319,434
774,319,1386
775,362,2082
775,362,3009
775,183,1227
776,225,1345
776,225,1699
776,225,4191
777,362,2878
777,355,300
777,362,987
778,204,4242
778,355,608
778,398,378
779,435,881
779,360,1685
779,360,800
781,444,179
781,416,596
781,183,390
783,68,4686
783,225,10
783,225,498
784,46,2399
784,68,122
784,102,716
785,319,785
785,319,1641
785,319,112
786,319,3172
786,319,3746
786,319,5029
788,150,145
788,150,2680
788,416,401
789,68,338
789,68,3420
789,68,3033
791,116,2792
791,46,1777
791,46,1946
792,204,2216
792,204,107
792,204,1717
793,444,1515
793,148,2203
793,148,819
794,329,2055
794,46,161
794,329,352
795,329,592
795,329,3181
795,329,2680
796,315,1384
796,315,1739
796,330,4350
797,116,417
797,116,2896
797,102,1237
798,116,924
798,116,2472
798,150,1930
800,360,3423
800,360,529
800,363,829
802,286,3582
802,286,3444
802,286,223
803,363,561
803,363,287
803,363,3348
804,150,922
804,150,448
804,373,933
805,373,423
805,35,2060
805,35,411
806,225,50
806,355,2733
806,225,112
807,42,127
807,286,2581
807,286,4962
808,398,170
808,398,216
808,398,221
809,46,620
809,35,1616
809,35,3505
810,150,3882
810,150,810
810,150,3942
813,355,16
813,355,482
813,360,170
814,116,427
814,46,3877
814,46,550
815,116,2572
815,116,2294
815,116,855
816,35,3453
816,395,4515
816,395,1981
817,319,1714
817,319,631
817,319,406
818,102,592
818,319,1092
818,102,1728
819,435,170
819,363,956
819,435,1261
820,315,1535
820,102,455
820,102,761
821,174,1292
821,174,2643
821,174,38
823,225,481
823,187,656
823,187,1727
824,355,2784
824,355,212
824,355,8
825,24,1756
825,174,1059
825,362,3009
826,373,72
826,373,50
826,373,917
827,315,1628
827,315,2175
827,315,2389
828,435,48
