0,1,2,3
517,42,1766,2851
518,24,2034,22
519,363,830,79
520,183,1576,54
521,373,205,1413
523,42,517,637
524,35,2929,40
525,24,2538,1476
526,360,420,2546
527,42,1207,9
528,315,2321,2962
529,292,1735,751
530,148,1724,3062
531,204,531,927
532,46,2253,582
533,363,652,2
534,35,4352,127
535,24,3904,200
536,46,2781,217
538,362,1714,43
539,46,1250,4580
540,150,1370,17
542,329,248,2285
543,24,1965,3005
544,355,2828,367
545,330,4193,578
546,315,1390,1763
547,174,2716,387
549,362,987,4553
550,46,2354,957
551,435,779,41
553,395,816,612
554,292,720,1278
555,102,51,818
556,360,469,895
557,444,3036,2248
558,116,3855,2658
559,150,943,1797
560,204,141,1111
561,24,2487,613
562,35,816,1184
563,355,701,830
564,187,1103,308
567,355,139,4582
568,373,5,492
569,183,623,372
570,329,1751,1728
572,150,221,454
573,360,2783,184
574,416,41,3264
575,330,3566,1565
577,187,149,1540
578,174,1707,3910
579,148,3108,1268
580,355,1598,1435
581,286,606,4882
582,363,17,1398
583,35,1183,119
584,150,291,82
585,183,264,710
586,395,74,1539
587,42,4303,81
588,330,3322,2917
589,225,4185,1909
590,315,718,378
591,24,1307,447
592,329,555,19
593,330,711,693
594,116,3077,1647
595,46,1385,1617
596,416,159,2036
597,42,527,1357
598,363,1174,243
599,148,679,1987
601,416,3522,63
602,183,188,514
604,355,1256,3473
606,204,2080,2051
607,444,456,847
608,355,21,321
609,148,977,997
610,330,1001,551
611,42,3647,762
613,435,794,108
615,187,4089,2134
617,355,563,822
618,225,498,142
619,329,265,2422
620,46,769,3378
621,292,2402,1383
622,116,688,4498
623,46,1674,27
624,35,1443,280
625,355,458,264
626,355,3196,3331
627,148,322,1114
628,183,109,37
629,24,525,1886
630,102,317,1
631,319,1263,1054
633,360,152,601
635,319,950,2099
636,292,2313,3293
637,24,3235,4051
638,46,1525,117
639,42,851,158
641,183,1252,705
642,444,4097,3706
645,398,1673,963
649,319,785,202
650,355,3636,556
651,35,2981,65
652,363,1304,152
653,362,207,50
654,24,157,1652
655,24,2250,677
656,360,1497,9
657,150,749,49
658,435,1796,631
659,68,1348,2712
660,148,1530,789
661,102,463,65
662,42,4108,4260
663,373,2075,2937
664,24,392,1099
665,148,3115,1161
666,24,825,2505
667,395,2768,186
669,444,62,3332
670,416,2160,5091
671,444,4983,647
672,329,2680,409
673,204,4418,3186
674,148,2801,2724
675,42,527,206
676,373,1520,324
677,355,997,997
678,24,2508,834
679,225,112,931
680,395,1151,33
682,102,1318,166
683,319,2041,419
684,42,219,2075
685,46,1603,672
687,42,1048,2183
688,116,129,2
689,329,1814,1460
692,35,4520,2113
693,355,1645,4482
694,183,1227,2080
695,187,704,949
696,102,1469,2002
698,35,2351,159
699,286,861,3630
700,292,3629,1761
701,435,147,3117
702,68,2352,633
703,319,105,200
704,225,1604,48
705,363,1084,3649
706,435,3953,1799
707,373,166,349
708,292,412,374
709,24,3082,2713
710,174,481,462
711,330,3583,73
712,435,819,3129
713,416,1446,1882
714,42,888,2605
715,174,2250,4831
716,416,698,1
717,204,1320,2630
718,68,4326,1575
720,148,652,222
721,286,741,869
723,286,3964,305
725,395,1001,3182
726,35,190,1716
727,395,1385,1335
728,148,248,229
730,398,0,4382
731,319,520,5041
732,363,519,631
733,360,3226,3082
735,150,558,4260
736,360,37,2154
737,435,371,214
738,416,1269,3
739,24,1403,1721
740,362,660,1745
741,286,2581,4017
742,204,161,345
743,46,1108,4084
744,24,1233,1107
745,42,684,3004
746,150,1900,1049
747,148,1992,213
748,225,748,3345
749,150,2921,342
750,46,1525,4317
751,315,3574,3246
753,35,1745,1094
754,444,1167,1053
757,24,3940,1046
758,360,5070,3457
759,292,11,325
760,362,507,714
761,102,2484,74
763,362,1327,4234
769,225,3707,806
770,116,2411,1152
771,360,3943,3518
772,416,6,3892
774,319,2273,911
775,362,3082,2416
776,225,4654,224
777,355,437,1261
778,204,1068,835
779,355,2799,779
781,444,4530,3604
783,68,530,591
784,46,886,1243
785,319,3218,55
786,319,1097,3893
788,116,1584,26
789,315,4309,4324
791,116,1376,2216
792,204,1572,2238
793,315,82,4288
794,329,2648,3456
795,329,12,2790
796,225,175,190
797,102,1060,275
798,148,58,4801
800,363,615,4938
802,286,474,21
803,363,61,1693
804,150,588,2676
805,46,1674,3221
806,355,3909,1291
807,42,1022,28
808,398,1987,3016
809,46,4038,106
810,150,1297,3530
813,355,824,297
814,46,569,1233
815,225,54,1584
816,187,4810,135
817,319,1884,254
818,102,455,2484
819,435,1692,305
820,315,3353,2023
821,174,964,115
823,225,473,1569
824,355,2931,1750
825,24,3462,1734
826,373,50,928
827,315,2446,864
828,435,61,4180
829,174,700,1311
830,363,1261,4485
831,24,480,1097
832,286,154,1129
833,68,29,107
834,315,3955,1088
835,102,1728,1751
836,395,345,1053
837,24,498,4277
838,183,529,1462
840,319,3030,3385
841,187,149,272
842,174,1688,320
845,292,297,1834
846,360,1165,1451
847,362,2082,2046
848,102,3184,254
849,355,122,476
850,183,1043,1882
851,42,5142,16
853,355,1098,3368
855,102,51,2627
856,174,1592,690
857,174,2738,4726
858,102,1237,814
859,360,1795,1133
860,102,1010,2658
861,286,4442,15
865,150,865,25
866,42,710,61
867,150,31,2378
869,360,633,4194
870,46,1746,1490
871,187,3286,618
872,46,531,2022
874,329,874,186
875,373,446,603
876,225,1604,785
877,398,200,3372
878,116,331,2400
879,329,30,1740
881,363,137,2777
882,148,402,1944
883,42,2000,810
885,102,3638,3048
886,68,1317,4936
887,102,1725,135
888,225,550,1529
889,116,384,2875
890,102,180,20
891,292,4313,723
892,116,29,433
893,292,1899,692
895,35,415,2382
896,148,75,3818
897,315,2392,1679
899,35,2385,2142
900,102,3877,4875
901,395,922,2950
902,416,1329,922
903,24,991,2320
904,319,5108,406
905,398,2126,2016
908,204,288,3151
909,398,220,406
910,204,2540,4595
911,24,1965,1761
912,416,781,2895
913,315,1642,3051
914,435,1320,32
915,416,131,2371
916,148,2966,160
917,373,3030,4100
921,330,1813,272
922,183,1329,314
923,116,290,317
924,116,3356,4663
925,398,5129,3220
926,315,1587,390
927,398,2379,1578
928,150,317,928
929,42,1886,73
930,42,1657,3593
931,42,2842,956
933,444,370,738
934,204,2396,789
935,329,1025,933
936,444,1476,3580
939,416,7,3624
941,435,1580,1519
942,116,1994,1300
943,24,5024,136
945,150,1931,193
946,435,3660,52
947,102,2376,107
950,362,706,2272
951,416,12,836
952,183,1579,191
953,292,128,371
954,116,1751,769
956,183,4140,2769
957,46,26,840
958,204,858,134
960,24,2214,2518
961,116,589,5195
963,187,2225,380
964,150,19,201
965,319,2355,3108
966,292,2604,1128
967,398,4106,920
970,286,48,2961
972,35,3763,2567
974,116,902,291
975,116,673,796
976,24,2369,222
977,435,1149,499
978,46,4197,1749
979,46,3740,479
981,42,1052,3255
982,148,2555,928
983,187,3430,314
984,148,1157,2263
987,362,760,1166
988,174,4531,1637
989,102,1495,405
990,286,1033,1318
991,24,2498,212
992,435,749,1494
995,183,1927,554
996,204,443,2050
997,42,3899,25
998,116,1221,1006
1000,116,589,228
1001,395,2206,866
1004,42,1099,53
1006,360,4763,698
1007,174,997,112
1008,68,2268,1366
1009,435,503,977
1010,116,2822,5007
1011,187,1339,2147
1013,355,611,525
1014,46,1061,1249
1015,116,2705,49
1016,329,2308,3755
1017,444,1525,2526
1018,444,179,170
1019,416,3913,4046
1020,46,941,328
1022,174,507,156
1023,444,1153,8
1024,102,1050,596
1025,329,2648,2746
1026,116,2326,2273
1027,187,117,2327
1028,292,1217,3870
1031,148,3108,1039
1032,204,2051,5028
1033,286,921,220
1038,116,1818,3104
1039,373,12,795
1040,292,2107,831
1042,42,1135,1240
1043,42,851,322
1044,174,2356,607
1045,315,4665,3111
1046,355,563,2991
1047,360,4,946
1048,24,1406,965
1049,35,2382,4512
1050,330,602,1199
1051,46,3238,57
1052,42,1851,1414
1053,435,503,325
1054,355,168,1978
1055,102,270,4986
1057,35,1421,2373
1058,360,567,3907
1059,24,1630,577
1060,102,1050,4900
1061,46,293,1302
1062,116,721,872
1065,435,248,153
1066,315,2389,2829
1068,204,560,1490
1070,416,3466,2774
1071,24,1585,33
1073,24,757,101
1074,444,433,2616
1075,116,334,2242
1076,42,1798,574
1077,330,711,422
1078,363,2041,1665
1079,329,448,966
1080,42,1274,522
1081,319,1865,727
1082,292,720,79
1083,148,763,1695
1084,363,40,3047
1085,102,521,1834
1086,187,1675,1974
1088,315,252,405
1091,204,3666,907
1092,286,1779,1633
1093,444,170,1124
1094,42,662,2373
1095,319,312,198
1097,292,55,1835
1098,329,2680,189
1099,362,400,1406
1100,150,1851,741
1101,42,4505,155
1103,148,896,440
1104,68,835,38
1105,42,5187,438
1106,174,710,3547
1107,183,207,486
1108,373,445,3483
1109,395,381,3014
1110,24,480,4353
1111,68,1765,1520
1113,46,978,3920
1115,416,131,300
1116,435,3158,429
1117,68,4493,935
1118,398,597,984
1119,355,1821,1574
1120,102,26,1840
1121,187,582,1360
1122,204,107,835
1123,373,917,639
1124,416,10,3823
1126,46,334,21
1127,150,2281,149
1128,183,641,909
1134,42,4505,835
1135,42,343,507
1136,24,94,137
1137,360,1044,175
1139,24,1403,2986
1141,42,2335,4099
1142,360,3003,570
1143,46,2680,1999
1144,24,2034,325
1146,187,2148,25
1147,315,2689,1399
1149,24,1872,425
1150,24,706,400
1151,395,232,283
1153,24,84,44
1155,183,3317,2283
1157,204,1068,4505
1158,319,1673,129
1160,174,245,1291
1161,42,2706,63
1162,292,251,146
1163,363,27,967
1164,330,497,400
1165,360,813,168
1166,319,4511,1148
1167,35,311,110
1170,292,1075,3066
1171,315,2321,2718
1172,315,1147,2321
1173,204,4700,10
1174,363,951,1008
1175,225,1914,1576
1176,363,4019,4788
1177,35,1225,1429
1179,148,530,4281
1180,174,1309,688
1183,35,1944,2583
1184,363,760,5131
1185,362,170,4192
1186,102,921,791
1188,174,25,967
1189,24,2538,5074
1192,330,497,13
1193,183,2073,521
1194,35,2603,19
1196,315,827,1478
1199,24,664,1989
1200,398,2126,2661
1202,46,1603,1575
1207,42,1094,1962
1209,68,162,2170
1211,398,1062,784
1212,35,601,873
1213,355,3579,264
1216,204,1717,1032
1217,150,1127,108
1218,398,2305,173
1219,68,4405,2230
1220,68,3645,645
1221,148,1295,429
1222,444,494,1639
1225,435,990,907
1227,46,1372,501
1228,363,342,572
1231,148,1083,93
1232,46,1061,275
1233,24,2521,3599
1234,46,791,2610
1235,373,387,1464
1236,225,99,1216
1237,102,125,1524
1238,42,966,457
1239,148,3190,2869
1242,363,77,168
1243,68,51,927
1245,315,1586,528
1246,148,1431,1553
1247,24,2860,4234
1248,204,2173,3008
1250,330,2598,1410
1251,355,1013,69
1252,183,1334,3519
1254,102,1521,433
1255,150,2867,783
1256,416,59,354
1258,183,2097,861
1260,292,67,235
1261,435,857,972
1262,68,2526,904
1263,319,1194,3196
1265,68,1265,2649
1266,362,3423,369
1267,204,318,3611
1268,148,4339,3777
1269,204,4936,2043
1270,24,1526,1579
1272,42,5187,128
1273,373,440,45
1274,435,320,1382
1277,42,223,737
1279,68,1811,1227
1281,416,1348,623
1283,292,953,170
1287,355,997,683
1288,46,721,2664
1289,398,2956,4683
1290,42,1238,324
1292,42,3009,819
1293,355,2845,3844
1295,148,1564,1100
1297,360,1714,277
1298,46,2944,2352
1299,330,593,2504
1300,24,2956,1182
1303,330,356,891
1304,292,1283,364
1306,444,1685,1908
1307,204,1186,365
1308,330,3259,202
1309,174,821,11
1311,225,1550,54
1312,204,1157,1204
1313,42,5187,438
1314,395,2357,2632
1315,35,1443,705
1317,102,358,3698
1318,46,921,867
1320,398,1320,3069
1321,42,482,137
1323,46,4560,459
1324,204,508,3253
1325,292,1110,1922
1327,24,757,65
1329,183,4144,361
1330,42,245,647
1331,330,3588,1438
1332,315,133,288
1333,148,3190,1450
1334,42,1238,1118
1335,286,2877,128
1338,150,2547,2890
1339,315,304,3046
1340,148,497,699
1342,292,4042,1893
1343,416,2116,1446
1344,102,3877,95
1345,225,1963,4824
1347,373,4266,359
1348,330,36,972
1349,319,1750,4768
1351,174,1149,1110
1353,204,4250,11
1354,68,1209,143
1355,174,285,4442
1357,435,992,486
1358,68,659,2279
1359,148,1351,4919
1360,68,3156,694
1361,204,1091,894
1362,362,3929,556
1363,204,4684,2766
1365,204,1547,702
1366,330,1250,37
1367,398,967,892
1370,355,332,25
1371,362,783,4112
1372,46,3112,1534
1373,174,4943,745
1374,330,3583,73
1376,204,1248,2376
1377,286,28,399
1378,225,498,5172
1381,35,2291,195
1382,292,3988,1019
1383,362,740,3956
1384,315,3376,1611
1385,46,93,969
1386,329,909,1607
1390,315,4135,3551
1391,204,4936,4389
1392,330,352,3822
1393,116,1393,2367
1394,150,3226,3813
1395,330,532,911
1396,42,4108,2663
1397,225,578,728
1399,315,1332,3975
1400,24,2928,4024
1402,355,4131,2053
1403,24,4241,796
1406,319,455,1260
1408,24,2369,178
1410,319,774,2763
1412,35,3701,2823
1413,174,6,2977
1414,444,291,257
1415,42,4047,289
1417,355,188,12
1419,355,1816,29
1420,35,1381,213
1421,35,629,2723
1422,24,2445,2250
1423,315,134,2709
1424,174,2614,3329
1425,315,1196,1001
1426,68,186,596
1427,315,2170,4322
1428,204,2086,674
1430,315,649,3755
1431,148,2610,2286
1432,416,912,2565
1434,315,1245,118
1436,148,302,335
1438,362,858,553
1439,329,4697,56
1440,24,4018,86
1443,174,2738,1052
1444,204,1173,305
1445,329,3218,3540
1446,373,1273,1615
1447,46,5028,405
1449,286,271,636
1451,35,3701,3936
1452,46,1942,4030
1453,373,1235,963
1454,116,788,630
1455,68,133,124
1456,42,888,4744
1458,315,3543,2389
1459,148,2650,630
1460,329,1386,2448
1462,42,457,452
1463,68,1691,1035
1464,398,1591,958
1465,204,1186,125
1466,225,618,1997
1468,42,335,1993
1469,102,145,3845
1471,46,633,2257
1472,292,3917,2656
1473,363,3653,297
1474,315,1258,2103
1475,204,133,1911
1476,444,125,3911
1477,68,81,3235
1478,315,2111,4626
1479,183,1819,26
1480,46,3231,1051
1485,315,3353,2111
1489,363,224,2500
1493,24,3881,1593
1494,395,667,73
1495,102,3406,1068
1496,444,1127,410
1497,360,247,3941
1498,46,1167,2810
1500,435,712,810
1501,68,784,1008
1503,187,582,486
1504,329,149,354
1505,355,4568,1778
1506,102,1243,2408
1507,183,266,418
1508,315,1633,159
1511,148,58,208
1512,315,445,1867
1513,102,2552,169
1514,68,2977,3224
1515,444,43,270
1516,148,896,771
1519,363,2473,110
1520,330,2749,1657
1521,68,702,3388
1522,398,365,898
1523,183,4144,3272
1525,46,1051,3436
1526,24,1270,72
1530,148,1351,938
1531,398,4579,1988
1534,187,2817,384
1535,315,2111,134
1536,373,331,2684
1539,183,624,5133
1542,315,1599,2142
1543,416,2966,4018
1544,292,2604,1278
1545,68,1348,91
1546,24,2993,303
1547,102,1469,3410
1548,150,1662,2941
1549,373,2223,1657
1550,398,1703,3345
1552,174,1592,406
1553,416,3913,771
1558,42,639,111
1559,319,1766,1567
1561,35,3453,743
1564,148,473,56
1565,148,652,197
1566,319,2518,3448
1567,24,2412,454
1568,24,404,2547
1569,292,2421,533
1570,174,285,1520
1571,148,1333,1296
1572,46,2411,921
1575,46,477,916
1576,330,3074,125
1579,183,2455,3995
1580,435,551,1
1581,150,861,3366
1583,46,3984,460
1584,116,942,219
1585,24,1948,2263
1586,315,153,3910
1587,315,2060,1334
1588,355,693,1991
1590,183,901,1636
1591,204,3877,2387
1592,24,5024,629
1593,315,2689,528
1595,360,156,1978
1597,435,503,57
1598,150,1792,4523
1599,315,1901,2111
1600,329,667,3811
1602,292,264,803
1603,46,347,639
1604,225,876,2024
1611,315,2446,348
1612,225,1471,29
1613,116,249,721
1614,373,2114,480
1615,24,2739,1440
1616,102,3331,173
1618,225,223,2137
1619,329,79,531
1622,46,312,123
1623,46,4061,3494
1625,444,1167,1074
1628,68,491,2805
1629,204,2319,2354
1630,24,4709,11
1631,373,2114,4591
1632,435,652,320
1633,315,1535,686
1635,174,2614,5070
1640,204,1591,1454
1641,319,2490,1560
1642,315,88,1293
1643,398,4780,411
1645,355,411,271
1646,315,1423,1810
1648,292,4216,1991
1649,68,4386,3963
1651,46,1850,1279
1652,148,1031,506
1653,24,547,9
1654,315,5058,4597
1657,183,952,121
1658,416,1783,822
1659,292,1801,565
1661,286,1400,4546
1662,150,1103,1211
1663,330,3641,3228
1664,315,1258,2103
1666,225,427,1019
1667,116,76,1096
1668,35,1123,392
1673,319,596,1347
1674,360,2462,325
1675,187,291,540
1678,183,3176,18
1685,360,779,217
1687,362,1327,30
1688,148,1295,550
1689,373,179,2828
1690,24,2860,3807
1691,363,481,1184
1692,116,2626,125
1693,362,1246,1233
1694,286,4331,69
1695,373,568,2431
1696,116,2405,2367
1697,292,1170,3100
1698,286,423,3687
1699,225,309,255
1700,46,1552,3466
1701,315,2713,1025
1702,102,3877,623
1703,398,1854,333
1704,292,700,41
1705,204,242,1992
1706,46,3708,583
1707,363,819,328
1708,174,997,3242
1709,102,310,3420
1710,315,2151,1134
1711,116,1452,269
1712,398,2071,195
1714,183,188,768
1717,204,908,1685
1718,24,2004,1822
1719,24,13,2042
1722,174,2305,104
1724,148,2124,4484
1725,444,207,387
1726,116,1818,788
1727,187,420,3224
1728,102,1976,231
1729,102,900,3312
1730,204,778,427
1733,35,1170,176
1734,183,305,351
1735,35,1752,11
1736,360,400,1459
1737,416,2768,2634
1739,150,221,1446
1741,174,21,3476
1744,102,560,3204
1745,35,858,1614
1746,46,750,2293
1747,148,284,876
1748,35,4653,0
1749,150,2867,4673
1750,319,1561,289
1751,187,117,2076
1752,35,2929,1364
1753,444,377,162
1755,315,1512,1458
1756,24,651,94
1757,398,4926,597
1758,35,4520,265
1759,362,396,2012
1762,398,1629,117
1763,42,399,849
1765,68,1775,1474
1766,24,965,918
1768,330,1001,982
1771,319,1673,198
1772,35,207,1867
1773,315,515,1528
1774,435,1917,2127
1775,68,2219,310
1776,315,2789,1425
1777,46,1237,93
1778,225,3549,784
1779,286,4848,760
1780,150,4034,2056
1781,183,1559,51
1782,286,1252,3340
1783,416,902,1085
1786,292,3789,2169
1787,225,2032,1
1788,68,230,571
1789,24,2752,3365
1791,292,1907,3971
1792,315,2622,1324
1794,319,2518,2365
1795,360,1736,813
1796,363,2263,44
1797,292,179,223
1798,42,2453,145
1799,35,1225,2694
1800,292,2402,2518
1801,292,4494,3259
1802,46,318,2260
1803,363,1228,3301
1804,416,26,3013
1805,174,846,1211
1807,150,2,1370
1808,315,2103,1088
1809,24,4241,2036
1811,68,4231,876
1813,373,56,4616
1814,329,50,2251
1815,398,2305,173
1816,355,544,1127
1817,373,772,3577
1818,360,3226,306
1819,183,2632,390
1820,187,3532,1365
1821,148,429,1919
1824,187,3348,3104
1826,330,1981,95
1827,42,2424,3974
1828,46,1899,1449
1829,68,478,1420
1830,329,2200,1982
1833,24,1849,764
1834,187,4705,585
1835,46,1480,1083
1836,35,840,1873
1837,174,4943,461
1839,24,960,1180
1840,102,463,2340
1842,444,207,891
1843,330,266,2100
1844,187,2963,8
1848,435,914,897
1849,35,64,481
1850,46,394,1125
1851,42,406,839
1852,24,2754,303
1854,398,1525,32
1855,174,525,130
1856,150,1299,2671
1857,148,942,16
1859,68,835,998
1861,444,1153,1141
1863,416,951,4711
1864,102,555,3123
1865,319,935,1734
1866,174,2413,3666
1867,292,2548,2105
1870,183,347,995
1871,24,1763,70
1872,363,3037,1919
1874,24,261,1882
1875,174,700,4
