0,1,2,3,4
92,3952,150,157,123
92,243,150,229,4099
92,256,286,191,1076
93,38,174,2035,2181
93,310,102,1444,26
94,333,355,21,233
94,1344,102,424,1513
95,359,183,628,205
95,1028,292,1800,8
95,996,204,958,916
97,947,435,2986,176
97,3728,42,597,622
97,1054,355,1417,2785
98,4303,42,223,3874
98,551,435,48,334
99,3644,35,3883,340
99,808,398,1815,2514
100,92,35,2998,349
100,1952,35,1978,2762
100,1468,286,581,1110
101,1867,292,1899,4790
103,2755,150,385,3372
103,1025,363,426,17
104,1083,148,440,675
104,270,102,2903,1480
104,4393,174,33,188
105,1117,395,2460,3045
105,457,24,4041,2181
106,365,398,3870,248
106,775,183,2073,1125
106,659,68,1897,375
107,1079,329,76,1613
107,313,395,4515,3731
107,783,68,5146,1623
108,669,444,4334,2951
108,761,68,1514,27
108,4354,330,3970,2267
109,3557,24,2521,2935
109,369,35,3649,621
110,253,292,4042,1288
110,914,174,3526,3465
110,849,355,222,949
111,3325,42,517,426
112,101,329,1504,27
112,1787,225,876,4374
112,733,360,3226,719
113,413,116,0,580
113,57,362,1193,95
113,1741,174,1004,1977
114,1374,68,1751,768
114,4032,46,1835,984
114,3045,395,2560,1269
115,1031,148,4830,932
115,108,355,3547,4515
115,21,292,3642,455
117,824,355,1307,2368
117,1750,319,4080,409
117,2237,46,870,3770
118,1661,286,4187,3719
118,1630,24,3618,3774
119,4511,319,1406,653
119,2028,373,1657,1392
120,705,42,4303,2119
120,1123,35,38,164
121,721,416,4829,870
122,1613,116,0,2137
122,279,68,153,1425
122,746,204,1353,2184
124,797,46,1945,1444
124,550,46,3680,645
124,886,68,172,2128
125,3727,204,133,1490
125,1469,68,1357,818
126,250,360,1137,1720
126,1331,330,1649,1354
126,2867,68,1127,4001
127,1137,355,1287,2312
128,1603,46,743,149
128,642,444,456,234
128,5187,42,665,236
129,743,46,334,1055
129,4200,174,27,746
130,804,150,1780,747
130,1700,46,502,3193
132,210,148,2783,1114
132,1778,225,377,544
133,153,315,1633,1654
134,1220,68,122,530
134,2530,315,1423,2982
135,2148,187,2148,611
136,1402,116,3806,5099
136,2309,24,976,3607
136,4814,187,3645,1785
137,487,24,1359,1602
137,333,355,3196,1571
138,1146,187,3429,860
139,6,363,72,670
139,172,68,2572,316
140,9,24,1910,3784
141,4202,204,2903,1068
142,75,42,1787,1565
142,798,148,3924,129
143,583,148,3437,1260
143,2143,174,745,1518
143,837,24,4423,85
144,611,355,16,421
144,4200,46,957,571
145,26,68,1227,1547
145,454,150,1856,4218
146,627,148,3590,368
146,2750,24,4018,1708
146,836,395,2719,2440
147,983,46,742,538
147,553,395,2357,1818
149,1885,360,525,2490
149,3171,148,1688,73
149,939,416,2160,4020
151,837,24,1018,1304
152,340,373,5,1908
152,38,416,2127,660
153,332,398,887,2587
153,399,444,1909,349
154,163,183,266,213
154,598,319,151,2749
154,335,187,450,379
155,366,373,159,251
155,2176,46,1911,634
155,1544,292,4029,1881
156,1071,24,1165,5174
156,1216,204,4700,378
156,855,116,3433,30
157,69,363,1598,484
158,1167,35,417,3012
158,289,286,699,3770
158,213,360,121,2909
159,1157,204,4253,610
159,3317,183,78,2539
159,678,42,1758,583
160,1497,395,1001,1299
160,2384,416,26,2896
161,202,395,3624,169
161,885,102,1254,797
162,834,315,590,2463
162,149,187,2149,5012
162,1633,315,2446,1586
163,966,24,215,735
163,1297,416,805,4320
164,1373,174,429,86
164,905,398,1047,88
164,1238,286,93,249
165,3644,35,331,85
166,1117,395,1428,3536
166,3225,416,3110,2323
167,79,187,280,3669
167,700,42,601,1748
168,895,35,3530,558
168,3348,363,176,251
168,1083,148,248,2087
169,2037,68,442,958
170,7,286,2179,1510
170,252,373,6,1673
171,307,373,205,3276
171,500,225,2119,4166
171,1699,225,79,2081
172,248,435,1231,3438
172,1013,355,4794,869
172,89,360,1794,155
173,1705,204,4418,1375
175,132,373,3108,2355
175,4041,24,3438,4814
175,52,225,0,2305
176,418,292,1479,2223
176,358,102,290,1347
176,1295,148,2899,1313
177,1298,46,4623,1974
177,27,363,881,3773
177,4962,286,476,316
178,0,68,2171,4131
178,1941,204,2049,878
178,0,416,131,1094
179,2464,148,402,1395
179,1,225,449,834
180,1160,398,2025,307
180,1068,204,318,2074
181,106,355,2784,2158
181,161,174,396,3905
182,418,42,265,3635
182,9,24,1809,189
182,2839,24,1378,2343
184,1786,292,875,218
184,2127,35,1925,2537
185,1279,46,1068,2068
185,1014,68,1781,301
186,95,225,99,107
186,4065,68,2037,886
188,865,286,533,369
188,494,355,2062,4962
188,25,35,369,213
189,456,416,124,1576
189,75,42,3470,4527
190,1421,362,2470,78
190,2305,174,2740,2997
191,2605,315,2530,1397
191,217,24,327,41
191,4846,395,521,1190
192,1923,150,1476,5
193,3583,330,1678,2552
194,610,225,1726,1715
194,736,355,201,1644
195,408,174,677,4554
196,1055,102,1000,4550
196,1015,116,288,1173
197,982,148,4433,429
197,1645,187,2659,973
198,911,24,217,1040
198,469,360,238,422
199,2,362,3423,1795
199,2115,24,2543,149
200,111,183,543,458
200,1519,363,951,4260
201,3480,148,210,5062
202,242,204,1054,1465
202,1946,46,1498,29
203,1472,319,725,987
203,1393,46,848,530
205,2089,24,1874,803
205,883,42,110,679
206,586,35,22,4246
207,499,292,3056,3701
207,12,360,800,98
207,55,363,289,1221
208,2371,355,139,4141
208,1419,355,236,4599
208,2004,435,1165,5195
209,1571,435,914,402
209,166,35,3537,4299
210,88,68,1077,1961
210,3013,225,2137,504
210,1353,204,489,2113
211,216,116,2745,4642
212,2471,329,5136,32
212,530,35,369,1925
213,1193,183,188,251
213,2029,35,164,2911
213,30,42,4436,2690
214,1353,204,746,994
214,252,225,83,1651
215,1525,204,1353,450
216,50,329,92,50
217,92,330,3583,3420
217,592,362,369,2119
218,929,42,3761,1285
218,1476,444,299,4902
218,297,416,251,2192
219,459,187,1628,508
219,460,225,2625,7
219,106,355,3909,1367
220,2536,183,314,922
220,374,150,928,445
221,1506,102,3968,1008
221,256,286,3582,3433
222,2105,24,931,198
222,284,148,4429,3442
223,3653,363,1304,1840
223,140,174,208,626
223,1805,174,857,270
224,1856,183,2634,307
226,1307,24,4539,333
227,106,355,1598,882
227,498,363,130,5023
228,1393,102,3035,190
228,2169,398,2181,2393
229,759,292,1382,3254
229,2515,292,1899,74
229,48,435,572,26
230,2237,46,477,93
230,1123,35,2385,1458
230,1227,183,1329,3370
231,1270,24,1165,713
231,615,150,3942,224
231,3032,360,1685,3003
232,1927,183,716,79
232,804,150,188,43
232,507,362,760,3772
233,3020,362,1421,1047
233,1425,315,2060,2247
234,1918,416,1269,2705
234,2087,42,1766,1721
234,410,187,1011,1094
235,79,363,1121,234
235,211,398,216,3604
236,586,35,2389,2622
236,438,24,1453,693
236,709,292,699,280
237,2269,46,2756,1
237,1362,362,783,207
237,1748,35,252,934
238,14,225,378,4177
238,992,174,81,2372
238,1558,42,856,1495
239,1199,42,883,1795
239,1199,360,2043,1941
240,227,148,473,1275
240,886,68,49,693
240,694,183,1843,951
241,117,187,321,2705
241,2508,395,207,50
241,117,373,254,477
242,1449,330,3583,114
242,2524,204,1391,1397
242,1454,116,715,683
243,2852,355,3222,197
244,442,292,621,2953
244,941,435,344,658
245,1493,24,2445,1156
245,974,116,121,540
245,3952,150,115,1594
246,1850,225,51,2165
246,303,174,1875,986
246,2112,46,809,4355
247,712,435,1061,784
247,742,204,2337,4331
247,4239,35,370,624
248,50,329,268,53
248,1746,116,29,1033
248,25,398,877,3508
249,1189,24,4005,25
249,93,373,1657,601
250,3316,35,1295,640
250,2838,42,1049,4943
250,2787,116,2002,828
251,499,292,1075,231
251,1412,148,1772,4005
252,448,373,3548,640
252,727,395,1001,694
253,153,68,3512,205
254,1377,360,238,866
254,1739,150,300,675
254,3108,148,3869,574
255,1712,398,1511,75
256,923,116,2667,622
256,2300,35,2351,34
257,366,373,3673,1137
257,3155,187,2244,167
257,4,398,808,730
258,853,355,494,2584
259,4926,398,218,1668
259,4393,174,706,50
259,49,102,0,2381
260,77,373,559,458
260,1113,102,230,2365
260,14,360,135,200
261,1318,68,2268,901
261,25,398,2403,40
261,2393,444,206,3364
262,4355,395,130,860
262,38,435,941,3206
262,837,24,1359,745
263,262,362,372,189
263,639,42,3526,2015
263,431,395,727,3177
264,573,363,130,1175
264,392,42,573,694
264,931,24,966,4084
265,1018,24,3940,1326
265,1297,150,132,14
265,842,362,5034,1355
266,232,35,3505,3388
266,234,416,574,965
267,108,360,247,1138
268,1977,174,715,642
268,4121,398,378,3075
269,320,360,206,3516
269,1020,46,2399,5007
270,732,363,152,387
270,2125,444,92,2493
270,1268,148,3964,1351
271,657,42,635,1764
271,120,148,1421,171
271,470,225,1,3939
272,2251,329,5136,32
272,227,444,832,805
272,92,360,110,4671
273,3493,319,1081,326
274,613,435,58,599
274,307,416,915,400
275,423,373,4340,2080
275,1550,398,1629,3834
276,700,42,1134,4115
276,1511,148,579,4338
277,2428,363,1025,154
277,3370,330,4337,4020
278,2545,46,2781,2161
279,560,102,946,872
279,55,292,297,1610
280,3170,360,529,1814
280,636,42,5187,1398
281,1678,330,1001,1331
281,221,174,4200,7
281,2120,398,1525,12
282,8,329,101,3530
282,3897,68,1262,2810
283,3816,330,3995,2793
283,2628,330,4900,667
283,323,116,1062,141
284,508,416,912,687
284,2793,68,3119,114
284,992,174,547,9
285,1989,148,449,0
285,4423,24,2860,2735
287,3438,24,2308,137
287,840,319,3760,2688
287,623,46,2560,560
288,1376,116,652,720
288,449,225,55,203
289,4,360,208,2675
289,72,363,3918,136
290,279,68,133,3124
290,2824,315,1654,376
290,2352,68,3505,3388
291,497,148,2845,1772
291,123,363,123,223
291,698,416,285,2095
293,478,362,858,4236
294,320,435,749,559
294,447,42,249,171
295,423,286,687,2478
295,228,68,3033,296
295,314,362,3882,722
296,730,398,3740,54
296,3779,24,3881,2141
297,538,148,1857,247
297,2993,24,3522,1153
297,33,187,746,32
298,2554,183,13,3056
298,2158,319,1263,128
298,626,355,563,346
299,1344,102,1616,1927
299,65,116,290,1620
300,45,360,2668,1103
301,2118,102,2168,1105
301,2348,398,3710,2454
301,708,292,128,389
302,2596,319,1194,5140
302,254,319,1472,203
303,78,373,1975,2036
303,279,68,1781,499
303,2953,35,5102,22
304,1360,68,186,95
305,347,183,1008,124
305,1014,68,124,1480
307,1311,225,82,1343
307,3056,292,1283,464
308,1992,24,1598,1456
308,1791,292,2359,403
309,741,150,602,2742
309,2572,116,998,717
310,93,46,2500,311
310,2461,373,601,359
310,828,435,1505,1264
311,260,435,1500,2968
311,573,363,231,3547
311,1274,225,64,956
312,147,42,265,245
312,2343,183,4969,22
312,216,398,3740,29
313,872,46,2578,401
313,153,68,3930,784
314,1109,330,2949,4886
314,366,362,372,1853
314,1348,68,192,3139
317,454,150,561,3876
317,250,360,2290,1717
317,221,174,481,64
318,823,187,4237,851
318,3779,24,4018,440
320,1293,355,712,2778
320,1161,360,156,825
320,399,42,1907,4534
321,1506,68,1103,129
321,254,319,151,213
321,830,363,1086,563
322,599,148,583,1837
323,699,286,3084,625
323,106,355,1287,826
324,779,148,1274,3943
324,666,319,4080,1260
324,1057,35,2256,238
325,3778,24,3664,1300
325,3057,373,804,1387
326,124,225,71,48
326,4700,204,2980,2994
326,427,225,445,1521
327,2305,174,1007,1464
328,146,362,222,1724
331,92,292,155,159
331,141,102,4711,133
331,288,204,1629,3290
332,3284,68,445,2544
332,410,444,2125,484
332,1228,363,131,291
333,120,35,434,734
333,2316,225,1311,2650
333,2483,24,1493,28
334,527,42,2842,1750
334,3720,35,581,2361
334,1118,398,218,3853
335,302,24,602,5150
336,1185,362,3437,666
336,159,373,1631,1111
337,300,355,3579,2518
337,910,204,717,3
338,141,102,4109,986
338,913,315,820,4797
339,610,225,4381,3996
339,141,102,4336,1019
340,966,292,1697,78
341,1878,24,1408,231
341,1110,292,13,3276
342,563,355,701,298
342,1516,435,4281,3780
343,847,398,300,967
344,525,24,2584,638
344,274,183,1678,2526
344,40,363,533,4219
345,1826,330,478,3448
345,2335,42,3325,885
345,409,148,1231,4022
346,1272,42,340,703
346,563,355,2931,1195
347,1177,360,1149,1964
347,263,362,549,1074
347,263,362,1306,949
348,1775,68,3512,2286
349,105,319,3352,1370
349,478,42,3522,66
350,1938,187,983,7
350,702,68,1521,1623
351,2181,398,4106,4208
351,4326,68,179,78
351,2701,174,140,1428
352,636,24,308,1791
352,946,102,3043,1862
352,1909,444,4334,3031
353,71,225,440,120
353,1292,174,1180,3834
353,1807,150,3728,164
354,1307,355,4302,157
354,1354,68,3312,381
354,1256,416,1432,1942
356,3556,330,2268,3757
356,271,150,2281,233
356,4472,395,2917,751
357,2627,225,121,41
357,2782,148,3590,760
357,3029,355,2784,4759
358,176,204,1186,2008
358,1469,68,569,49
359,356,330,1370,2176
359,2,68,5146,4455
361,887,398,2120,468
361,4090,35,207,1243
361,16,150,1099,97
364,1061,102,1050,2671
365,307,286,2578,614
365,878,116,1010,166
365,878,116,1221,3613
366,459,187,582,3733
366,793,148,1412,208
366,234,416,156,425
367,570,329,352,28
367,804,150,3423,2057
368,1965,24,13,2503
369,1657,42,1456,1410
369,2663,225,897,34
370,2421,319,1771,128
370,738,416,1863,520
371,953,292,2190,2140
372,2571,292,2707,1350
372,266,183,1001,1321
374,52,319,4660,1349
374,202,395,1323,632
375,2699,102,5,1354
376,75,42,1546,465
377,482,355,3447,506
377,29,68,3958,2845
377,927,398,25,977
378,941,435,3747,4260
378,3196,435,429,236
379,1100,150,2169,2578
379,2045,187,823,2752
381,584,150,241,364
382,219,42,639,84
382,1837,174,2,1334
382,2713,435,551,98
383,3612,416,10,1197
383,1804,416,3913,2659
383,3824,329,1177,4961
384,136,42,22,4087
385,2602,35,819,190
385,2158,319,596,114
385,59,150,682,234
386,945,150,354,555
386,1526,24,3784,765
387,1015,187,459,515
387,262,362,1252,3203
388,584,150,2,567
388,139,398,2356,706
388,77,363,386,712
389,845,174,2413,1717
389,845,174,677,2031
390,340,373,156,670
390,1701,315,3376,3079
390,1084,286,606,4088
391,877,398,1899,3856
391,1122,204,515,1216
391,2740,204,4202,3750
392,77,363,78,1443
392,923,150,157,4982
392,262,362,825,110
393,1688,148,473,2620
393,1049,42,3125,1212
393,1295,35,4212,3030
394,3857,24,965,1406
394,259,292,350,3685
396,856,42,474,1661
397,1111,355,4982,1517
397,1055,102,1717,19
399,322,148,2966,538
399,3570,330,3588,591
400,252,225,1699,1361
400,144,373,4609,3968
400,1101,42,505,2565
401,396,174,1900,2268
401,2498,24,112,1282
402,180,102,104,2174
402,364,42,3985,386
403,2860,24,4557,655
403,1938,187,564,2150
404,713,416,2919,424
404,198,35,164,72
404,499,373,3068,4384
405,981,24,1983,347
405,821,174,2318,397
406,840,319,725,699
406,3087,42,248,1588
406,1971,319,406,1003
407,1345,225,19,595
407,950,187,823,971
407,1027,187,194,130
408,210,46,371,2639
408,3230,24,25,1144
408,965,174,1443,661
409,97,42,340,3758
409,2357,395,1663,3608
410,658,355,1645,446
410,260,435,1059,1233
410,1304,292,1940,3395
411,31,204,2216,3668
411,2343,183,5032,4785
412,1402,355,342,301
412,1366,330,602,845
413,2524,204,1941,300
413,543,24,911,1447
413,1143,46,2560,1575
414,676,373,179,1273
414,98,355,1266,536
415,4946,444,2999,1427
417,193,373,440,686
418,653,24,1073,1930
418,1824,187,3314,1172
418,714,42,1780,1412
419,2553,187,841,1711
419,1180,174,238,1342
420,121,360,1165,1727
420,2813,435,1772,306
421,246,183,283,2945
421,443,150,572,1174
421,242,46,1234,3383
422,238,330,1649,192
422,2086,102,2792,4020
423,2936,183,553,628
423,209,183,466,2588
423,703,363,3388,1793
424,74,395,283,1900
424,2919,435,3002,6
424,588,150,736,213
425,473,148,1351,3825
425,1872,363,1796,158
426,529,183,1880,605
426,3493,319,935,43
426,22,148,720,9
427,0,355,1548,1116
428,260,435,249,633
428,227,444,206,8
428,1272,42,440,927
429,663,373,4609,349
429,928,150,1078,9
430,6,363,76,511
431,82,225,5038,2615
431,660,148,942,626
431,1778,225,339,3449
432,235,225,1062,88
433,491,225,4392,20
433,29,116,1062,64
433,384,116,3052,1623
434,38,150,143,279
434,2431,68,483,3830
436,1579,183,3151,2009
436,1570,174,3071,536
437,578,174,429,1875
437,352,24,4241,1139
437,1000,116,902,3356
438,636,292,2313,2361
438,2714,319,3535,512
439,2031,35,1242,559
439,322,148,1724,247
439,525,174,974,2378
440,1550,398,1218,776
440,2345,329,1751,1464
440,287,174,4648,2456
441,377,363,377,1442
442,2027,174,208,47
443,71,225,15,2234
443,963,187,3348,463
445,370,35,3176,1242
445,889,116,1163,462
445,1514,42,1101,1303
446,36,102,1344,573
446,11,24,251,4634
447,2605,315,3574,3121
447,1595,360,2711,56
447,134,315,1593,4737
448,3475,360,2711,860
448,3056,292,2707,371
448,1719,24,1526,75
449,935,329,1306,3191
449,983,362,366,3245
449,728,148,3964,5125
450,14,225,90,2113
450,449,225,1604,1002
451,2520,46,2756,1082
452,779,355,188,3250
452,1023,225,1236,5176
452,638,373,423,1130
453,275,68,1348,995
453,22,24,118,516
454,753,150,2755,1697
454,3,116,791,12
454,3911,204,835,1525
455,2484,46,3076,1262
455,50,373,568,4023
455,4023,435,248,420
456,222,362,389,333
456,189,435,4103,923
457,260,435,1796,76
457,1569,174,1188,481
457,371,225,1345,19
458,176,363,1121,813
458,859,360,813,2760
458,475,46,1288,4032
459,610,416,3110,71
459,1016,329,76,1694
459,3324,319,480,3367
460,2936,183,850,370
460,1028,292,4154,159
460,2171,68,1220,906
461,4969,183,126,647
461,2215,68,1357,724
462,1597,435,156,2493
462,989,183,2861,2560
463,6,174,200,1245
463,2921,35,81,2018
463,1863,148,1340,1020
464,820,102,2810,1594
464,237,24,2624,1428
465,817,319,112,645
465,128,292,2604,759
465,3208,35,3039,43
466,2714,42,340,498
466,474,286,2667,1436
467,921,330,3524,666
468,32,102,2366,2196
468,321,187,3484,59
468,323,116,417,12
469,16,225,1787,4191
469,1200,398,4106,4208
470,145,102,36,630
470,1990,360,4763,11
470,463,174,1413,520
471,135,444,227,1110
471,331,116,1755,48
471,518,42,1161,207
472,1242,35,1889,4327
472,271,183,264,3673
472,1968,319,2672,2041
473,639,42,70,1655
473,639,362,1421,1148
474,883,42,120,3327
474,58,148,144,2
475,1711,116,1828,32
475,675,42,422,325
475,1238,286,4442,15
476,51,330,3074,2817
477,1800,292,1659,3755
477,1262,68,2215,1365
477,161,204,2740,5182
478,366,362,617,3268
478,693,68,489,1007
478,2267,330,448,207
479,143,398,14,2510
479,3761,42,2815,208
480,817,319,1018,1039
480,1625,444,417,3393
481,1292,24,2620,111
482,30,42,687,2298
482,470,174,0,635
482,712,435,794,423
483,3493,319,1971,1867
483,750,46,794,808
484,221,150,2558,495
484,696,102,3221,712
484,1068,46,623,898
485,1836,35,100,586
485,2356,398,847,596
486,4160,292,1325,63
486,1768,330,1299,1329
486,2267,330,4023,314
487,381,395,1678,2526
487,638,373,850,4231
487,59,150,2415,2267
489,583,148,1724,1216
489,1864,102,502,2118
489,216,225,550,1224
490,1117,395,389,382
490,457,24,2624,2628
491,910,204,1361,2252
491,877,398,645,4370
492,222,355,1111,138
492,746,150,846,2257
492,0,355,76,796
493,735,150,121,334
493,2779,315,588,1340
494,779,435,997,1563
494,394,46,1603,127
495,1268,183,1780,73
496,2536,183,166,1710
496,1633,315,1654,2129
497,3524,330,3556,1050
497,1025,329,2281,2281
497,76,150,2529,440
498,295,187,704,3526
498,1415,42,3917,77
498,2977,68,2977,669
499,389,395,4846,256
499,1371,362,1693,533
499,2838,42,1907,917
500,4496,46,4061,3069
500,466,183,1781,230
500,1674,46,1547,5
501,2484,46,972,482
501,2560,46,872,4596
501,309,360,3226,3336
502,48,286,476,247
502,1180,174,4693,1754
502,1082,292,720,1719
503,343,24,3258,1653
503,896,148,578,5012
503,2525,435,701,1706
504,700,292,709,155
504,216,225,2811,2968
504,908,24,1992,326
505,3911,204,1312,299
505,484,102,4386,1050
506,917,42,342,573
506,238,150,540,78
506,2178,363,448,1583
507,4302,355,611,3453
507,147,373,340,4781
507,1968,319,1263,1084
508,1880,416,698,21
508,2119,225,540,2694
508,1500,435,725,149
509,1360,68,4576,2844
509,318,204,998,133
509,1345,225,4,2183
510,1111,68,1103,1
510,129,116,30,4338
512,1678,68,5027,1793
512,133,204,502,117
513,1150,24,543,1769
513,4531,174,846,656
514,593,435,1009,594
515,353,204,2398,1216
515,1675,174,995,2268
515,1391,116,815,3671
516,939,416,1115,1232
516,426,292,3739,2036
516,159,292,893,1965
517,470,24,325,2723
517,136,42,406,40
517,2986,435,2986,351
518,155,292,4087,497
518,2762,150,964,71
519,975,68,569,103
519,631,102,463,1242
520,1440,286,4089,180
520,915,416,976,3576
520,423,286,2643,217
521,1077,102,858,1227
521,463,102,2903,5189
521,867,395,1314,3390
522,858,150,1813,313
522,855,116,1452,222
522,521,395,1109,2267
523,1406,24,1568,987
523,34,319,4080,2672
524,469,363,137,4345
524,259,292,1162,497
525,73,363,4019,2295
525,136,42,2335,4099
525,779,435,2652,56
526,540,330,1678,512
526,456,416,3151,144
527,578,363,182,3101
528,1324,315,1963,2385
528,895,444,447,1794
528,446,373,7,3656
529,805,416,2966,3437
529,3426,444,4164,642
530,2184,225,230,2301
531,54,225,1397,8
531,290,116,247,2044
532,1151,395,2375,279
533,1331,330,242,3151
533,1990,360,396,3385
534,997,435,1261,513
534,933,373,4609,352
534,64,42,3105,40
535,137,148,1444,288
535,2132,362,4986,69
536,79,329,1814,410
536,772,373,448,966
536,685,46,620,436
537,2453,183,1614,101
537,25,35,143,1291
537,84,360,2493,2970
538,185,416,3522,4512
538,1083,148,2638,58
538,297,292,2493,2970
539,797,116,2465,1873
539,2578,116,2244,2241
539,26,46,318,962
540,1370,329,79,316
540,1024,330,3556,2917
541,547,116,622,772
542,1929,355,143,461
544,2789,187,3604,60
544,2558,150,3591,151
544,350,46,49,3665
545,423,286,3084,802
546,2689,315,1599,62
546,2446,315,2619,134
546,189,435,4281,3780
547,774,319,5029,3739
547,80,355,806,371
548,1358,68,2867,166
548,169,102,890,1107
548,1261,116,3357,2712
549,4875,329,3895,1445
549,2158,319,950,1045
549,2678,373,5022,2
550,334,355,494,2628
550,1116,319,1786,366
551,851,42,1330,4861
551,1001,373,1347,1253
551,803,24,2815,268
552,915,24,1567,3382
552,518,42,342,4
553,1,225,2109,2534
553,86,416,610,556
553,3171,148,1565,1542
554,480,24,803,3055
554,56,373,366,230
555,829,286,2064,0
555,1066,148,1571,118
556,2522,329,3943,108
556,311,35,274,4223
556,665,42,1022,147
557,2784,286,4331,2825
557,377,363,176,2597
557,1993,183,1678,7
558,608,355,3447,1723
558,3720,35,188,123
558,4371,116,4326,240
559,543,24,1059,312
559,475,46,531,1124
559,38,174,2343,71
561,2031,35,4252,4341
561,4041,24,390,3283
562,1110,292,5041,1714
562,324,42,1851,78
562,284,148,1516,276
563,2627,225,95,4814
563,946,148,428,1838
563,132,35,4200,788
564,1985,68,4386,681
565,2705,116,384,1103
566,15,204,730,1201
566,1000,35,809,906
567,2043,360,1685,832
567,284,148,627,374
568,1570,435,4281,526
568,3054,416,939,714
569,3796,102,3529,7
569,2712,330,1243,2073
570,1819,183,230,2073
571,216,116,490,1258
571,2346,102,1725,1337
