N1,A,N2
86,1400,1285
86,1359,1561
86,1155,2072
87,605,1352
87,605,4491
87,4071,1891
88,1920,880
88,68,2053
88,1732,22
89,3636,710
89,556,1720
89,556,200
90,2480,4619
90,4855,2533
90,4855,23
91,1250,4090
91,1116,1471
91,2399,3569
92,329,710
92,1851,92
92,329,4181
93,1880,7
93,4259,180
93,286,1084
94,24,503
94,4406,551
94,2769,3907
95,330,2712
95,532,1298
95,702,62
96,4079,4206
96,4349,1
96,4079,4068
97,850,3300
97,901,4852
97,850,1636
98,758,266
98,355,608
98,4562,822
99,1548,1432
99,2679,2197
99,68,172
100,579,198
100,416,7
100,1400,1388
101,24,84
101,1237,242
101,2977,197
103,3030,438
103,3030,485
103,3385,349
104,102,2055
104,1880,599
104,1186,582
105,1370,1871
105,901,404
105,997,637
106,1819,3757
106,1819,1105
106,355,222
107,3868,4268
107,1505,1712
107,3868,231
108,901,1018
108,901,922
108,3224,420
109,35,5028
109,1329,2892
109,183,1334
110,2104,112
110,5012,2359
110,3582,484
111,2977,456
111,736,213
111,1614,1019
112,292,4898
112,292,3739
112,997,653
113,1164,326
113,579,1861
113,579,213
114,46,685
114,691,456
114,1250,0
115,691,3416
115,736,796
115,478,2632
117,3297,519
117,4331,661
117,1271,1607
118,5118,142
118,1833,9
118,1571,2899
119,2370,687
119,2370,1580
119,578,5174
120,901,1256
120,4814,2951
120,42,3444
121,578,739
121,360,3423
121,360,542
122,68,4552
122,68,3774
122,355,222
123,1819,234
123,1213,88
123,1213,4875
124,1077,959
124,3864,5045
124,1024,310
125,3766,996
125,1186,125
125,921,421
126,1237,4128
126,42,1290
126,1851,1597
127,1851,3051
127,42,1048
127,42,196
128,448,482
128,448,1986
128,812,1383
129,556,914
129,116,1726
129,1116,129
130,4192,4685
130,806,610
130,395,154
131,416,7
131,4406,739
131,5004,403
132,762,3000
132,373,1536
132,373,559
133,2399,3300
133,693,2874
133,1250,825
134,1332,1775
134,2709,1088
134,3373,1430
135,2880,15
135,997,2644
135,1892,2245
136,3147,1281
136,905,2084
136,905,3307
137,148,733
137,997,825
137,363,3037
138,3867,1056
138,3016,201
138,3867,1677
139,1164,1638
139,150,1663
139,736,38
140,1219,999
140,736,347
140,150,2529
141,1020,2293
141,3766,730
141,3766,125
142,1086,4237
142,3271,2649
142,3271,1744
143,702,1318
143,4658,481
143,1495,3409
144,1851,78
144,1085,3527
144,901,1290
145,4006,3918
145,4236,3006
145,3030,641
146,1772,3012
146,362,2659
146,3199,432
147,373,5
147,901,1636
147,319,147
149,3942,1761
149,1161,725
149,319,5029
151,2845,816
151,1359,3758
151,319,731
152,363,1163
152,150,656
152,42,527
153,1116,1576
153,888,929
153,1425,1682
154,2267,38
154,150,1
154,758,3604
155,1164,485
155,2769,0
155,360,179
156,360,37
156,373,28
156,663,1052
157,1161,3739
157,2414,1977
157,1772,2890
158,1086,816
158,1271,1607
158,1086,500
159,24,2412
159,373,8
159,24,1292
160,3915,525
160,4374,3530
160,174,1843
161,1186,125
161,4936,2822
161,4936,2241
162,2170,47
162,3224,428
162,373,347
163,997,4096
163,943,1664
163,997,163
164,35,3039
164,4855,18
164,1732,140
165,416,156
165,1329,4083
165,2281,1841
166,532,1
166,3388,1421
166,532,4109
167,3868,2346
167,1400,217
167,2104,945
168,736,9
168,1751,1419
168,1400,167
169,691,1090
169,286,1449
169,102,2526
170,116,2822
170,3868,170
170,702,43
171,1425,41
171,1116,339
171,982,165
172,2825,28
172,2877,162
172,2877,1105
173,3220,353
173,2679,1032
173,4443,0
175,2977,23
175,2977,4034
175,1751,85
176,363,1929
176,204,181
176,2399,36
177,1303,335
177,2160,2793
177,102,230
178,815,814
178,4855,178
178,4855,1936
179,68,1354
179,150,1011
179,373,1817
180,2337,2611
180,2769,646
180,1934,3048
181,1041,4187
181,578,1414
181,1920,1489
182,1885,462
182,1657,424
182,24,1852
184,2745,93
184,46,4173
184,3201,447
185,416,3110
185,416,3913
185,416,772
186,68,3159
186,1077,2321
186,702,124
188,921,1840
188,921,701
188,35,371
189,2513,1560
189,2513,2237
189,1879,2959
190,174,53
190,362,4986
190,4918,1469
191,373,3150
191,4599,1313
191,286,2810
192,3033,134
192,1972,2824
192,1024,154
193,3196,279
193,373,1273
193,46,477
194,736,2334
194,736,514
194,3145,1474
195,1505,215
195,1505,195
195,1400,788
196,362,86
196,3763,190
196,42,3647
197,1164,1299
197,762,177
197,1164,1273
198,663,3089
198,1455,827
198,35,294
199,1116,82
199,2370,3019
199,2799,567
200,398,2123
200,42,573
200,148,916
201,1229,4089
201,1229,413
201,3297,3810
202,1657,5020
202,4193,1008
202,2337,54
203,2880,15
203,1548,967
203,1548,677
205,373,1001
205,373,410
205,997,3009
206,3636,3316
206,444,933
206,2414,374
207,448,257
207,850,2472
207,1161,942
208,444,85
208,1614,1096
208,174,4693
209,183,4880
209,736,3749
209,1077,867
210,1885,1107
210,3766,192
210,3766,1912
211,1879,4286
211,398,1496
211,1353,1365
212,753,1330
212,3253,449
212,4451,1147
213,579,928
213,1548,967
213,416,875
214,3224,906
214,363,1023
214,1248,1254
215,1505,1291
215,3151,2009
215,702,643
216,355,701
216,225,121
216,691,0
217,2337,2611
217,24,715
217,812,2115
218,2914,1723
218,5071,1606
218,5071,2367
219,1772,346
219,1772,2882
219,42,4505
220,1868,538
220,1868,294
220,2002,1902
221,2881,4521
221,448,983
221,150,229
222,355,3545
222,355,0
222,949,2382
223,225,1236
223,2814,2128
223,1732,128
224,2104,2652
224,1329,1665
224,601,587
226,532,374
226,148,120
226,736,1235
227,4157,3821
227,444,4026
227,888,2258
228,2745,4020
228,102,1306
228,815,88
229,2772,1060
229,4079,96
229,2104,700
230,693,783
230,68,4112
230,68,2103
231,4550,482
231,3915,2970
231,363,1304
232,540,295
232,35,649
232,4374,1704
233,329,1600
233,2591,88
233,329,5136
234,1819,1157
234,2877,1774
234,2877,172
235,3151,2009
235,1116,454
235,1116,1087
236,997,2306
236,355,3547
236,355,4832
237,42,401
237,2362,2878
237,360,2961
238,355,1100
238,949,846
238,24,3746
239,174,831
239,1851,937
239,753,53
240,4157,1729
240,693,3112
240,2002,828
241,24,3918
241,949,805
241,398,3295
242,46,3166
242,3151,539
242,1237,1230
243,736,213
243,1732,3248
243,3220,1933
244,2406,2135
244,204,2086
244,1703,3424
245,977,1964
245,1859,2059
245,1859,2923
246,286,191
246,435,1261
246,4259,60
247,815,1365
247,204,1365
247,815,409
248,150,3952
248,68,4686
248,691,216
249,2772,1211
249,225,3549
249,35,2190
250,3567,602
250,579,45
250,579,85
251,42,4213
251,355,3874
251,2267,1843
252,35,115
252,1732,3865
252,850,345
253,812,2851
253,812,1888
253,362,277
254,4233,640
254,2680,254
254,4233,2014
255,1571,1052
255,1970,1122
255,2769,2581
256,363,2473
256,363,461
256,363,1707
257,850,1993
257,35,1561
257,35,2656
258,398,2379
258,360,1165
258,1892,3135
259,526,4227
259,526,417
259,292,4087
260,1495,291
260,435,3163
260,663,3822
261,5012,33
261,1603,3374
261,2358,1813
262,806,171
262,1833,716
262,753,2719
263,1703,214
263,556,2723
263,997,164
264,183,728
264,292,1040
264,292,1097
265,329,101
265,329,570
265,35,2823
266,3854,721
266,758,1138
266,2455,4054
267,4006,923
267,2370,239
267,24,1568
268,977,41
268,1732,3865
268,329,5144
269,102,1513
269,2591,954
269,1020,541
270,1020,99
270,102,3529
270,1116,162
271,286,316
271,174,1292
271,183,951
272,762,645
272,4586,558
272,4814,573
273,921,391
273,921,242
273,1329,865
274,1495,160
274,315,445
274,1885,3874
275,1518,2161
275,2337,771
275,1548,2071
276,2845,2409
276,526,1830
276,526,4904
277,997,22
277,362,983
277,319,431
278,888,1175
278,1020,541
278,1467,4883
279,3352,3978
279,3196,279
279,3352,2966
280,1329,983
280,3452,627
280,395,602
281,1085,144
281,1085,1696
281,68,483
282,3288,548
282,3033,318
282,815,1699
283,1155,207
283,693,3135
283,330,1900
284,1441,3717
284,579,61
284,758,1502
285,174,2343
285,982,648
285,4562,473
287,779,494
287,319,607
287,148,1103
288,1746,1766
288,1085,505
288,3151,10
289,3598,3435
289,363,2124
289,150,67
290,102,339
290,3505,3
290,102,2206
291,977,1712
291,183,1355
291,568,2944
293,1077,3968
293,1077,761
293,2769,4017
294,1614,366
294,1868,2231
294,540,3075
295,2949,2802
295,362,2804
295,444,207
296,2319,902
296,2709,4162
296,3661,768
297,663,106
297,663,4300
297,779,0
298,42,3208
298,4416,960
298,395,586
299,444,2118
299,444,2
299,532,1367
300,360,573
300,579,3042
300,116,2244
301,5092,1017
301,526,1987
301,4233,19
302,943,3674
302,24,414
302,24,4122
303,1495,143
303,3915,198
303,1400,6
304,3425,1485
304,373,5022
304,3661,2973
305,663,847
305,102,3497
305,102,1709
306,148,728
306,148,1231
306,3034,1997
307,2634,249
307,416,1971
307,663,4197
308,24,1136
308,24,1809
308,24,3933
309,1213,768
309,1213,823
309,360,3170
310,1024,4889
310,702,350
310,225,4971
311,943,582
311,1914,1618
311,2799,848
312,35,698
312,4088,387
312,1303,734
313,330,3855
313,3556,1826
313,395,2658
314,2480,369
314,2480,369
314,478,277
316,286,3757
316,225,175
316,1353,952
317,1229,834
317,1303,3559
317,1400,821
318,204,934
318,3297,4118
318,46,334
320,150,714
320,2002,88
320,150,108
321,806,1503
321,1303,3559
321,373,28
322,1920,1675
322,982,945
322,982,1031
323,1161,323
323,2406,621
323,1237,2552
324,448,4327
324,949,1289
324,448,981
325,24,1378
325,24,2214
325,905,344
326,1164,3021
326,905,30
326,921,1991
327,3034,2926
327,2932,2501
327,2260,2496
328,4443,278
328,4396,4085
328,1972,45
331,4058,63
331,812,2456
331,116,417
332,2713,382
332,355,1046
332,355,1419
333,3199,2119
333,4406,214
333,1772,5
334,1751,3912
334,116,3077
334,2745,32
335,1128,2757
335,148,75
335,3856,2458
336,373,254
336,3856,1918
336,3147,2019
337,1505,309
337,2415,458
337,753,262
338,1213,4924
338,4443,3451
338,4157,542
339,2679,1145
339,1041,2347
339,702,680
340,4814,2951
340,556,703
340,1851,3051
341,2226,3968
341,3452,437
341,1467,1637
342,1248,1143
342,435,1061
342,1164,113
343,663,699
343,556,258
343,24,2498
344,435,33
344,362,1383
344,1495,1533
345,3385,630
345,2358,4291
345,3385,126
346,943,1191
346,1772,1754
346,1250,2760
347,183,209
347,329,388
347,329,1079
348,3070,1227
348,4737,2247
348,4737,1710
349,4193,1513
349,1164,734
349,3556,4023
350,292,2017
350,292,2313
350,3868,570
351,3505,326
351,3556,3119
351,1237,3256
352,102,2903
352,102,1243
352,329,1306
353,3661,39
353,693,3218
353,2002,334
354,355,1645
354,601,670
354,150,386
356,395,1001
356,1128,1484
356,330,4954
357,187,2553
357,4451,2987
357,779,452
358,102,3136
358,3297,201
358,779,301
359,2513,1337
359,2513,1794
359,4562,731
361,2680,1055
361,2881,626
361,2680,2940
364,1614,2698
364,1303,3657
364,42,518
365,1229,956
365,398,553
365,1186,36
366,1819,3
366,373,159
366,1819,3
367,949,27
367,691,3482
367,1915,1771
368,758,1715
368,601,1307
368,601,3502
369,416,2621
369,1338,101
369,1338,3682
370,35,4508
370,1892,467
370,850,154
371,2513,519
371,35,530
371,2513,5088
372,2525,631
372,901,1165
372,373,3068
374,1020,1261
374,4453,1298
374,1914,906
375,2376,881
375,3016,823
375,4389,296
376,2260,1037
376,187,1503
376,949,524
377,225,432
377,2845,101
377,2226,2883
378,1972,367
378,753,1534
378,1248,530
379,532,226
379,3619,1897
379,532,1782
380,1338,989
380,3867,375
380,3867,3000
381,319,1641
381,3147,963
381,578,117
382,3854,1475
382,1128,1341
382,1370,650
383,601,581
383,578,14
383,3041,1192
384,4195,544
384,579,582
384,691,1656
385,736,514
385,150,2643
385,362,3877
386,363,704
386,435,1893
386,150,543
387,4088,962
387,663,2421
387,4088,288
388,329,795
388,1155,1343
388,329,4508
389,395,3624
389,3147,419
389,3147,1130
390,1455,3439
390,1751,3912
390,3864,390
391,2002,2101
391,3582,633
391,1248,4405
392,42,807
392,997,4716
392,2881,41
393,1495,44
393,1495,781
393,2745,913
394,478,2749
394,2591,1326
394,2591,759
396,360,2961
396,2604,1217
396,2289,653
397,68,2449
397,758,3948
397,1020,1578
399,702,244
399,702,2964
399,702,2703
400,1548,166
400,360,859
400,292,371
401,3147,1107
401,3030,438
401,42,245
402,148,1436
402,148,841
402,2406,3
403,5004,3382
403,5004,757
403,2825,563
404,319,1166
404,2142,1779
404,977,22
405,435,152
405,1400,1388
405,2281,1574
406,319,2518
406,363,1406
406,997,960
407,4157,1344
407,4157,240
407,4157,1344
408,1359,3664
408,1548,2
408,982,1
409,2768,2268
409,444,3036
409,1614,1096
410,4586,2915
410,187,1628
410,2881,221
411,355,2784
411,1851,239
411,35,706
412,292,2878
412,187,3350
412,850,2741
413,1920,1988
413,1920,2094
413,1229,0
414,435,1774
414,3427,53
414,4601,3959
415,977,713
415,3630,129
415,3630,98
417,329,2522
417,24,1378
417,2319,2592
418,42,22
418,292,1940
418,812,1141
419,2713,426
419,3147,1782
419,3147,1028
420,187,4810
420,3220,1788
420,736,543
421,373,508
421,183,2477
421,373,93
422,2772,3717
422,977,61
422,812,217
423,1024,4065
423,921,1950
423,693,54
424,1098,2326
424,1098,20
424,46,954
425,943,21
425,943,145
425,2604,396
426,24,651
426,556,1289
426,292,1018
427,1703,1613
427,2905,1214
427,116,3700
428,148,409
428,35,3701
428,3224,3570
429,42,4539
429,663,971
429,174,1741
430,1833,716
430,758,1090
430,758,5173
431,4911,2619
431,2142,1513
431,315,1739
432,225,377
432,4396,1873
432,46,3877
433,1085,1490
433,1116,683
433,444,3402
434,330,3269
434,435,3910
434,319,529
436,2376,270
436,2745,310
436,693,423
437,1751,1588
437,1880,433
437,1880,7
438,2362,1597
438,24,241
438,3030,454
439,1548,40
439,532,166
439,532,1449
440,148,2801
440,42,4108
440,435,706
441,753,65
441,3096,441
441,3481,2879
442,398,877
442,360,309
442,2845,377
443,1970,581
443,812,665
443,3763,1735
445,901,4007
445,1920,443
445,68,1781
446,1732,64
446,1425,2006
446,1732,4023
447,42,3009
447,601,648
447,3201,170
449,702,1050
449,3253,4574
449,148,3108
450,1338,671
450,1164,359
450,1970,1090
451,1370,650
451,779,583
451,315,913
452,556,1659
452,2772,171
452,779,1074
453,1746,1629
453,663,2543
453,4451,3280
454,2337,0
454,753,2684
454,4233,3785
455,2604,2472
455,319,152
455,2881,392
456,416,103
456,2977,6
456,416,725
457,2480,38
457,42,346
457,2289,687
458,982,3035
458,540,2153
458,4671,110
459,1703,459
459,1732,128
459,905,4499
460,3576,4163
460,901,13
460,3576,4327
461,35,1073
461,183,280
461,363,143
462,1885,149
462,1885,794
462,2680,522
463,601,13
463,102,1717
463,102,317
464,1833,782
464,1833,1917
464,1833,1827
465,174,4727
465,3915,53
465,1851,1803
466,3271,3205
466,1400,2122
466,3271,309
467,1250,544
467,921,32
467,753,3464
468,815,3571
468,187,4420
468,3371,566
469,2104,100
469,540,3808
469,1495,2334
470,24,2363
470,225,876
470,943,4888
471,812,4693
471,1250,368
471,1250,1415
472,2634,854
472,2634,4784
472,24,3716
473,225,276
473,225,3351
473,2289,396
474,758,1125
474,2358,785
474,2358,232
475,3630,55
475,921,867
475,949,1955
476,2358,1515
476,204,3666
476,2358,2629
477,46,133
477,46,3112
477,46,2903
479,815,620
479,3592,3819
479,532,495
480,319,617
480,24,635
480,578,14
481,225,440
481,35,3866
481,4658,1598
482,4550,3917
482,556,2522
482,812,560
483,2406,1032
483,68,1811
483,68,1788
484,102,1374
484,1269,1131
484,3582,402
485,5012,261
485,398,2305
485,1229,1068
486,2267,486
486,779,231
486,779,547
487,812,5026
487,1772,89
487,1772,310
488,3146,4161
488,3376,1171
488,2170,4322
489,1746,1105
489,1746,3006
489,1505,1333
490,150,1394
490,2881,628
490,2881,1446
491,68,1781
491,806,3689
491,1703,1310
492,204,620
492,1020,1032
492,815,479
493,2252,2398
493,1879,1322
493,4362,3531
494,1116,165
494,1116,1525
494,355,3447
495,532,1298
495,68,3486
495,315,2392
496,556,3484
496,888,2728
496,2591,1111
497,2358,13
497,2414,112
497,416,939
498,363,1473
498,540,2191
498,2977,23
499,292,3629
499,850,1662
499,373,166
500,3608,335
500,1329,4112
500,1086,2331
501,1186,2174
501,68,2173
501,46,338
502,921,1393
502,355,853
502,921,366
503,977,725
503,977,2478
503,4259,821
504,578,1928
504,578,3187
504,2226,189
505,42,401
505,1229,672
505,2376,2411
506,42,777
506,148,70
506,42,2107
507,42,851
507,4529,3366
507,174,1355
508,1703,626
508,2905,1214
508,2679,2052
509,1703,1011
509,225,4278
509,691,358
510,3196,316
510,3016,734
510,3196,924
511,3297,2471
511,1186,2398
511,1085,835
512,3512,630
512,4599,2231
512,448,3279
513,1915,3309
513,1248,877
513,1548,2846
514,736,816
514,116,2472
514,183,283
515,2319,2893
515,187,2
515,187,412
516,1271,1778
516,150,110
516,812,400
517,1359,591
517,997,915
517,42,3917
518,5118,3923
518,24,4241
518,42,429
519,578,1204
519,319,585
519,362,73
520,4349,2146
520,1732,117
520,1732,2596
521,102,742
521,1237,2552
521,1237,2903
522,1885,31
522,2680,7
522,1885,3459
523,556,514
523,1400,25
523,1767,2323
524,360,47
524,35,291
524,2713,394
525,779,1069
525,3915,1373
525,24,5186
527,779,4983
527,578,1162
527,1746,3006
528,315,1611
528,3376,488
528,2709,2129
529,183,166
529,329,105
529,1400,405
530,398,380
530,35,2603
530,1248,1550
531,2358,4998
531,1269,2705
531,3354,4271
533,286,316
533,319,1419
533,3567,1057
534,35,1183
534,35,4508
534,1400,167
535,3567,1438
535,4562,608
535,4406,214
536,2160,536
536,46,3231
536,148,657
537,2414,1288
537,2414,2057
537,4451,171
538,526,1177
538,977,3082
538,2513,3802
539,116,0
539,46,3004
539,1077,1010
541,3297,509
541,1972,491
541,1920,880
542,329,1600
542,4195,227
542,4157,424
543,2977,4034
543,693,467
543,2977,131
544,1495,12
544,4331,544
544,949,179
545,1657,4032
545,3201,184
545,1657,1306
546,1384,2689
546,815,479
546,3145,3589
547,2370,3872
547,174,1843
547,116,0
548,3288,281
548,3288,575
548,1746,508
549,2914,196
549,1248,378
549,4079,242
550,1116,242
550,2525,2045
550,1819,218
551,42,649
551,4331,1305
551,1455,897
552,3915,4554
552,943,1869
552,943,311
553,1164,1622
553,416,26
553,2358,4544
554,448,272
554,1833,4672
554,982,1
555,329,18
555,360,2502
555,102,947
557,806,1503
557,4235,695
557,4195,2177
558,1767,820
558,4601,654
558,1767,446
559,4058,5047
559,866,4592
559,779,439
560,4529,2870
560,1972,2824
560,102,860
561,24,908
561,2281,2361
561,363,357
562,2370,267
562,1915,664
562,2881,3413
563,4349,1637
563,150,3078
563,4349,1684
564,204,1391
564,2252,2884
564,2932,1670
565,605,4653
565,2869,1333
565,605,1677
566,1086,244
566,579,272
566,448,1544
567,355,1013
567,355,611
567,1495,3939
569,183,1870
569,68,761
569,1425,3587
570,1819,756
570,3868,874
570,1161,942
571,1972,79
571,888,278
571,888,2605
572,1085,391
572,68,3322
572,568,2110
573,363,561
573,4814,3438
573,4814,1334
574,286,4187
574,448,1025
574,2289,2076
575,3630,56
575,1751,1026
575,1229,2921
576,1248,1620
576,579,334
576,1467,2535
577,1338,117
577,2370,3417
577,187,577
580,1732,1015
580,579,129
580,355,1111
581,2480,336
581,5163,3800
581,174,4693
582,579,1582
582,1086,4575
582,363,573
583,540,1698
583,3151,583
583,540,2014
584,2772,254
584,1303,3066
584,360,108
585,3466,75
585,5118,3923
585,319,3535
586,35,2720
586,663,193
586,448,233
587,532,109
587,3308,994
587,42,1049
588,2170,2910
588,1455,3231
588,315,1535
589,363,182
589,2772,69
589,2772,3717
590,2170,431
590,2170,47
590,1384,681
591,1505,1629
591,1505,215
591,1505,4050
592,2320,290
592,540,549
592,4259,2381
593,330,1001
593,2977,4034
593,4349,3561
594,116,303
594,977,5078
594,762,2678
595,1229,847
595,4088,606
595,46,1782
596,319,1349
596,416,3242
596,319,935
597,1548,408
597,3427,677
597,1859,1575
598,3718,4029
598,363,494
598,3718,665
599,148,4637
599,35,196
599,1269,672
600,3766,5185
600,3766,2044
600,1885,149
602,150,602
602,395,396
602,3567,2042
603,758,2300
603,2814,8
603,2104,45
604,1851,78
604,1851,272
604,3388,2299
606,286,4397
606,204,835
606,4088,912
607,3556,314
607,949,912
607,3199,2371
608,4562,3225
608,4562,731
608,4562,3728
609,1213,818
609,148,226
609,148,2203
610,1751,2655
610,4193,1008
610,68,51
611,360,264
611,42,223
611,355,1402
612,3661,3
612,4071,2155
612,3452,90
613,3854,4843
613,435,1225
613,435,1196
614,693,543
614,3505,0
614,2745,93
615,363,2473
615,363,3348
615,150,1544
616,3297,3380
616,1271,3803
616,1703,82
617,1614,534
617,1614,386
617,1303,3657
618,1384,1423
618,3033,2793
618,1972,353
619,1338,2154
619,4195,542
619,3582,338
620,46,591
620,46,1068
620,815,4178
621,2362,3881
621,663,1263
621,605,2161
622,102,2699
622,116,2242
622,46,1941
623,46,4921
623,901,692
623,2880,80
624,943,1797
624,183,1734
624,2513,2374
625,1914,711
625,556,720
625,1518,1216
626,982,69
626,355,4177
626,812,3655
627,866,3913
627,3452,3859
627,866,973
628,850,135
628,1892,2487
628,183,421
629,3352,2966
629,2281,109
629,3452,208
630,1020,2173
630,1020,186
630,1077,4609
631,102,1725
631,225,64
631,225,489
632,3942,632
632,3942,149
632,5071,1692
633,4658,724
633,578,954
633,779,807
634,1571,868
634,1571,2014
634,2679,2830
635,319,731
635,42,1078
635,2289,321
636,3041,1924
636,24,1144
636,3041,403
637,148,1239
637,1161,1501
637,532,1629
638,921,1490
638,46,394
638,1603,3559
639,866,559
639,42,3754
639,866,4925
640,4233,48
640,605,4226
640,4233,201
641,905,4229
641,360,1149
641,360,869
642,444,3754
642,444,895
642,3427,1579
643,1024,5162
643,702,4065
643,1237,26
644,578,527
644,578,728
644,2680,3438
645,3220,2893
645,762,197
645,2260,1537
646,2679,3836
646,578,6
646,1250,72
647,997,392
647,2461,4900
647,997,2082
648,691,197
648,601,655
648,601,250
649,373,2719
649,2713,4290
649,2713,1420
650,355,1119
650,691,3332
650,691,3552
651,2713,419
651,949,338
651,35,1183
652,435,3910
652,435,619
652,116,2085
653,362,253
653,3969,22
653,174,481
654,997,135
654,2370,2771
654,2358,1668
655,605,2135
655,601,86
655,24,2256
656,691,510
656,360,869
656,691,1054
657,448,1112
657,448,3861
657,526,417
658,578,3284
658,355,238
658,1495,781
659,579,895
659,68,2
659,1972,2130
660,850,396
660,1892,10
660,1892,89
661,1603,301
661,1603,994
661,1400,2122
662,601,382
662,753,1254
662,812,1722
664,2370,31
664,24,3336
664,3969,227
665,148,37
665,2480,90
665,779,2783
666,3308,382
666,1915,1424
666,319,2355
667,1892,1602
667,758,2310
667,329,794
668,3766,730
668,1818,3135
668,2376,1635
669,526,3337
669,2281,974
669,4157,4697
670,578,381
670,416,185
670,416,127
671,444,3953
671,3868,570
671,3868,442
672,1229,93
672,46,3468
672,116,3914
673,116,2626
673,1859,1513
673,3147,3648
674,997,206
674,2745,1911
674,921,365
675,42,1687
675,556,4982
675,779,167
676,1851,2128
676,373,1695
676,1851,741
677,3427,414
677,2480,516
677,355,188
678,2281,18
678,24,2363
678,24,976
679,3630,575
679,3016,2574
679,286,1698
680,3253,1145
680,395,2082
680,183,188
681,2002,610
681,2002,29
681,1219,216
682,68,352
682,2525,631
682,68,1550
683,982,3315
683,1248,1469
683,578,527
684,556,1720
684,42,5014
684,812,966
685,2680,912
685,702,1082
685,4389,95
686,1384,3578
686,3373,686
686,1384,3314
687,286,28
687,286,4187
687,286,1238
688,736,226
688,758,603
688,46,3680
689,1329,2558
689,1271,1876
689,3868,62
690,1400,317
690,1400,317
690,1746,83
692,286,223
692,35,370
692,35,294
694,921,2411
694,921,1490
694,1441,164
695,1164,1762
695,3069,898
695,4195,59
696,102,3292
696,1518,1234
696,758,658
697,1020,2470
697,2769,1802
697,3354,3638
698,1851,465
698,1851,3024
698,949,338
699,355,1910
699,24,417
699,24,1199
700,148,497
700,42,160
700,148,213
701,921,1584
701,921,935
701,435,712
703,1507,2193
703,319,55
703,1507,1916
704,225,1378
704,1507,2242
704,1507,1783
705,3576,1203
705,3576,2127
705,3576,61
706,435,25
706,362,271
706,478,209
707,1098,472
707,2455,3928
