0,1,2,3
221,381,2677,450
222,1738,3790,2424
223,490,826,659
224,1446,297,78
226,284,1626,645
227,1091,2592,211
228,256,2128,15
229,238,1382,266
230,51,2627,3948
231,2075,696,1091
232,254,4636,1271
233,1619,1060,296
234,3933,2433,752
235,3255,1013,1129
236,245,119,1424
237,856,562,370
238,343,1569,517
239,4222,1300,205
240,1131,2520,771
241,460,220,1629
242,593,585,950
243,2852,425,1259
244,130,3837,2044
245,2351,4041,100
246,266,2176,2283
247,1747,1603,1954
248,244,2733,747
249,1281,1237,101
250,1570,220,2631
251,4671,251,4461
252,445,4336,5058
253,1612,1368,2565
254,741,942,608
255,1538,2014,54
256,903,30,675
257,1312,776,304
258,1892,1005,188
259,33,3570,8
260,2135,2406,323
261,3459,667,1
262,3965,23,4533
263,683,518,471
264,37,5060,217
265,406,1694,252
266,2176,1940,759
267,1560,216,4517
268,699,917,470
269,2769,2581,60
270,1224,550,453
271,473,720,263
272,641,1550,4906
273,537,655,981
274,1241,1519,1336
275,2872,746,1692
276,2049,2118,1340
277,100,2250,66
278,4396,5012,2834
279,2375,4597,1125
280,707,4101,252
281,3737,1346,3737
282,3699,36,672
283,356,1605,2733
284,4621,2056,195
285,3912,2558,179
287,2889,71,2341
288,899,27,4763
289,1517,529,1130
290,239,517,782
291,1074,2489,1904
293,230,412,2532
294,1814,1667,2531
295,257,3967,482
296,3289,4390,2930
297,1544,349,61
298,3827,732,1690
299,2895,2335,43
300,479,3626,4049
301,1515,1815,679
302,464,1687,2308
303,165,2408,2858
304,785,844,1514
305,304,1665,1658
306,1942,326,483
307,2371,1137,1986
308,3648,763,893
309,4031,1021,3741
310,3312,680,3620
311,1357,1119,1816
312,1043,50,122
313,1116,1062,1027
314,4906,2953,303
316,938,505,17
317,132,806,733
318,3529,950,1376
320,3848,722,2039
321,918,0,2372
322,3323,227,1234
323,1696,135,3027
324,1189,840,2616
325,1029,3182,1017
326,1779,1776,1384
327,4596,3960,4465
328,1469,1248,4128
331,246,560,173
332,2893,3691,296
333,1772,997,960
334,835,1454,998
335,1256,682,114
336,3147,2358,111
337,3124,2196,2479
338,590,4137,488
339,2023,141,3560
340,390,3782,1693
341,4895,3834,2521
342,376,486,132
343,1071,2299,274
344,1787,70,1493
345,4402,628,2357
346,264,50,641
347,263,137,64
348,459,1703,754
349,50,1043,601
350,2987,4729,2449
351,2517,2140,1092
352,1326,4211,1667
353,4505,918,75
354,601,284,358
356,621,1040,2822
357,660,1185,3525
358,3594,1183,905
359,2382,808,450
361,41,585,4664
364,4628,557,1029
365,600,365,2143
366,460,52,532
367,725,757,1407
368,430,611,415
369,1759,1592,1588
370,1892,467,4197
371,3082,1022,195
372,816,3255,575
374,1466,321,863
375,1086,4734,657
376,1248,1069,1951
377,2909,111,543
378,642,2315,2274
379,4991,1,2165
380,337,1368,938
381,2618,1114,576
382,111,3325,2201
383,425,3129,3961
384,246,454,2395
385,1563,722,2039
386,3706,4,3496
387,198,144,776
388,367,863,3386
389,499,850,1185
390,1907,917,2310
391,3151,2768,74
392,536,16,1479
393,754,107,4252
394,1295,452,650
396,105,3203,82
397,1049,384,4120
399,2586,3725,424
400,987,97,3155
401,1694,2162,1539
402,674,331,1571
403,531,2090,565
404,1047,682,234
405,1181,268,1181
406,1794,249,1117
407,720,647,457
408,804,1290,1208
409,1470,2737,2550
410,2998,137,34
411,2057,1977,77
412,2851,2609,2121
413,1831,119,343
414,2528,2457,734
415,1558,1421,1221
417,3291,4488,1138
418,194,3195,616
419,4352,692,4836
420,3181,2020,4851
421,623,287,1284
422,52,714,2596
423,166,126,1080
424,711,1854,781
425,4709,3061,227
426,1410,782,1468
427,626,385,518
428,446,719,4705
429,503,2214,428
430,250,8,4667
431,488,4162,3121
432,2426,88,1647
433,3727,596,4067
434,1826,317,3867
436,2796,1412,217
437,228,4841,1505
438,419,2272,430
439,496,590,858
440,932,599,191
441,4871,1666,2327
442,321,2760,805
443,3763,911,2916
445,654,601,2281
446,3431,4656,2821
447,2683,2762,3158
448,2623,1822,3275
449,741,2733,407
450,224,3438,287
451,1525,270,179
452,57,2272,2483
453,557,1627,197
454,2287,742,1816
455,1566,2562,1233
456,354,129,1072
457,2750,4633,3778
458,2841,100,2115
459,1703,610,2649
460,1657,2075,4106
461,699,1953,3630
462,1185,3840,1451
463,3107,3743,1560
464,5160,425,2182
465,698,1402,1057
466,200,1285,2034
467,1106,4832,489
468,3371,1094,18
469,714,364,1740
470,3669,489,1854
471,1604,924,3592
472,1922,271,1523
473,4610,2607,2227
474,1139,285,608
475,2032,1718,3780
476,4205,766,3770
477,99,2049,894
478,1331,2426,4002
479,1518,959,1202
480,2809,708,3228
481,952,168,3372
482,633,939,3763
483,169,3697,279
484,4822,106,379
485,474,1280,2133
486,152,343,265
487,77,350,2462
488,238,1443,1544
489,3189,1313,3528
490,2303,312,2727
491,2333,1834,2615
492,1244,1120,106
493,1067,2022,3190
494,34,4172,2039
495,2405,51,2844
496,738,1892,3135
497,1953,4310,113
498,617,1487,2961
499,147,160,406
500,298,499,571
501,4012,1547,3504
502,313,74,56
503,3879,1294,862
504,1987,375,2320
505,2439,1455,1455
506,160,653,2865
507,3605,189,2244
508,145,470,56
509,4,1306,3191
510,941,1346,396
511,4587,2226,341
512,2199,3693,441
513,2152,2519,2083
514,12,2317,2936
515,379,2175,606
516,2528,4056,1408
517,33,1552,1723
518,149,1125,394
519,1438,574,520
520,382,389,731
521,2469,1492,623
522,858,1466,956
523,928,892,5
524,100,3007,647
525,217,575,109
526,2695,12,147
527,524,2713,678
528,446,1432,1656
529,40,3154,1448
530,1179,378,4177
531,1085,541,3870
532,74,202,4760
533,1331,1732,78
534,615,1048,1362
535,4996,3778,3258
536,79,177,3300
537,3665,2928,277
538,470,1978,604
539,717,1575,539
540,1991,314,3523
541,737,1015,387
542,4305,1511,680
543,3039,664,3607
544,593,2984,3343
545,331,3108,2355
546,1963,658,3200
547,1166,891,3554
548,1550,133,1829
549,1488,5079,3950
550,3647,226,1583
551,84,1635,110
552,128,1468,1695
553,4108,283,177
554,59,3929,226
555,1296,892,3
556,4201,3150,5065
557,671,459,366
558,905,1573,2603
559,3878,542,1137
560,255,1352,25
561,1005,591,212
562,734,1303,1127
563,4388,495,2074
564,3381,887,1465
565,2010,2259,2879
566,800,1048,585
567,1218,1338,1229
568,3731,1164,144
569,4655,317,250
570,847,521,1193
571,588,1220,216
572,829,253,120
573,4567,85,234
574,699,70,3536
575,468,1122,81
576,1301,3857,66
577,2370,664,1199
578,3376,2142,906
579,841,1235,841
580,1286,92,5036
581,38,3002,365
582,289,1561,1673
583,930,1193,3406
584,140,1142,195
585,266,2645,3132
586,710,382,105
587,4563,1992,659
588,348,2982,2262
589,334,3221,93
590,1171,5110,1509
591,1279,293,3287
592,317,3422,41
593,1286,1757,554
594,2954,2552,776
595,2307,391,1702
596,1087,1946,2344
597,622,1090,701
598,1669,16,2341
599,2284,1722,2965
600,1705,3699,62
601,3502,3584,406
602,820,281,215
603,494,631,430
604,2,3030,2364
605,565,3765,15
606,337,767,4280
607,579,566,182
608,258,28,4483
609,830,609,1351
610,1159,556,4000
611,1373,4707,517
612,971,1202,210
613,1406,1695,1671
614,2338,4182,476
615,977,805,1735
616,397,335,167
617,1916,40,1833
618,2753,3490,3126
619,1516,1796,30
620,141,1431,323
621,70,1655,105
622,870,3077,64
623,31,3767,99
624,369,1984,703
625,445,2970,689
626,61,2454,1440
627,1638,4674,3745
628,803,2261,2359
629,47,724,1388
630,1105,1449,7
631,2991,964,980
632,5071,4113,3853
633,1514,1492,1237
634,4840,1122,1360
635,628,196,414
636,2693,1475,3608
637,1161,2471,5093
638,940,4854,241
639,653,3105,1413
640,880,4091,215
641,1510,348,1416
642,839,649,748
643,1008,783,2
644,64,1118,23
645,3271,1984,75
646,702,3953,1783
647,1468,3235,357
648,4554,164,271
649,34,763,163
650,2323,1767,4786
651,96,1538,255
652,807,1795,1023
653,2289,752,1325
654,753,221,2588
655,387,56,343
656,582,0,1119
657,386,720,61
658,1065,52,3626
659,301,18,337
660,73,1774,475
661,3662,661,1078
662,495,71,17
663,3842,4571,57
664,478,1590,218
665,226,2840,77
666,2105,311,979
667,754,21,3781
668,2376,460,722
669,65,1119,1826
670,903,275,1864
671,17,1224,1731
672,391,1604,3006
673,3112,1709,3702
674,4862,3201,940
675,1689,145,146
676,4160,3679,2649
677,2719,1574,1407
678,745,2323,1772
679,2933,4114,1918
680,261,972,2118
681,112,641,171
682,1045,436,2209
683,4709,899,1468
684,957,3212,2967
685,3620,569,1317
686,1474,81,1550
687,577,4848,221
688,720,351,4185
689,2802,975,1079
690,1592,935,1883
691,510,2722,195
692,891,760,136
693,2088,2362,3608
694,682,310,2443
695,16,1323,3389
696,195,439,1346
697,4558,770,2449
698,0,921,228
699,2271,267,1817
700,2031,3241,3718
701,947,701,1666
702,1317,293,1280
703,200,466,196
704,1609,69,2330
705,2915,66,2830
706,638,270,1621
707,3757,901,3322
708,3584,25,3325
709,302,1042,2925
710,72,678,791
711,872,1916,4150
712,173,433,145
713,13,4961,755
714,135,227,83
715,1821,4287,3181
716,1540,18,13
717,1085,4192,4685
718,4927,1992,827
719,327,4226,48
720,164,18,1737
721,467,3505,240
722,609,15,1717
723,1252,854,240
724,708,3299,4546
725,607,410,456
726,285,4909,677
727,13,4961,121
728,338,170,354
729,222,967,3698
730,762,4267,123
731,41,4452,2373
732,101,98,1008
733,2533,1673,2058
734,2305,107,510
735,3251,1299,586
736,3410,1755,49
737,1184,2686,836
738,876,407,1345
739,393,1948,287
740,611,325,4470
741,1686,320,779
742,925,823,592
743,2447,450,1241
744,2521,65,1326
745,4539,2034,236
746,413,221,1725
747,2502,2814,28
748,547,979,1696
749,4,6,951
750,2583,378,2136
751,1599,5045,1599
752,4087,2353,1606
753,1330,3183,2835
754,4308,80,865
755,782,120,1798
756,3128,4528,78
757,1491,1727,698
758,1784,304,4711
759,723,1566,2041
760,639,3621,184
761,4637,5145,2354
762,813,3683,738
763,525,1487,617
764,3916,4868,3638
765,855,814,890
766,821,1722,1595
767,1531,5185,614
768,1629,4791,1309
769,3618,114,2886
770,2794,2058,49
771,1398,769,91
772,185,4751,3928
773,2025,773,934
774,2714,3335,850
775,540,4697,56
776,1087,3611,3045
777,724,3371,559
778,2241,989,512
779,2694,427,1200
780,1089,1110,1610
781,738,667,1817
782,3199,2617,432
783,4054,230,477
784,3888,2702,2680
785,126,598,2512
786,389,545,3369
787,2530,1654,1739
788,84,1266,1410
789,1525,623,31
790,41,1017,755
791,220,2002,1902
792,1898,2798,97
793,147,447,5016
794,3029,1878,739
795,4946,415,786
796,113,3285,1379
797,1527,427,2475
798,4034,158,4570
799,2288,531,3354
800,310,124,126
801,107,1113,15
802,775,1785,2943
803,2299,152,1558
804,1494,572,989
805,280,8,2623
806,1517,2002,3867
807,79,1607,691
808,2568,2830,3128
809,724,367,841
810,1377,254,458
811,391,2173,2002
812,253,110,127
813,3134,3544,1495
814,1068,2597,288
815,48,1,2327
816,1627,409,1090
817,59,4375,295
818,0,4638,338
819,28,158,413
820,1134,607,1533
821,277,665,414
822,517,3732,266
823,1340,2542,477
824,492,925,36
825,3758,2473,115
826,175,213,121
827,364,2270,52
828,758,1665,3789
829,2490,2374,1336
830,253,1110,2135
831,1824,245,1872
832,203,1393,1858
833,2215,177,3533
834,4834,3384,1521
835,2778,712,3221
836,1283,3019,2599
837,740,89,1442
838,485,2691,3152
839,1456,1763,2256
840,1183,3191,3634
841,8,1207,256
842,81,4934,3017
843,385,487,661
844,2788,4292,2788
845,2220,160,1619
846,1235,1689,243
847,456,4,2330
848,2288,1552,30
849,974,1081,1162
850,2343,3940,276
851,112,101,1112
852,1375,1883,2018
853,403,94,2510
854,907,1353,489
855,1616,1066,81
856,396,3228,1692
857,2940,107,706
858,3684,2244,3661
859,1242,2031,3039
860,940,2458,2114
861,4083,550,1978
862,770,1267,673
863,1164,291,280
864,3828,3246,3282
865,303,1748,587
866,4951,1388,264
867,4515,4063,1125
868,3346,2048,795
869,537,544,276
870,2543,3621,11
871,557,761,3338
872,1336,583,883
873,3275,3238,1767
874,510,281,909
875,359,256,725
876,128,637,400
877,96,3911,799
878,734,968,3
879,1515,2348,122
880,3151,466,3151
881,386,927,534
882,4690,882,1536
883,2464,741,92
884,219,884,219
885,772,610,1281
886,711,51,1379
887,1591,492,32
888,1499,2243,1467
889,1767,2531,768
890,1632,2408,356
891,2206,1432,788
892,1505,4138,2798
893,1468,1824,1990
894,560,1717,511
895,379,618,2330
896,3241,530,2964
897,226,1125,37
898,451,2956,1249
899,1154,1488,1414
900,2000,481,407
901,1342,2019,4304
902,3751,270,3065
903,2583,2929,427
904,163,1164,251
905,2,4592,17
906,1633,4174,4708
907,1163,2278,1223
908,165,2726,4299
909,201,2077,1809
910,1178,1096,1470
911,168,3606,160
912,1919,414,675
913,1572,1527,2297
914,674,2922,626
915,137,2739,1406
916,2337,1085,3598
917,699,1611,2273
918,2885,281,153
919,448,5097,43
920,14,1282,1221
921,1323,1860,209
922,1348,2712,261
923,4827,190,175
924,2766,614,2253
925,3099,3174,1526
926,999,3589,2496
927,1952,740,610
928,127,1137,234
929,4672,929,2341
930,1196,2744,2168
931,22,5005,1824
932,2195,4426,4172
933,207,486,115
934,54,1154,1043
935,1445,1830,4698
936,1115,2589,559
937,164,2629,3471
938,1104,3189,2616
939,893,1468,3071
940,4444,170,400
941,2845,442,1954
942,754,2348,891
943,2218,48,4360
944,767,3207,767
945,4764,66,3522
946,352,3935,1507
947,110,1292,826
948,1951,11,274
949,1488,5079,4383
950,1710,528,2718
951,92,2666,1115
952,175,384,1296
953,236,345,48
954,1904,2133,139
955,4308,450,2909
956,1,2701,3326
957,1340,2465,2442
958,1069,169,1229
959,2774,1954,927
960,845,3588,2632
961,2862,594,4675
962,750,81,69
963,331,236,2725
964,3954,5169,929
965,581,3872,2935
966,3672,306,525
967,582,788,29
968,625,178,1934
969,1461,1709,2275
970,5183,970,2261
971,945,418,155
972,1389,1284,4976
973,1359,698,12
974,41,3653,463
975,51,881,1457
976,1110,1089,634
977,260,334,2229
978,493,4519,296
979,772,124,2352
980,387,1285,4043
981,2959,39,4124
982,675,1259,2100
983,1348,1147,3551
984,2413,3,1644
985,2322,615,1019
986,481,625,4611
987,662,573,1857
988,3320,208,2303
989,4846,636,404
990,1802,4755,1802
991,556,1099,234
992,714,61,403
993,3519,993,3362
994,616,3284,132
995,2784,651,1092
996,998,835,2407
997,430,829,556
998,3835,913,2775
999,3246,2262,1776
1000,3,1506,542
1001,386,2095,386
1002,1890,800,101
1003,1059,5122,118
1004,361,2681,2327
1005,3352,3964,5125
1006,1101,237,615
1007,1287,2143,4378
1008,3968,1846,1219
1009,598,392,1730
1010,137,4056,245
1011,2395,8,3316
1012,4451,3058,2429
1013,519,155,278
1014,1081,1048,59
1015,396,3461,774
1016,3421,1606,3954
1017,1140,407,3694
1018,2019,4094,2441
1019,4893,3182,637
1020,1806,6,3319
1021,1067,1891,1997
1022,85,2455,336
1023,1207,655,1207
1024,2430,3953,2585
1025,3168,2308,1381
1026,247,823,278
1027,3052,54,2201
1028,103,2519,93
1029,1108,84,402
1030,1661,1410,364
1031,486,239,5037
1032,3991,4769,173
1033,74,4665,107
1034,37,477,2994
1035,2606,327,3048
1036,1181,721,673
1037,1577,3050,3517
1038,75,2397,81
1039,1170,137,1006
1040,3562,383,725
1041,2398,3859,750
1042,4366,2253,523
1043,574,457,383
1044,39,3306,88
1045,5083,1045,43
1046,276,4142,420
1047,69,2187,1618
1048,5118,9,2115
1049,2977,3147,1128
1050,1104,2044,826
1051,501,4772,1369
1052,11,2699,317
1053,2438,4478,1587
1054,209,62,3632
1055,240,1061,1692
1056,1219,1416,1474
1057,1025,788,1955
1058,4863,1242,2422
1059,2839,100,1573
1060,2413,2080,3205
1061,994,1666,4215
1062,1027,2205,3498
1063,62,1235,162
1064,2791,1870,3110
1065,2638,196,525
1066,2186,1875,3799
1067,2022,1486,2633
1068,1398,2233,5195
1069,2434,3487,2434
1070,361,4090,361
1071,1563,1225,2466
1072,1119,3194,52
1073,2,4018,100
1074,1600,753,388
1075,917,59,1270
1076,3907,1571,977
1077,2726,3089,4318
1078,785,3333,2973
1079,107,97,858
1080,358,2077,3394
1081,982,1686,741
1082,4294,0,1013
1083,378,505,3351
1084,839,1135,2777
1085,165,690,2558
1086,2331,808,3106
1087,2423,679,431
1088,3145,134,1701
1089,193,2540,3328
1090,345,92,18
1091,133,606,2314
1092,135,1625,3285
1093,234,2097,4584
1094,153,1418,3064
1095,614,2578,1711
1096,603,1065,1343
1097,1421,136,291
1098,2554,274,1453
1099,4454,112,4121
1100,495,2991,1437
1101,331,912,66
1102,165,768,4694
1103,53,2478,127
1104,2526,512,1411
1105,1490,2338,2136
1106,2969,3400,227
1107,2458,404,627
1108,2343,3191,1019
1109,4355,2632,74
1110,325,4664,1859
1111,397,940,886
1112,3680,91,34
1113,2196,4242,852
1114,2227,97,2965
1115,4508,2003,713
1116,28,2790,772
1117,2268,105,1265
1118,1072,1788,1528
1119,414,411,31
1120,1890,716,738
1121,893,3242,4895
1122,1204,201,273
1123,3025,2551,15
1124,531,1302,293
1125,793,2179,4327
1126,5089,1126,4549
1127,2838,1780,147
1128,185,2489,2290
1129,3648,1816,1825
1130,242,1077,702
1131,1358,215,523
1132,1165,5069,2652
1133,2165,247,882
1134,1565,480,4601
1135,1277,298,1735
1136,78,372,431
1137,127,2304,447
1138,3502,64,960
1139,2076,2653,2124
1140,996,141,2386
1141,621,4588,2914
1142,377,1304,37
1143,437,3484,4055
1144,167,598,154
1145,3785,62,3555
1146,3940,25,1888
1147,4285,528,2129
1148,43,8,841
1149,1736,1129,4022
1150,112,1072,541
1151,3422,65,3705
1152,3682,3022,911
1153,1018,1199,345
1154,858,26,2090
1155,242,3030,1281
1156,383,261,272
1157,384,1169,13
1158,1701,4626,4115
1159,3238,44,113
1160,420,2813,541
1161,1872,73,422
1162,2091,428,1103
1163,227,814,3099
1164,1228,408,840
1165,1018,727,1246
1166,692,1585,494
1167,244,332,1204
1168,2606,4804,2738
1169,4438,3511,4482
1170,533,2639,280
1171,488,2619,4052
1172,3246,1210,3574
1173,1837,583,834
1174,557,2909,1394
1175,3538,481,212
1176,2063,5,3229
1177,2858,2253,3360
1178,252,1162,2156
1179,606,479,2193
1180,5066,3165,250
1181,689,5161,3112
1182,739,428,1103
1183,447,294,129
1184,2863,1442,281
1185,179,2333,4191
1186,1372,2726,4403
1187,1651,1249,902
1188,819,1580,146
1189,267,474,83
1190,12,4171,4376
1191,3336,586,291
1192,1865,2055,89
1193,553,417,240
1194,573,744,2028
1195,1805,2990,1805
1196,3995,51,1950
1197,344,235,4314
1198,217,1716,2146
1199,66,113,1741
1200,17,97,498
1201,3403,2831,2436
1202,192,1024,5162
1203,538,1000,1555
1204,2104,1567,1751
1205,1764,2230,4054
1206,3372,199,237
1207,661,110,1948
1208,1290,3540,194
1209,1670,1708,3215
1210,1474,2536,2151
1211,38,92,1303
1212,4234,63,623
1213,1737,122,2000
1214,199,1381,210
1215,898,2052,2869
1216,139,110,2409
1217,1176,1207,95
1218,49,797,588
1219,2510,1518,3546
1220,1682,2506,1827
1221,238,840,4677
1222,437,702,1077
1223,2397,1732,128
1224,640,3510,5158
1225,2772,229,5106
1226,151,4024,3586
1227,1093,2101,222
1228,2186,3388,4333
1229,1703,1532,806
1230,1400,86,206
1231,1053,816,56
1232,814,489,3051
1233,368,1977,190
1234,4,234,27
1235,869,2492,697
1236,5105,816,2686
1237,1160,3252,4050
1238,78,552,2195
1239,1748,1592,2847
1240,3340,152,883
1241,2420,149,2579
1242,470,131,4438
1243,3312,3119,54
1244,947,913,1471
1245,290,207,1238
1246,606,1955,43
1247,604,10,883
1248,766,3996,1126
1249,1058,4717,2289
1250,3504,1250,104
1251,350,251,1590
1252,284,793,2672
1253,118,4025,66
1254,247,125,544
1255,2573,1016,2804
1256,4606,368,1977
1257,639,866,3409
1258,864,2249,4626
1259,2815,3664,3778
1260,3617,5190,3617
1261,1198,2092,1356
1262,309,124,785
1263,157,1225,11
1264,3315,1264,31
1265,380,511,1122
1266,1403,684,923
1267,3558,1122,541
1268,93,3083,246
1269,3053,3555,10
1270,3193,4138,406
1271,733,1013,746
1272,98,3853,4248
1273,813,737,2614
1274,451,1790,3737
1275,1847,194,2117
1276,2248,1555,920
1277,760,66,2107
1278,58,1394,1085
1279,2209,1575,2073
1280,1975,467,570
1281,1331,3385,1614
1282,385,1176,1639
1283,477,1104,2237
1284,71,420,3976
1285,5183,1443,5037
1286,1545,3727,1578
1287,2184,3296,550
1288,585,829,547
1289,541,4668,3546
1290,105,2904,3624
1291,2069,168,687
1292,368,1723,4984
1293,1830,425,660
1294,125,4719,407
1295,1054,110,2135
1296,917,19,2428
1297,706,392,599
1298,532,2284,1405
1299,28,352,1339
1300,1617,2944,54
1301,2833,4814,1519
1302,1954,248,2443
1303,99,3346,981
1304,530,48,957
1305,980,2261,4511
1306,123,4,447
1307,1367,2990,2290
1308,1496,2733,172
1309,1299,899,4709
1310,138,4227,29
1311,3745,215,3745
1312,1716,447,4067
1313,1944,3320,2274
1314,4949,2742,480
1315,198,2603,349
1316,2704,2164,3456
1317,1173,2901,735
1318,261,20,4628
1319,3016,1360,3396
1320,32,3525,1729
1321,57,3116,1816
1322,2932,2884,3302
1323,853,344,631
1324,1947,1808,1147
1325,2562,86,1400
1326,69,3940,58
1327,2246,123,1297
1328,1064,2728,1939
1329,623,867,3047
1330,535,703,338
1331,351,1395,1779
1332,3752,897,2979
1333,745,4943,96
1334,2060,920,14
1335,1130,4342,2442
1336,583,1336,289
1337,1,631,273
1338,1660,3280,1660
1339,52,494,28
1340,3091,432,3137
1341,242,2431,36
1342,3525,3371,625
1343,6,797,49
1344,413,1755,122
1345,141,2670,1534
1346,437,1809,2025
1347,162,3536,478
1348,4758,1667,855
1349,1714,2601,4027
1350,615,101,1779
1351,4182,2338,998
1352,414,333,262
1353,2594,2359,2309
1354,918,589,1398
1355,280,1867,1011
1356,634,10,2558
1357,1223,1009,320
1358,1091,972,3430
1359,1721,238,621
1360,3195,1770,2144
1361,3403,2868,3126
1362,237,252,1828
1363,1268,401,1025
1364,361,907,2705
1365,2331,358,4425
1366,2149,2333,1274
1367,1203,2503,198
1368,1131,3741,1221
1369,4147,773,2753
1370,1342,57,3473
1371,9,2402,12
1372,10,2090,1743
1373,517,387,198
1374,494,859,3316
1375,250,3505,3
1376,1991,993,2289
1377,4934,81,3661
1378,29,901,1342
1379,480,3070,117
1380,2948,686,2804
1381,4881,4124,50
1382,507,139,117
1383,4096,997,4941
1384,1088,2746,2648
1385,2891,26,2869
1386,1135,1544,1552
1387,2083,191,4599
1388,2763,3310,730
1389,1511,3087,160
1390,1701,1425,1901
1391,808,1201,2077
1392,2301,861,1924
1393,2171,521,3997
1394,3275,1149,781
1395,1192,592,1970
1396,454,2832,338
1397,994,626,849
1398,748,45,1604
1399,3589,1679,1586
1400,2624,549,369
1401,143,1334,480
1402,1814,159,1794
1403,2051,2127,5037
1404,4987,3959,1722
1405,81,306,1262
1406,2183,2455,1185
1407,2730,970,112
1408,52,3531,564
1409,1094,27,582
1410,876,3219,333
1411,512,4089,3119
1412,1766,198,726
1413,3104,419,4352
1414,1045,2305,107
1415,343,2548,1136
1416,1380,5151,1380
1417,762,261,3412
1418,567,115,1805
1419,4454,2356,259
1420,334,26,1167
1421,2208,15,60
1422,1841,1675,1717
1423,2789,1808,488
1424,710,2192,1713
1425,3526,158,115
1426,3,4032,2554
1427,3589,1901,897
1428,648,803,213
1429,2934,340,1108
1430,3440,2982,1422
1431,26,1711,227
1432,3599,229,664
